,potential_et,precipitation,reference_et,season,uncor_potential_et,month,year,uncor_precipitation
1964-08-25,0.2777701724119529,0.0,17139.967,4,11.666667,8,1964,0.0
1964-08-26,0.3889830256946476,0.0,29356.615,4,14.333336,8,1964,0.0
1964-08-27,0.5252184080393083,0.0,35944.15,4,17.599997,8,1964,0.0
1964-08-28,0.6364313010947854,0.0,44992.0,4,20.266666,8,1964,0.0
1964-08-29,0.5683134110585426,0.0,34822.973,4,18.633331,8,1964,0.0
1964-08-30,0.4696120808299172,0.13173334300518036,20398.617,4,16.266665,8,1964,0.33333334
1964-08-31,0.36117966322603956,3.1893157958984375,16573.584,4,13.666665,8,1964,6.0833335
1964-09-01,1.4159877961300587,0.0,30617.584,1,19.266665,9,1964,0.0
1964-09-02,1.3972206905264761,0.0,40287.285,1,18.816666,9,1964,0.0
1964-09-03,1.24013271672799,0.0,29739.383,1,15.05,9,1964,0.0
1964-09-04,1.3819289306575024,0.0,26891.365,1,18.449999,9,1964,0.0
1964-09-05,1.5466628639360402,0.41533520817756653,21435.018,1,22.4,9,1964,0.86666673
1964-09-06,1.505653147903136,0.0,36226.418,1,21.416666,9,1964,0.0
1964-09-07,1.7822948047473781,4.882064342498779,28009.016,1,28.049997,9,1964,9.266667
1964-09-08,1.2422180037143202,1.0091265439987183,20019.918,1,15.100001,9,1964,1.9833335
1964-09-09,1.5021778021685273,0.4862356185913086,20433.05,1,21.333334,9,1964,1.0
1964-09-10,1.7454556626871347,0.0,25809.734,1,27.166666,9,1964,0.016666668
1964-09-11,1.4674237880034844,0.0,19724.766,1,20.5,9,1964,0.016666668
1964-09-12,1.4284993589569104,15.871635437011719,8587.851,1,19.566668,9,1964,29.933334
1964-09-13,0.952369714896305,11.01495361328125,4683.884,1,8.150001,9,1964,20.800001
1964-09-14,0.9760024636194699,1.7092684507369995,15422.167,1,8.716668,9,1964,3.3
1964-09-15,1.8427667750763517,0.0,30059.334,1,29.499998,9,1964,0.0
1964-09-16,2.0443399299606977,0.0,28377.049,1,34.333332,9,1964,0.0
1964-09-17,2.1374804683772544,3.0209269523620605,19110.068,1,36.56666,9,1964,5.7666664
1964-09-18,2.0165366868104373,0.1671835482120514,25057.064,1,33.666664,9,1964,0.39999998
1964-09-19,2.1228840162918976,0.105145663022995,25579.1,1,36.216667,9,1964,0.28333333
1964-09-20,1.6578756774459524,0.0,17034.25,1,25.066668,9,1964,0.05
1964-09-21,2.0950807731416368,0.4596479535102844,21352.234,1,35.55,9,1964,0.95
1964-09-22,1.7468459600721082,0.9470886588096619,21086.8,1,27.200003,9,1964,1.8666668
1964-09-23,1.3993058184216765,8.303011894226074,11544.133,1,18.866663,9,1964,15.700002
1964-09-24,1.7815998946915865,0.33557212352752686,25826.318,1,28.033335,9,1964,0.71666664
1964-09-25,2.149992190295236,0.1405959129333496,30194.932,1,36.86667,9,1964,0.35000002
1964-09-26,2.3216768150429914,0.00765753909945488,28557.12,1,40.983334,9,1964,0.1
1964-09-27,2.16736891896828,0.0,23189.234,1,37.28333,9,1964,0.0
1964-09-28,2.350175127340174,0.0,31161.383,1,41.666668,9,1964,0.0
1964-09-29,2.0756185188455674,0.300121933221817,10011.934,1,35.083332,9,1964,0.65000004
1964-09-30,1.5320660936684232,5.3783674240112305,3986.8,1,22.049997,9,1964,10.200001
1964-10-01,1.8073179304010816,1.3370411396026611,0.0,1,28.650003,10,1964,2.6000001
1964-10-02,2.5413218472928687,0.5837238430976868,15674.718,1,46.249996,10,1964,1.1833335
1964-10-03,2.270240743624001,10.004622459411621,0.0,1,39.749996,10,1964,18.900002
1964-10-04,2.3988306039892175,3.118415355682373,0.0,1,42.833332,10,1964,5.9500003
1964-10-05,2.4745945728238596,1.1154773235321045,14276.517,1,44.650005,10,1964,2.1833336
1964-10-06,2.5892822547949907,0.2026338130235672,12122.351,1,47.399994,10,1964,0.4666667
1964-10-07,2.317506241070331,0.0,11625.517,1,40.88333,10,1964,0.016666668
1964-10-08,2.560784101588938,0.0,11322.716,1,46.716663,10,1964,0.0
1964-10-09,2.4752894828796514,0.0,18330.217,1,44.666668,10,1964,0.0
1964-10-10,2.464863286584695,0.0,12267.684,1,44.416668,10,1964,0.0
1964-10-11,2.7338591828127976,0.2026338130235672,15445.051,1,50.86667,10,1964,0.4666667
1964-10-12,2.558004143183511,0.0,9968.217,1,46.650005,10,1964,0.0
1964-10-13,2.287617790479305,0.09628312289714813,12304.483,1,40.166664,10,1964,0.26666668
1964-10-14,2.1625034349398278,1.4433919191360474,21036.516,1,37.166664,10,1964,2.8000002
1964-10-15,1.9317370577025073,3.295665740966797,0.0,1,31.633333,10,1964,6.2833323
1964-10-16,2.320286676749148,4.527562141418457,0.0,1,40.95,10,1964,8.600001
1964-10-17,2.394660189107687,2.7107372283935547,8716.167,1,42.733334,10,1964,5.1833334
1964-10-18,2.530200900033251,0.45078542828559875,0.0,1,45.983337,10,1964,0.9333334
1964-10-19,2.5427123037689725,0.043107770383358,1221.8002,1,46.283337,10,1964,0.16666667
1964-10-20,2.500312290351095,1.7004060745239258,6254.483,1,45.266666,10,1964,3.2833335
1964-10-21,2.2876181086615652,4.53642463684082,0.0,1,40.16667,10,1964,8.616668
1964-10-22,3.39696501262622,1.7624437808990479,0.0,1,66.76666,10,1964,3.3999999
1964-10-23,2.7713937122022227,0.5394109487533569,0.0,1,51.766674,10,1964,1.1
1964-10-24,2.747065655695441,1.5320171117782593,7705.883,1,51.183334,10,1964,2.9666662
1964-10-25,3.008415473125144,0.08742056787014008,7764.1665,1,57.449997,10,1964,0.25000003
1964-10-26,2.7547115754027103,0.11400824785232544,8901.0,1,51.36667,10,1964,0.30000004
1964-10-27,2.564954675561599,0.0,0.0,1,46.816666,10,1964,0.016666668
1964-10-28,3.5596137384639928,0.0,0.0,1,70.666664,10,1964,0.0
1964-10-29,3.694459380242635,0.0,0.0,1,73.9,10,1964,0.0
1964-10-30,3.8487669581350863,0.0,0.0,1,77.6,10,1964,0.0
1964-10-31,3.943297953027746,0.0,0.0,1,79.86667,10,1964,0.0
1964-11-01,3.997514301034424,0.14945845305919647,0.0,1,81.16667,11,1964,0.36666667
1964-11-02,3.3517850408029153,0.5394109487533569,0.0,1,65.683334,11,1964,1.1
1964-11-03,2.9444684752438217,0.09628312289714813,0.0,1,55.91667,11,1964,0.26666668
1964-11-04,2.7922457866098753,1.0357141494750977,0.0,1,52.266666,11,1964,2.0333333
1964-11-05,2.2014281026230966,4.022395610809326,0.0,1,38.100002,11,1964,7.6499996
1964-11-06,2.4120370768718606,1.4611167907714844,0.0,1,43.149998,11,1964,2.8333333
1964-11-07,3.402525883983854,0.15832100808620453,0.0,1,66.9,11,1964,0.38333333
1964-11-08,2.8068425568774926,6.920451641082764,0.0,1,52.61667,11,1964,13.099999
1964-11-09,2.8992880261471274,0.0,4313.299,1,54.833332,11,1964,0.05
1964-11-10,3.123103791460795,9.153817176818848,0.0,1,60.2,11,1964,17.300001
1964-11-11,2.325847548106782,2.542348861694336,8773.051,1,41.08334,11,1964,4.8666663
1964-11-12,2.6713018459519287,0.0,4274.417,1,49.366665,11,1964,0.033333335
1964-11-13,3.202343106030046,0.0,0.0,1,62.100006,11,1964,0.0
1964-11-14,3.570039934758949,0.3001219630241394,0.0,1,70.916664,11,1964,0.6500001
1964-11-15,3.99195342967679,0.14945845305919647,0.0,1,81.03333,11,1964,0.36666667
1964-11-16,3.834865575196651,0.11400821805000305,0.0,1,77.26667,11,1964,0.29999998
1964-11-17,4.268595086521032,1.3990788459777832,0.0,1,87.666664,11,1964,2.7166665
1964-11-18,4.411781876244995,4.811163902282715,0.0,1,91.100006,11,1964,9.133334
1964-11-19,2.453046792904765,2.551211357116699,0.0,1,44.13333,11,1964,4.883333
1964-11-20,2.1395656758180195,0.858462929725647,0.0,1,36.61666,11,1964,1.6999998
1964-11-21,1.850412694783621,10.465474128723145,0.0,1,29.683332,11,1964,19.766666
1964-11-22,3.569345024703157,0.3267095983028412,0.0,1,70.9,11,1964,0.7
1964-11-23,3.7062757148314347,0.034245215356349945,0.0,1,74.183334,11,1964,0.15
1964-11-24,2.5517480435878257,1.5497424602508545,0.0,1,46.499996,11,1964,3.0
1964-11-25,3.5130436283468445,2.887988567352295,0.0,1,69.55,11,1964,5.5166664
1964-11-26,3.0508153274518914,20.781492233276367,0.0,1,58.466663,11,1964,39.166668
1964-11-27,3.8466815916031907,3.3399791717529297,0.0,1,77.549995,11,1964,6.3666673
1964-11-28,3.6909838754168955,2.4094104766845703,0.0,1,73.816666,11,1964,4.6166663
1964-11-29,3.791770333540722,0.9470887184143066,0.0,1,76.23333,11,1964,1.8666669
1964-11-30,3.827914565545173,0.4596479535102844,0.0,1,77.1,11,1964,0.95000005
1964-12-01,2.0604342731006957,4.988414287567139,0.0,2,41.28333,12,1964,9.466666
1964-12-02,1.2006207724313789,4.2262349128723145,0.0,2,20.666666,12,1964,8.033334
1964-12-03,3.4478134494768256,2.05490779876709,0.0,2,74.549995,12,1964,3.9499996
1964-12-04,3.538174029487955,1.2395529747009277,0.0,2,76.71667,12,1964,2.4166667
1964-12-05,3.573622715072095,0.39761003851890564,0.0,2,77.56666,12,1964,0.8333333
1964-12-06,2.475397076549318,16.58064079284668,0.0,2,51.233334,12,1964,31.266668
1964-12-07,3.4158399505361645,3.153865337371826,0.0,2,73.78333,12,1964,6.0166664
1964-12-08,3.5631968369593983,0.08742055296897888,0.0,2,77.316666,12,1964,0.25
1964-12-09,3.4763117617740082,0.0,0.0,2,75.23333,12,1964,0.0
1964-12-10,4.413279608208505,0.0,0.0,2,97.700005,12,1964,0.0
1964-12-11,4.569672552632852,0.0,0.0,2,101.450005,12,1964,0.033333335
1964-12-12,2.2036207446423988,0.21149635314941406,0.0,2,44.716663,12,1964,0.48333335
1964-12-13,2.9292842294989496,4.376897811889648,0.0,2,62.11667,12,1964,8.316667
1964-12-14,3.526358013081415,0.3267095983028412,0.0,2,76.43334,12,1964,0.7
1964-12-15,3.1670010595687934,1.2218278646469116,0.0,2,67.81666,12,1964,2.3833334
1964-12-16,1.641301532043932,3.286803722381592,0.0,2,31.233337,12,1964,6.2666664
1964-12-17,3.7675503479769965,2.4094109535217285,0.0,2,82.21667,12,1964,4.6166673
1964-12-18,4.400072817143601,0.7609750032424927,0.0,2,97.38333,12,1964,1.5166669
1964-12-19,3.235119426878426,4.2085089683532715,0.0,2,69.450005,12,1964,7.9999995
1964-12-20,1.7844878444945054,6.344385623931885,0.0,2,34.666668,12,1964,12.016666
1964-12-21,2.373220480131649,0.05197032541036606,0.0,2,48.783337,12,1964,0.18333334
1964-12-22,3.554161415322805,1.3547661304473877,0.0,2,77.10001,12,1964,2.6333332
1964-12-23,2.961952797586533,0.35329729318618774,0.0,2,62.899998,12,1964,0.75000006
1964-12-24,4.486957892328992,0.0,0.0,2,99.46667,12,1964,0.0
1964-12-25,4.844228842945198,0.0,0.0,2,108.03333,12,1964,0.0
1964-12-26,4.5738432856966424,0.27353429794311523,0.0,2,101.55001,12,1964,0.6000001
1964-12-27,2.885493918696099,0.22035890817642212,0.0,2,61.06666,12,1964,0.5
1964-12-28,4.096322986296021,0.4862356185913086,0.0,2,90.1,12,1964,1.0
1964-12-29,3.8877996967614115,0.2026338130235672,0.0,2,85.10001,12,1964,0.4666667
1964-12-30,4.85674072395431,0.734387218952179,0.0,2,108.33334,12,1964,1.4666667
1964-12-31,3.0168642147401323,0.9914013147354126,0.0,2,64.21667,12,1964,1.9499998
1965-01-01,4.165831173717237,0.13173334300518036,0.0,2,91.76667,1,1965,0.33333334
1965-01-02,4.790707723176573,0.1671835482120514,0.0,2,106.75,1,1965,0.39999998
1965-01-03,3.3894270047708774,5.192254066467285,0.0,2,73.15,1,1965,9.850001
1965-01-04,3.72167482973338,1.0268515348434448,0.0,2,81.11666,1,1965,2.0166667
1965-01-05,3.4262661468311206,1.9928702116012573,0.0,2,74.03333,1,1965,3.833333
1965-01-06,2.5177969308760657,8.630926132202148,0.0,2,52.25,1,1965,16.316668
1965-01-07,1.1290275366605271,12.831777572631836,0.0,2,18.949999,1,1965,24.216667
1965-01-08,1.1491850191946482,2.7373251914978027,0.0,2,19.433336,1,1965,5.233333
1965-01-09,3.46936138848705,0.06969545036554337,0.0,2,75.06667,1,1965,0.21666668
1965-01-10,3.766160527865413,0.016520101577043533,0.0,2,82.18334,1,1965,0.116666675
1965-01-11,3.3894270047708774,1.7004058361053467,0.0,2,73.15,1,1965,3.283333
1965-01-12,2.838228739432029,0.6723493337631226,0.0,2,59.933334,1,1965,1.35
1965-01-13,2.861166657644967,1.8333439826965332,0.0,2,60.48334,1,1965,3.5333328
1965-01-14,2.889664810851019,0.2646717131137848,0.0,2,61.16667,1,1965,0.5833334
1965-01-15,2.997401960444063,1.5586049556732178,0.0,2,63.75,1,1965,3.0166667
1965-01-16,3.5777934481358855,0.0,0.0,2,77.666664,1,1965,0.0
1965-01-17,4.47027623280287,0.0,0.0,2,99.06667,1,1965,0.0
1965-01-18,4.791402633232365,0.0,0.0,2,106.76666,1,1965,0.06666667
1965-01-19,3.5180165469538336,2.0637707710266113,0.0,2,76.23333,1,1965,3.966667
1965-01-20,4.512676246220748,6.627987384796143,0.0,2,100.08334,1,1965,12.55
1965-01-21,3.7793666825657963,2.4980359077453613,0.0,2,82.5,1,1965,4.7833333
1965-01-22,2.880628593758776,2.170121192932129,0.0,2,60.95,1,1965,4.166666
1965-01-23,3.9079565429310126,3.1893153190612793,0.0,2,85.583336,1,1965,6.0833325
1965-01-24,3.0599591382138014,2.914576530456543,0.0,2,65.25,1,1965,5.566667
1965-01-25,3.084286717447193,0.8673256635665894,0.0,2,65.83333,1,1965,1.7166668
1965-01-26,2.264092874062502,0.7964251637458801,0.0,2,46.166668,1,1965,1.5833334
1965-01-27,2.6137179049714394,0.6900744438171387,0.0,2,54.55,1,1965,1.3833333
1965-01-28,2.371135113599754,0.37102240324020386,0.0,2,48.733334,1,1965,0.78333336
1965-01-29,2.3419418912467798,2.0283203125,0.0,2,48.033337,1,1965,3.8999996
1965-01-30,2.3342961306306402,1.0445767641067505,0.0,2,47.850006,1,1965,2.0500002
1965-01-31,1.5717934241682805,0.3887474834918976,0.0,2,29.566668,1,1965,0.81666666
1965-02-01,2.619278617237943,0.6723493337631226,0.0,2,54.683334,2,1965,1.35
1965-02-02,4.562721542981374,0.0,0.0,2,101.28333,2,1965,0.0
1965-02-03,3.763379614913206,0.0,0.0,2,82.11666,2,1965,0.0
1965-02-04,4.434131364433898,0.09628312289714813,0.0,2,98.19999,2,1965,0.26666668
1965-02-05,3.986500470171082,0.0,0.0,2,87.46667,2,1965,0.0
1965-02-06,4.250630564188472,0.0,0.0,2,93.799995,2,1965,0.0
1965-02-07,4.362538446845306,0.0,0.0,2,96.48333,2,1965,0.0
1965-02-08,3.3525878627106342,0.05197032541036606,0.0,2,72.26667,2,1965,0.18333334
1965-02-09,3.781452367279952,0.0,0.0,2,82.55001,2,1965,0.0
1965-02-10,2.92928438859008,0.9116383790969849,0.0,2,62.116673,2,1965,1.8000001
1965-02-11,2.729100974271752,6.459599018096924,0.0,2,57.31666,2,1965,12.233334
1965-02-12,3.37483007541213,0.7875626087188721,0.0,2,72.799995,2,1965,1.5666667
1965-02-13,3.353977682822218,0.7786999344825745,0.0,2,72.299995,2,1965,1.5499998
1965-02-14,3.2121816677566173,0.4950982332229614,0.0,2,68.9,2,1965,1.0166668
1965-02-15,2.7221502828025343,1.4699796438217163,0.0,2,57.149998,2,1965,2.8500004
1965-02-16,3.5041151640153982,1.9396950006484985,0.0,2,75.9,2,1965,3.7333333
1965-02-17,3.0502281701568963,1.0357142686843872,0.0,2,65.01667,2,1965,2.0333335
1965-02-18,3.347722219591051,0.0,0.0,2,72.15,2,1965,0.05
1965-02-19,2.6074621235580135,0.3267096281051636,0.0,2,54.399998,2,1965,0.70000005
1965-02-20,1.5391246969895676,1.1509275436401367,0.0,2,28.783335,2,1965,2.2500002
1965-02-21,3.062044822927957,0.22922149300575256,0.0,2,65.30001,2,1965,0.5166667
1965-02-22,2.94110072317888,1.3724913597106934,0.0,2,62.400005,2,1965,2.6666667
1965-02-23,2.2981514213527987,0.1849086731672287,0.0,2,46.983326,2,1965,0.4333333
1965-02-24,3.3136633541184954,0.00765753909945488,0.0,2,71.333336,2,1965,0.1
1965-02-25,3.7175047330341098,0.060832880437374115,0.0,2,81.01667,2,1965,0.2
1965-02-26,3.3122732158246517,0.0,0.0,2,71.3,2,1965,0.06666667
1965-02-27,2.1188211950800335,1.4522544145584106,0.0,2,42.683334,2,1965,2.8166668
1965-02-28,1.4654462537779507,1.4345290660858154,0.0,2,27.016668,2,1965,2.783333
1965-03-01,1.9708768331795445,0.5394111275672913,0.0,3,45.7,3,1965,1.1000003
1965-03-02,2.8591887256916086,0.5748611688613892,0.0,3,67.0,3,1965,1.1666666
1965-03-03,2.882821076686948,0.0,0.0,3,67.56666,3,1965,0.033333335
1965-03-04,1.85479853564118,3.4817800521850586,0.0,3,42.916668,3,1965,6.6333337
1965-03-05,2.253774271437212,0.0,639.70013,3,52.483334,3,1965,0.0
1965-03-06,2.070273153009527,0.39761003851890564,0.0,3,48.083332,3,1965,0.8333333
1965-03-07,1.6594810826246946,1.062301754951477,0.0,3,38.233334,3,1965,2.0833333
1965-03-08,3.046859940818565,3.605855941772461,0.0,3,71.49999,3,1965,6.8666673
1965-03-09,2.0271782295358576,7.35471773147583,0.0,3,47.05,3,1965,13.916668
1965-03-10,0.4104227744434679,14.666326522827148,10011.317,3,8.283334,3,1965,27.666666
1965-03-11,1.8506281207596496,0.0,0.0,3,42.81667,3,1965,0.016666668
1965-03-12,1.746365998718955,0.0,3392.9004,3,40.316666,3,1965,0.016666668
1965-03-13,1.8450674084931453,12.131635665893555,0.0,3,42.683334,3,1965,22.9
1965-03-14,1.1270500024349936,10.819977760314941,0.0,3,25.466667,3,1965,20.433334
1965-03-15,0.902539167974404,33.224525451660156,0.0,3,20.083332,3,1965,62.56667
1965-03-16,0.5021732541117456,19.682531356811523,0.0,3,10.483333,3,1965,37.099995
1965-03-17,0.5271961411287542,0.0,0.0,3,11.083333,3,1965,0.0
1965-03-18,1.4711144801685565,0.0,23576.834,3,33.716667,3,1965,0.0
1965-03-19,2.077919072716796,0.27353429794311523,0.0,3,48.266666,3,1965,0.6000001
1965-03-20,1.5760716713561729,1.3370411396026611,14094.417,3,36.233337,3,1965,2.6000001
1965-03-21,2.2127645554043083,0.0,0.0,3,51.5,3,1965,0.06666667
1965-03-22,1.9409883825885188,1.1332021951675415,0.0,3,44.983334,3,1965,2.2166665
1965-03-23,1.1472074054235497,3.1095523834228516,5635.1504,3,25.950003,3,1965,5.933333
1965-03-24,1.4266292593099137,4.633912086486816,11404.3,3,32.649998,3,1965,8.8
1965-03-25,2.0376045849219437,4.235097408294678,2227.9492,3,47.300003,3,1965,8.05
1965-03-26,0.8629196697809085,6.300073623657227,0.0,3,19.133333,3,1965,11.933334
1965-03-27,0.7544872124042483,0.38874754309654236,10413.101,3,16.533333,3,1965,0.8166668
1965-03-28,1.8478476850808325,1.345903754234314,9066.883,3,42.75,3,1965,2.6166668
1965-03-29,1.02904358226216,2.9677510261535645,879.8496,3,23.116663,3,1965,5.666666
1965-03-30,1.9062342888779107,0.2646717131137848,8992.467,3,44.149998,3,1965,0.5833334
1965-03-31,1.0617125480775678,0.7698374390602112,6912.567,3,23.900002,3,1965,1.5333333
1965-04-01,1.4773701024908525,0.0,26035.666,3,33.866665,4,1965,0.016666668
1965-04-02,2.070273153009527,2.834813117980957,13075.149,3,48.083332,4,1965,5.4166665
1965-04-03,1.7748643110161373,0.00765753909945488,8107.4165,3,41.0,4,1965,0.1
1965-04-04,1.94932921235158,0.0,6659.1836,3,45.18333,4,1965,0.0
1965-04-05,1.7971066828087636,0.0,5226.867,3,41.53333,4,1965,0.0
1965-04-06,1.1089779659783328,8.92339038848877,16835.85,3,25.033335,4,1965,16.866669
1965-04-07,0.5855828642441798,2.542348861694336,4668.2827,3,12.483334,4,1965,4.8666663
1965-04-08,1.419678567840696,0.11400821805000305,22112.951,3,32.483334,4,1965,0.29999998
1965-04-09,1.4745898259031653,0.0,21118.602,3,33.8,4,1965,0.0
1965-04-10,1.589973213385738,0.0,6213.901,3,36.56667,4,1965,0.0
1965-04-11,1.2236661252228538,0.0,29023.336,3,27.783335,4,1965,0.0
1965-04-12,1.3522555878602451,0.0,28631.133,3,30.866661,4,1965,0.0
1965-04-13,1.411337419895375,0.0,12372.55,3,32.28333,4,1965,0.0
1965-04-14,1.3515605982588883,0.0,21559.049,3,30.849997,4,1965,0.0
1965-04-15,1.3133311588136714,0.41533514857292175,17944.95,3,29.933329,4,1965,0.8666666
1965-04-16,0.8281655760703003,0.0,11089.817,3,18.299997,4,1965,0.0
1965-04-17,0.952584862462856,0.15832102298736572,14399.949,3,21.28333,4,1965,0.38333336
1965-04-18,1.047115857355516,3.9780831336975098,17959.068,3,23.550001,4,1965,7.566667
1965-04-19,0.8365066444700565,0.15832100808620453,15977.234,3,18.5,4,1965,0.38333333
1965-04-20,1.3835344153818094,0.0,5293.8823,3,31.616667,4,1965,0.0
1965-04-21,1.3473901833773576,0.0,24253.83,3,30.749998,4,1965,0.0
1965-04-22,1.175705717720732,2.2410221099853516,22954.568,3,26.633337,4,1965,4.3
1965-04-23,0.30407556428035554,7.212915420532227,12448.434,3,5.7333336,4,1965,13.649999
1965-04-24,0.6710776420445967,0.4153352379798889,7940.6333,3,14.533333,4,1965,0.8666668
1965-04-25,0.967181791821603,5.1745285987854,14474.183,3,21.633337,4,1965,9.816668
1965-04-26,1.0387748685013247,0.23808404803276062,24618.5,3,23.35,4,1965,0.53333336
1965-04-27,0.9122702951224387,0.0,26187.451,3,20.316666,4,1965,0.0
1965-04-28,0.7753396049941613,0.6812119483947754,17320.184,3,17.033333,4,1965,1.3666668
1965-04-29,1.0109717844421942,1.1863776445388794,24264.549,3,22.683336,4,1965,2.3166666
1965-04-30,0.9650964252897077,0.6014488935470581,22127.053,3,21.583334,4,1965,1.2166667
1965-05-01,0.9511948037145774,1.0179890394210815,25341.084,3,21.25,5,1965,2.0
1965-05-02,0.8580541062068912,0.02538266032934189,22841.768,3,19.016666,5,1965,0.13333334
1965-05-03,0.7746445358472395,0.0,27321.701,3,17.016666,5,1965,0.0
1965-05-04,0.5640354025073451,0.0,28257.084,3,11.966667,5,1965,0.0
1965-05-05,0.8219099537480045,4.332585334777832,28226.883,3,18.15,5,1965,8.233334
1965-05-06,0.7086118930245444,0.22035890817642212,19672.117,3,15.4333315,5,1965,0.5
1965-05-07,0.7315495726007877,0.034245215356349945,18301.066,3,15.983333,5,1965,0.15
1965-05-08,0.6981856967295881,0.0,20789.934,3,15.1833315,5,1965,0.0
1965-05-09,0.6884545695815534,0.0,28590.686,3,14.949998,5,1965,0.0
1965-05-10,0.5675107880147365,0.0,36022.312,3,12.05,5,1965,0.0
1965-05-11,0.6641268312570316,0.0,41983.066,3,14.366666,5,1965,0.0
1965-05-12,0.40069168706821573,0.8761882185935974,16061.301,3,8.050001,5,1965,1.7333335
1965-05-13,0.4229342179519721,1.5940550565719604,5192.3335,3,8.583334,5,1965,3.083333
1965-05-14,0.4465669269023546,0.0,21765.95,3,9.150001,5,1965,0.0
1965-05-15,0.6738579584050663,0.0,36259.066,3,14.599999,5,1965,0.0
1965-05-16,0.5355371299829453,1.4699792861938477,15365.517,3,11.283334,5,1965,2.8499997
1965-05-17,0.20537422410853456,1.9485574960708618,7041.7163,3,3.3666666,5,1965,3.75
1965-05-18,0.35690167456123334,0.0,19547.033,3,7.0000014,5,1965,0.0
1965-05-19,0.5647304716542669,6.9115891456604,23661.984,3,11.983334,5,1965,13.083333
1965-05-20,0.24012822833038205,1.9219694137573242,10832.433,3,4.2000003,5,1965,3.699999
1965-05-21,0.37358359261044194,4.5186991691589355,18373.701,3,7.4000015,5,1965,8.583334
1965-05-22,0.3701082269894419,7.168603420257568,10970.101,3,7.316669,5,1965,13.566667
1965-05-23,0.24012818855759954,10.944053649902344,9841.634,3,4.1999993,5,1965,20.666668
1965-05-24,0.48201601021431956,0.0,32681.166,3,10.000001,5,1965,0.0
1965-05-25,0.4118129525100939,0.0,30459.963,3,8.316668,5,1965,0.0
1965-05-26,0.3617672381352507,0.1849086731672287,27936.617,3,7.116668,5,1965,0.4333333
1965-05-27,0.2978198624124947,1.8156191110610962,26735.484,3,5.583334,5,1965,3.5
1965-05-28,0.18591198969885636,0.43306028842926025,3557.3333,3,2.8999999,5,1965,0.90000004
1965-05-29,0.26515111534739055,0.0,11529.851,3,4.8000007,5,1965,0.0
1965-05-30,0.2422134357711474,1.647230625152588,5782.85,3,4.2499995,5,1965,3.1833334
1965-05-31,0.1657546761990608,0.37102237343788147,3999.1829,3,2.4166665,5,1965,0.7833333
1965-06-01,0.12276740605423209,0.0,18514.818,4,7.950001,6,1965,0.0
1965-06-02,0.07828232440032801,0.0,39186.168,4,6.8833346,6,1965,0.0
1965-06-03,0.03449229200695436,0.0,41534.3,4,5.8333344,6,1965,0.0
1965-06-04,0.0,0.0,40284.7,4,4.7666664,6,1965,0.0
1965-06-05,0.058820070104258604,0.734387218952179,28979.102,4,6.4166675,6,1965,1.4666667
1965-06-06,0.0,0.016520101577043533,15959.7,4,2.8500001,6,1965,0.116666675
1965-06-07,0.0,7.53196907043457,12106.716,4,4.933333,6,1965,14.250001
1965-06-08,0.19922616562631867,1.3015906810760498,22561.033,4,9.783334,6,1965,2.533333
1965-06-09,0.16516726038097973,2.746187686920166,19431.184,4,8.966667,6,1965,5.25
1965-06-10,0.01294479049733721,0.3621598482131958,22080.234,4,5.316667,6,1965,0.7666667
1965-06-11,0.09148881716936275,0.6900744438171387,28565.234,4,7.200001,6,1965,1.3833333
1965-06-12,0.12276740605423209,0.0,29622.885,4,7.950001,6,1965,0.033333335
1965-06-13,0.013639879530650267,0.13173334300518036,22591.283,4,5.333334,6,1965,0.33333334
1965-06-14,0.0,0.2646717131137848,5487.1665,4,4.716666,6,1965,0.5833334
1965-06-15,0.0,0.0,12549.433,4,2.2,6,1965,0.0
1965-06-16,0.0,0.0,33379.098,4,3.4666665,6,1965,0.0
1965-06-17,0.042138132168658804,0.0,35429.8,4,6.016667,6,1965,0.0
1965-06-18,0.0,0.2646717131137848,11759.917,4,3.1333325,6,1965,0.5833334
1965-06-19,0.0,0.05197032541036606,12822.567,4,1.5,6,1965,0.18333334
1965-06-20,0.01989558139851111,0.7432498335838318,18981.85,4,5.4833336,6,1965,1.4833335
1965-06-21,0.0,0.33557215332984924,16969.717,4,4.766667,6,1965,0.7166667
1965-06-22,0.0,4.102159023284912,6821.6504,4,2.4666665,6,1965,7.8000007
1965-06-23,0.0,12.105048179626465,8341.15,4,0.4333334,6,1965,22.85
1965-06-24,0.0,2.630974292755127,11511.083,4,3.4666672,6,1965,5.0333333
1965-06-25,0.0,0.0,25706.648,4,4.9666667,6,1965,0.0
1965-06-26,0.0011284360221459622,0.5216858983039856,19670.033,4,5.033334,6,1965,1.0666667
1965-06-27,0.0,0.21149635314941406,13508.532,4,3.3833334,6,1965,0.48333335
1965-06-28,0.0,0.0,14246.284,4,3.3000002,6,1965,0.0
1965-06-29,0.0,0.0,18933.533,4,3.3166673,6,1965,0.0
1965-06-30,0.0,0.0,18887.799,4,3.1166668,6,1965,0.0
1965-07-01,0.032407044793406614,0.0,26120.283,4,5.7833343,7,1965,0.0
1965-07-02,0.0,0.0,18791.635,4,3.933334,7,1965,0.0
1965-07-03,0.0,0.0,10767.034,4,3.2666671,7,1965,0.0
1965-07-04,0.0,0.6191740036010742,14269.5,4,2.4333332,7,1965,1.25
