,potential_et,precipitation,reference_et,uncor_potential_et
1965-05-22,0.3252222,13.566667,10970.101,7.316669
1965-05-23,0.17763554,20.666668,9841.634,4.1999993
1965-05-24,0.4522886,0.0,32681.166,10.000001
1965-05-25,0.3725761,0.0,30459.963,8.316668
1965-05-26,0.31575137,0.4333333,27936.617,7.116668
1965-05-27,0.24314192,3.5,26735.484,5.583334
1965-05-28,0.11607541,0.90000004,3557.3333,2.8999999
1965-05-29,0.20604798,0.0,11529.851,4.8000007
1965-05-30,0.18000324,3.1833334,5782.85,4.2499995
1965-05-31,0.09318766,0.7833333,3999.1829,2.4166665
1965-06-01,0.35521296,0.0,18514.818,7.950001
1965-06-02,0.3047021,0.0,39186.168,6.8833346
1965-06-03,0.25498042,0.0,41534.3,5.8333344
1965-06-04,0.20446947,0.0,40284.7,4.7666664
1965-06-05,0.28260356,1.4666667,28979.102,6.4166675
1965-06-06,0.11370772,0.116666675,15959.7,2.8500001
1965-06-07,0.21236178,14.250001,12106.716,4.933333
1965-06-08,0.44202855,2.533333,22561.033,9.783334
1965-06-09,0.40335616,5.25,19431.184,8.966667
1965-06-10,0.23051417,0.7666667,22080.234,5.316667
1965-06-11,0.3196975,1.3833333,28565.234,7.200001
1965-06-12,0.35521296,0.033333335,29622.885,7.950001
1965-06-13,0.23130342,0.33333334,22591.283,5.333334
1965-06-14,0.20210177,0.5833334,5487.1665,4.716666
1965-06-15,0.082927644,0.0,12549.433,2.2
1965-06-16,0.14290932,0.0,33379.098,3.4666665
1965-06-17,0.26366195,0.0,35429.8,6.016667
1965-06-18,0.12712464,0.5833334,11759.917,3.1333325
1965-06-19,0.049779862,0.18333334,12822.567,1.5
1965-06-20,0.23840651,1.4833335,18981.85,5.4833336
1965-06-21,0.20446949,0.7166667,16969.717,4.766667
1965-06-22,0.09555535,7.8000007,6821.6504,2.4666665
1965-06-23,-0.0007310286,22.85,8341.15,0.4333334
1965-06-24,0.14290935,5.0333333,11511.083,3.4666672
1965-06-25,0.21394028,0.0,25706.648,4.9666667
1965-06-26,0.21709722,1.0666667,19670.033,5.033334
1965-06-27,0.13896316,0.48333335,13508.532,3.3833334
1965-06-28,0.13501701,0.0,14246.284,3.3000002
1965-06-29,0.13580626,0.0,18933.533,3.3166673
1965-06-30,0.12633544,0.0,18887.799,3.1166668
1965-07-01,0.2526127,0.0,26120.283,5.7833343
1965-07-02,0.16500787,0.0,18791.635,3.933334
1965-07-03,0.13343856,0.0,10767.034,3.2666671
1965-07-04,0.09397689,1.25,14269.5,2.4333332
1965-07-05,0.08213841,4.9833326,10506.55,2.1833334
1965-07-06,0.20210181,0.3166667,25540.318,4.716667
1965-07-07,0.20525876,1.3666668,17970.416,4.7833343
1965-07-08,0.20683719,0.5166667,13879.017,4.816667
1965-07-09,0.21946496,0.83333343,10810.284,5.0833344
1965-07-10,0.19657718,0.0,12008.399,4.6000004
1965-07-11,0.18552792,0.0,15971.435,4.3666673
1965-07-12,0.15632628,0.0,24159.102,3.75
1965-07-13,0.09555535,0.0,10039.101,2.4666665
1965-07-14,0.1326493,0.0,17775.25,3.25
1965-07-15,0.19499871,0.41666666,8483.634,4.566667
1965-07-16,0.19026329,7.2333336,23558.15,4.4666667
1965-07-17,-0.0038879607,1.8666668,12901.267,0.3666667
1965-07-18,0.035573684,0.9666667,21713.283,1.2000002
1965-07-19,0.04267677,0.05,10413.684,1.35
1965-07-20,0.03083828,0.0,8629.833,1.1
1965-07-21,0.10108001,0.0,11468.301,2.5833337
1965-07-22,0.079770714,1.9166666,9863.966,2.1333334
1965-07-23,-0.0125695225,8.599999,8506.968,0.18333334
1965-07-24,-0.021251082,0.0,5818.75,0.0
1965-07-25,0.006372066,0.45000002,3200.7,0.5833334
1965-07-26,0.010318231,0.16666667,9672.617,0.66666675
1965-07-27,0.09003074,0.26666668,18423.717,2.3500001
1965-07-28,0.049779855,8.15,10949.784,1.4999999
1965-07-29,-0.0125695225,2.1666667,18419.816,0.18333334
1965-07-30,0.1610617,1.7333332,26845.666,3.8500004
1965-07-31,0.11923234,0.0,18565.533,2.9666665
1965-08-01,0.08134918,0.0,14801.399,2.1666667
1965-08-02,0.13186008,0.0,23685.814,3.2333336
1965-08-03,0.18394946,0.0,31976.617,4.333334
1965-08-04,0.20052335,0.0,32582.484,4.683334
1965-08-05,0.21078339,0.0,32006.451,4.900001
1965-08-06,0.284182,0.0,24776.383,6.450001
1965-08-07,0.15474783,0.0,13861.851,3.716667
1965-08-08,0.16895401,0.016666668,24999.969,4.016667
1965-08-09,0.15948321,8.516667,10701.816,3.8166666
1965-08-10,0.03478443,1.3166667,16611.666,1.183333
1965-08-11,0.19657719,0.083333336,15330.133,4.600001
1965-08-12,0.35205603,0.0,33447.883,7.8833337
1965-08-13,0.3141729,0.05,22982.482,7.0833344
1965-08-14,0.40256694,0.0,31820.666,8.950001
1965-08-15,0.44755325,0.0,41126.363,9.900002
1965-08-16,0.24708807,4.2999997,22268.266,5.6666675
1965-08-17,0.12791389,1.6166668,4209.1167,3.1499999
1965-08-18,0.23130342,5.9499993,7047.4336,5.333334
1965-08-19,0.28812814,4.299999,12141.966,6.533333
1965-08-20,0.49017173,0.3166667,22117.416,10.8
1965-08-21,0.34653145,2.0833333,13188.284,7.7666683
1965-08-22,0.39625302,0.96666676,12698.516,8.816667
1965-08-23,0.64170444,0.0,35292.816,14.0
1965-08-24,0.6180275,0.0,47540.78,13.500001
1965-08-25,0.62118435,0.0,46290.75,13.566667
1965-08-26,0.4254547,0.0,27869.682,9.433334
1965-08-27,0.61723816,0.0,38567.5,13.483333
1965-08-28,0.7032646,0.0,42418.863,15.3
1965-08-29,0.7782416,0.25,41337.316,16.883331
1965-08-30,0.5572565,1.4666667,17890.066,12.216667
1965-08-31,0.9163574,0.0,30442.084,19.8
1965-09-01,1.0955132,0.033333335,34919.734,23.583334
1965-09-02,1.044213,2.1333334,9525.133,22.5
1965-09-03,0.16421862,4.133333,14584.333,3.9166667
1965-09-04,1.0513161,0.0,42861.664,22.65
1965-09-05,1.2833507,0.0,44310.402,27.550001
1965-09-06,1.4893403,0.0,36019.0,31.9
1965-09-07,0.53989345,0.033333335,19488.531,11.850001
1965-09-08,0.41203773,0.0,15100.583,9.150001
1965-09-09,1.0307962,0.0,18784.65,22.216667
1965-09-10,1.3654307,0.0,24501.951,29.28333
1965-09-11,1.311763,0.0,18199.166,28.150002
1965-09-12,1.1594412,6.5166664,12823.833,24.933336
1965-09-13,0.82954174,5.866667,9577.051,17.966665
1965-09-14,0.29286358,6.6999993,3711.8835,6.6333337
1965-09-15,1.4112064,6.316667,17018.416,30.25
1965-09-16,0.31811905,11.083333,1738.3331,7.166668
1965-09-17,1.0734148,3.0333326,10917.268,23.116669
1965-09-18,1.3756908,2.5333335,17022.799,29.5
1965-09-19,1.610093,1.0666667,19877.584,34.45
1965-09-20,1.1191902,0.0,32203.867,24.083334
1965-09-21,1.9044769,0.0,9206.833,40.666668
1965-09-22,1.7095363,1.7333335,12315.417,36.55
1965-09-23,1.5848376,4.2833333,16005.367,33.916668
1965-09-24,1.90132,2.0000002,15156.816,40.600002
1965-09-25,1.9139475,0.21666665,12532.434,40.866665
1965-09-26,1.8926383,0.38333336,29684.467,40.416668
1965-09-27,1.0142223,6.9166665,2535.5327,21.866667
1965-09-28,1.830289,16.166668,12932.351,39.100002
1965-09-29,1.3441216,1.9000001,27662.947,28.833334
1965-09-30,1.3780587,3.8333333,24292.484,29.550001
1965-10-01,1.2415212,23.266668,1670.5499,26.666666
1965-10-02,1.6819131,13.3166685,21039.117,35.966667
1965-10-03,0.3457421,21.883337,14259.5,7.7499995
1965-10-04,0.606189,1.1166667,27621.35,13.250001
1965-10-05,0.73878,0.7166667,26773.85,16.05
1965-10-06,1.1239256,0.06666667,12689.501,24.183332
1965-10-07,0.8871558,1.75,22641.283,19.183332
1965-10-08,1.3267587,0.0,19633.166,28.466673
1965-10-09,1.3733234,3.0333335,1549.3668,29.450005
1965-10-10,0.91951436,3.3666666,0.0,19.866667
1965-10-11,2.030754,1.0333334,15167.167,43.333332
1965-10-12,1.7529444,0.28333333,19979.484,37.46667
1965-10-13,2.1230946,0.0,9692.483,45.283337
1965-10-14,2.4632535,0.0,11650.434,52.466663
1965-10-15,2.8247218,2.0166667,9251.45,60.099995
1965-10-16,1.1712797,7.2500005,0.0,25.183334
1965-10-17,2.1025739,0.2,4381.6333,44.849995
1965-10-18,2.1617665,0.0,11520.167,46.099995
1965-10-19,2.7560587,0.0,3279.1338,58.649994
1965-10-20,2.3764377,0.30000004,0.0,50.633327
1965-10-21,2.3922224,0.0,13163.867,50.966663
1965-10-22,3.0243979,0.61666673,0.0,64.316666
1965-10-23,2.390644,0.033333335,0.0,50.93333
1965-10-24,2.597423,0.0,2148.4673,55.3
1965-10-25,2.2312193,3.133333,0.0,47.566666
1965-10-26,3.1719842,0.0,0.0,67.43333
1965-10-27,2.9091702,0.4,0.0,61.883335
1965-10-28,3.1743526,0.13333334,0.0,67.48334
1965-10-29,3.6392102,0.016666668,0.0,77.299995
1965-10-30,2.1964927,0.9333334,0.0,46.833332
1965-10-31,2.0599556,9.316667,0.0,43.95
1965-11-01,0.94003445,5.6499996,0.0,20.300001
1965-11-02,2.410375,0.0,0.0,51.350006
1965-11-03,2.883915,1.1500001,0.0,61.350002
1965-11-04,2.0394354,1.4166666,0.0,43.516666
1965-11-05,2.5429664,0.23333335,0.0,54.150005
1965-11-06,1.2809832,10.233335,0.0,27.500006
1965-11-07,2.5011368,1.6166668,0.0,53.266666
1965-11-08,1.1625981,1.9000001,0.0,25.000002
1965-11-09,2.2122774,0.8500001,0.0,47.166668
1965-11-10,3.0875368,0.41666666,0.0,65.65
1965-11-11,1.3425432,5.7666664,0.0,28.800003
1965-11-12,3.9509568,27.483332,0.0,83.88332
1965-11-13,1.1586518,18.766672,224.79993,24.916666
1965-11-14,3.2382803,0.25,0.0,68.833336
1965-11-15,2.3527608,10.883332,0.0,50.13333
1965-11-16,1.8460736,22.75,0.0,39.433334
1965-11-17,1.9494631,14.933334,0.0,41.61667
1965-11-18,1.8350245,3.5499992,0.0,39.200005
1965-11-19,3.4300632,1.0833335,0.0,72.88332
1965-11-20,3.0386043,0.0,0.0,64.61667
1965-11-21,3.934383,0.45000002,0.0,83.533325
1965-11-22,1.6748098,0.33333337,0.0,35.81666
1965-11-23,2.868919,0.0,0.0,61.03333
1965-11-24,4.0945973,0.0,0.0,86.916664
1965-11-25,1.8547554,1.0500001,0.0,39.616673
1965-11-26,3.0867476,11.3,0.0,65.63334
1965-11-27,2.329084,3.9166667,0.0,49.633335
1965-11-28,3.244594,4.466666,0.0,68.96667
1965-11-29,3.2816877,0.30000004,0.0,69.75
1965-11-30,3.3716602,0.05,0.0,71.649994
1965-12-01,3.7015595,0.21666665,0.0,78.61666
1965-12-02,4.478954,0.0,0.0,95.03333
1965-12-03,4.7654457,0.0,0.0,101.083336
1965-12-04,3.8167877,1.3166667,0.0,81.049995
1965-12-05,3.9967322,7.533333,0.0,84.84999
1965-12-06,1.1436564,2.0,0.0,24.599998
1965-12-07,3.5571303,0.016666668,0.0,75.566666
1965-12-08,3.7654877,0.0,0.0,79.96667
1965-12-09,2.1696591,1.7166666,0.0,46.266666
1965-12-10,2.852345,0.23333335,0.0,60.68333
1965-12-11,4.178256,0.0,0.0,88.68333
1965-12-12,4.776495,0.0,0.0,101.31667
1965-12-13,5.0819273,0.0,0.0,107.76666
1965-12-14,4.8420005,0.43333337,0.0,102.69999
1965-12-15,2.949421,8.500001,0.0,62.733337
1965-12-16,1.599833,28.433334,0.0,34.233334
1965-12-17,4.160104,1.9833335,0.0,88.299995
1965-12-18,2.4032722,9.833334,0.0,51.20001
1965-12-19,2.205174,3.8833332,0.0,47.01666
1965-12-20,3.6715689,0.26666668,0.0,77.98333
1965-12-21,3.5886993,0.05,0.0,76.23333
1965-12-22,4.624962,0.0,0.0,98.11667
1965-12-23,5.0172105,0.0,0.0,106.399994
1965-12-24,5.24372,0.016666668,0.0,111.18333
1965-12-25,5.102448,0.18333334,0.0,108.200005
1965-12-26,3.3669252,6.2666664,0.0,71.55
1965-12-27,4.18457,1.7666669,0.0,88.81666
1965-12-28,4.475797,23.050003,0.0,94.966675
1965-12-29,0.47438705,4.9666667,19025.65,10.466666
1965-12-30,0.9652899,0.14999999,8042.0996,20.833334
1965-12-31,2.1814976,34.733334,0.0,46.516666
1966-01-01,1.3543817,9.349999,0.0,29.050001
1966-01-02,1.2517815,0.4,0.0,26.883337
1966-01-03,4.2563906,0.0,0.0,90.333336
1966-01-04,4.6802077,0.18333334,0.0,99.283325
1966-01-05,2.7600045,0.70000005,0.0,58.733326
1966-01-06,4.8901443,0.3166667,0.0,103.71667
1966-01-07,4.944601,0.0,0.0,104.86667
1966-01-08,3.640789,1.5,0.0,77.333336
1966-01-09,4.2603364,0.0,0.0,90.416664
1966-01-10,3.3014188,0.3,0.0,70.166664
1966-01-11,3.733129,0.0,0.0,79.28333
1966-01-12,4.328211,0.0,0.0,91.850006
1966-01-13,4.5752406,0.36666667,0.0,97.06667
1966-01-14,1.5998328,3.6666667,0.0,34.23333
1966-01-15,4.427654,0.083333336,0.0,93.950005
1966-01-16,4.1466866,0.31666666,0.0,88.01666
1966-01-17,1.0158007,38.5,0.0,21.9
1966-01-18,1.471188,5.6999993,0.0,31.516665
1966-01-19,3.234334,10.2,0.0,68.75
1966-01-20,0.6803769,7.1000004,0.0,14.8166685
1966-01-21,0.86584663,6.65,0.0,18.733335
1966-01-22,3.146729,1.5499998,0.0,66.9
1966-01-23,2.8618164,19.016668,0.0,60.883335
1966-01-24,1.9920815,0.0,0.0,42.516666
1966-01-25,4.6296973,0.0,0.0,98.21667
1966-01-26,4.5641913,0.0,0.0,96.83334
1966-01-27,4.473429,0.0,0.0,94.916664
1966-01-28,4.6265407,0.0,0.0,98.15
1966-01-29,4.7480826,0.0,0.0,100.716675
1966-01-30,4.898037,1.4500002,0.0,103.88334
1966-01-31,1.3362291,10.5,332.24966,28.666664
1966-02-01,4.6249623,18.466667,0.0,98.11668
1966-02-02,2.5563831,11.166667,0.0,54.433334
1966-02-03,2.696866,0.25000003,0.0,57.399994
1966-02-04,3.0970073,1.7166667,0.0,65.85
1966-02-05,2.2320085,0.56666666,0.0,47.583332
1966-02-06,2.5334954,5.599999,0.0,53.95
1966-02-07,2.125462,0.23333335,0.0,45.333332
1966-02-08,2.954946,0.0,0.0,62.850006
1966-02-09,3.4000726,0.116666675,0.0,72.24999
1966-02-10,2.470357,3.9166663,0.0,52.616673
1966-02-11,2.8294578,2.533333,0.0,60.2
1966-02-12,1.4190985,0.95,0.0,30.416662
1966-02-13,1.7268995,10.3,0.0,36.916668
1966-02-14,1.4901294,0.0,6743.75,31.916662
1966-02-15,2.6471448,2.8166666,0.0,56.350002
1966-02-16,2.2975144,1.8833336,0.0,48.966663
1966-02-17,3.4545298,0.15000002,0.0,73.4
1966-02-18,2.5477014,0.033333335,0.0,54.25
1966-02-19,1.3985785,57.833332,0.0,29.983332
1966-02-20,0.53910416,23.133333,0.0,11.833333
1966-02-21,2.5066614,26.983332,0.0,53.38333
1966-02-22,0.44992095,24.866669,6036.283,9.950002
1966-02-23,1.2115306,0.38333333,0.0,26.033335
1966-02-24,2.124673,5.6666665,0.0,45.316666
1966-02-25,2.8697085,0.0,0.0,61.05
1966-02-26,3.9430647,0.0,0.0,83.71666
1966-02-27,2.874444,0.0,0.0,61.150005
1966-02-28,1.454614,3.3999996,0.0,31.166664
1966-03-01,2.183076,0.18333334,0.0,46.55
1966-03-02,2.5421767,5.05,0.0,54.13333
1966-03-03,2.5271811,3.8166664,0.0,53.816666
1966-03-04,3.2185493,0.033333335,0.0,68.416664
1966-03-05,2.426949,0.45000002,0.0,51.7
1966-03-06,3.1633034,8.783334,0.0,67.25001
1966-03-07,0.9621329,5.9166665,6279.6665,20.766666
1966-03-08,2.4474692,0.7,0.0,52.133335
1966-03-09,2.546123,1.9,0.0,54.216663
1966-03-10,3.1183167,0.0,0.0,66.299995
1966-03-11,2.9604702,0.0,0.0,62.96667
1966-03-12,3.0993752,0.0,0.0,65.9
1966-03-13,2.9880934,0.0,0.0,63.55
1966-03-14,2.916273,0.0,0.0,62.033337
1966-03-15,2.280941,0.06666667,0.0,48.61667
1966-03-16,2.762373,0.0,0.0,58.783337
1966-03-17,3.2524867,0.0,0.0,69.13334
1966-03-18,3.251697,0.0,0.0,69.11667
1966-03-19,3.3179927,0.0,6.9501953,70.51667
1966-03-20,2.3717027,0.0,0.0,50.533337
1966-03-21,2.7205434,0.0,0.0,57.899998
1966-03-22,2.6692433,0.0,0.0,56.816666
1966-03-23,2.3472362,0.0,0.0,50.016666
1966-03-24,2.3401332,0.05,0.0,49.86667
1966-03-25,1.9778752,0.116666675,8141.9507,42.216663
1966-03-26,1.4135741,5.549999,0.0,30.300001
1966-03-27,1.3662201,10.433334,0.0,29.300001
1966-03-28,1.9920815,7.65,346.83365,42.516663
1966-03-29,0.66696,20.550001,0.0,14.533337
1966-03-30,1.050527,9.583333,12302.484,22.633333
1966-03-31,0.9739715,5.4,8480.167,21.016668
1966-04-01,1.5548466,13.000003,0.0,33.283333
1966-04-02,1.5674746,1.3166666,13915.483,33.550003
1966-04-03,1.2975569,6.2333336,0.0,27.85
1966-04-04,0.76561385,7.9666667,0.0,16.616665
1966-04-05,1.9392028,0.38333333,3356.0671,41.399994
1966-04-06,1.7718858,29.900002,0.0,37.86667
1966-04-07,2.1049418,0.9000001,14715.601,44.899998
1966-04-08,1.3780587,15.216666,0.0,29.550001
1966-04-09,0.5919827,8.733335,15868.766,12.95
1966-04-10,1.5469543,1.1,20006.748,33.116665
1966-04-11,1.1799612,1.6,1842.3666,25.366669
1966-04-12,1.336229,0.0,25130.367,28.666662
1966-04-13,1.6321915,0.0,5461.767,34.916668
1966-04-14,1.7071688,0.0,14734.583,36.500004
1966-04-15,1.6093038,0.0,29882.15,34.433334
1966-04-16,1.329126,36.933334,0.0,28.516665
1966-04-17,0.48859328,0.6000001,15010.183,10.766667
1966-04-18,0.80665416,3.2500002,21006.266,17.483335
1966-04-19,0.8690034,0.43333337,13708.3,18.8
1966-04-20,1.0181687,0.0,26981.549,21.950005
1966-04-21,1.1255043,0.0,31125.12,24.21667
1966-04-22,0.7687709,0.0,16191.165,16.683332
1966-04-23,1.0347424,4.85,18241.982,22.300001
1966-04-24,1.4380403,0.083333336,27033.617,30.816666
1966-04-25,0.8153356,1.0666667,13566.333,17.666666
1966-04-26,0.62591976,0.61666673,14645.883,13.666667
1966-04-27,1.3354399,0.0,25684.217,28.65
1966-04-28,1.1160333,0.15,28833.482,24.016668
1966-04-29,0.091609195,14.133334,6382.051,2.3833332
1966-04-30,1.128661,8.783334,27025.969,24.283335
1966-05-01,0.24393114,11.416668,1014.29987,5.6000004
1966-05-02,0.99843764,0.0,31765.967,21.533335
1966-05-03,1.0189577,0.0,42317.535,21.966667
1966-05-04,0.89346963,0.0,40168.582,19.316666
1966-05-05,0.84611565,0.0,49096.816,18.316666
1966-05-06,0.61171365,0.0,35524.0,13.366668
1966-05-07,0.59750736,0.0,23095.484,13.066667
1966-05-08,0.69142604,0.0,39024.55,15.049999
1966-05-09,0.6046105,0.0,31038.018,13.216667
1966-05-10,0.5256872,0.0,26717.1,11.55
1966-05-11,0.741937,1.6166668,22750.352,16.116667
1966-05-12,0.6314445,0.05,18689.082,13.783336
1966-05-13,0.6590675,0.0,27557.549,14.366666
1966-05-14,0.62513053,0.45000002,44486.78,13.650001
1966-05-15,0.5990859,0.43333337,25618.053,13.100001
1966-05-16,0.19184178,3.1500003,30349.115,4.5000005
1966-05-17,0.51148105,0.0,28227.734,11.250001
1966-05-18,0.4278224,0.0,38933.45,9.483335
1966-05-19,0.511481,0.0,37334.934,11.25
1966-05-20,0.46333784,0.0,26233.15,10.233334
1966-05-21,0.27471122,0.8666666,34027.434,6.2500005
1966-05-22,0.20131256,3.2,16280.2,4.7000003
1966-05-23,0.07187839,3.449999,1009.86664,1.9666668
1966-05-24,0.3062805,0.6000001,10214.551,6.9166665
1966-05-25,0.4151947,0.0,23887.197,9.216668
1966-05-26,0.42861164,0.8500001,37956.332,9.500001
1966-05-27,0.34416372,0.8333333,26672.834,7.7166677
1966-05-28,0.4104593,0.13333334,32559.717,9.116669
1966-05-29,0.4578132,0.0,41401.55,10.116667
1966-05-30,0.30470204,5.683334,21861.201,6.8833337
1966-05-31,0.47044095,0.26666668,27198.951,10.383334
1966-06-01,-0.016515685,9.816667,236.98322,0.10000002
1966-06-02,0.13659546,1.2833333,20553.865,3.3333333
1966-06-03,0.28497133,4.7833333,14115.899,6.4666686
1966-06-04,0.17605712,0.35,6575.4004,4.166667
1966-06-05,0.25655887,0.25,18278.418,5.8666673
1966-06-06,0.35284528,0.0,37494.637,7.900001
1966-06-07,0.4017777,0.0,43924.688,8.933334
1966-06-08,0.2005233,0.0,44317.25,4.683333
1966-06-09,0.31259444,0.0,40849.7,7.0500016
1966-06-10,0.3070698,0.26666668,35525.52,6.933335
1966-06-11,0.2762897,0.06666667,11293.45,6.2833343
1966-06-12,0.18868485,0.0,23006.049,4.433334
1966-06-13,0.28733897,0.0,38628.48,6.516668
1966-06-14,0.18473865,0.016666668,25617.299,4.35
1966-06-15,0.28891745,0.0,26361.6,6.550001
1966-06-16,0.38125765,0.0,40573.215,8.500001
1966-06-17,0.2573481,0.0,25489.186,5.8833337
1966-06-18,0.21078335,0.0,36282.637,4.9
1966-06-19,0.22341105,0.0,30553.117,5.1666665
1966-06-20,0.06556453,27.35,5104.9497,1.8333335
1966-06-21,-0.02046185,24.316666,6090.7163,0.016666668
1966-06-22,0.08292765,4.0166664,15129.917,2.2000003
1966-06-23,0.2881282,0.18333334,26627.182,6.5333343
1966-06-24,0.28023586,0.0,30787.666,6.3666673
1966-06-25,0.21551876,1.6500001,23633.182,5.0000005
1966-06-26,0.08292763,11.966668,14819.366,2.1999998
1966-06-27,0.02768135,1.3833333,14101.151,1.0333334
1966-06-28,-0.008623358,2.3833332,23300.75,0.26666668
1966-06-29,0.04030908,0.1,17122.6,1.3000002
1966-06-30,0.036362916,0.0,7236.767,1.2166668
1966-07-01,-0.010201823,0.0,13537.316,0.23333335
1966-07-02,-0.02046185,0.5,0.0,0.016666668
1966-07-03,-0.016515685,0.06666667,6824.2007,0.1
1966-07-04,-0.0125695225,2.1999998,6034.717,0.18333334
1966-07-05,-0.021251082,0.0,5175.5835,0.0
1966-07-06,0.097923085,0.016666668,9967.667,2.5166671
1966-07-07,0.19026332,0.0,14369.216,4.466667
1966-07-08,0.22893569,0.0,14164.399,5.2833333
1966-07-09,0.20604794,2.0,25768.635,4.7999997
1966-07-10,0.1784248,2.9499998,24914.951,4.2166667
1966-07-11,0.22420032,0.29999998,23155.133,5.183334
1966-07-12,0.15553705,6.2166667,12701.934,3.7333333
1966-07-13,0.035573684,0.0,22914.951,1.2000002
1966-07-14,0.105815396,0.0,22325.117,2.6833334
1966-07-15,0.018999793,0.6666667,18348.25,0.8500001
1966-07-16,0.026892118,1.1500001,20665.068,1.0166668
1966-07-17,-0.01493722,6.4666667,10984.816,0.13333334
1966-07-18,0.015842862,0.083333336,12835.551,0.7833335
1966-07-19,0.05688297,1.4500002,6681.1997,1.6500002
1966-07-20,0.0916092,0.0,12499.716,2.3833334
1966-07-21,0.082927644,0.0,15642.684,2.2
1966-07-22,0.07266763,0.016666668,23194.217,1.9833336
1966-07-23,0.07187839,0.0,23912.234,1.9666668
1966-07-24,0.022945955,0.0,18509.615,0.9333334
1966-07-25,0.07819224,0.0,14636.333,2.1
1966-07-26,0.034784444,5.4500003,14794.167,1.1833334
1966-07-27,-0.018883385,0.35,19433.1,0.05
1966-07-28,-0.021251082,8.85,15653.985,0.0
1966-07-29,-0.021251082,0.93333334,12339.733,0.0
1966-07-30,-0.021251082,0.33333334,7194.783,0.0
1966-07-31,-0.01493722,0.0,17095.818,0.13333334
1966-08-01,0.0008474365,0.0,32358.531,0.4666667
1966-08-02,0.07898147,0.0,28262.936,2.1166666
1966-08-03,0.036362905,8.7,11764.899,1.2166666
1966-08-04,0.08213841,0.4333333,25104.268,2.1833334
1966-08-05,0.14764476,0.016666668,31190.617,3.5666673
1966-08-06,0.13817394,0.0,20290.252,3.3666668
1966-08-07,0.20131256,0.48333335,28457.197,4.7000003
1966-08-08,0.21630798,0.0,21648.834,5.016667
1966-08-09,0.20604798,0.0,32632.432,4.8000007
1966-08-10,0.30864823,0.0,37764.316,6.966667
1966-08-11,0.29286355,0.0,41786.28,6.633333
1966-08-12,0.28181428,1.2666667,22702.701,6.3999996
1966-08-13,0.15159088,21.5,3994.3171,3.6499999
1966-08-14,0.2541912,0.0,11368.016,5.8166676
1966-08-15,0.38362536,0.016666668,14053.835,8.550001
1966-08-16,0.44439632,0.0,25989.15,9.833335
1966-08-17,0.58251196,0.0,41779.883,12.75
1966-08-18,0.73009855,0.0,45208.25,15.866668
1966-08-19,0.5572566,0.0,32052.865,12.216668
1966-08-20,0.6361798,0.6666667,16545.5,13.883334
1966-08-21,0.6196059,6.1666675,14276.667,13.533333
1966-08-22,0.29759902,0.016666668,10730.134,6.733335
1966-08-23,0.6787984,1.0333334,30542.049,14.783334
1966-08-24,0.43334705,2.8333333,10750.833,9.600001
1966-08-25,0.8982049,0.0,39145.73,19.416664
1966-08-26,0.79402626,0.0,25847.084,17.216665
1966-08-27,0.7750847,0.0,36936.016,16.816666
1966-08-28,0.84453714,0.0,41146.684,18.28333
1966-08-29,0.79639405,0.7166667,31822.484,17.266666
1966-08-30,0.79797244,0.06666667,29763.553,17.3
1966-08-31,0.9968592,0.0,40917.883,21.5
1966-09-01,1.0450022,0.0,35258.637,22.516665
1966-09-02,1.0521054,0.0,47800.72,22.666666
1966-09-03,0.871371,0.016666668,31484.85,18.849997
1966-09-04,0.7237846,2.4666665,16832.6,15.733334
1966-09-05,0.60382134,6.099999,10243.233,13.200002
1966-09-06,0.7300984,0.33333334,14346.335,15.866665
1966-09-07,0.7356231,1.9333335,14527.133,15.983334
1966-09-08,0.657489,2.3166664,12038.185,14.333332
1966-09-09,1.1436566,4.233333,16903.533,24.600004
1966-09-10,1.0655226,0.0,20205.4,22.950003
1966-09-11,1.3228122,0.0,25049.283,28.383331
1966-09-12,0.99133444,0.9500001,18858.9,21.383331
1966-09-13,1.0686795,3.8500004,17770.734,23.016668
1966-09-14,0.9352989,2.3,14403.383,20.199999
1966-09-15,1.0481594,1.9166666,14455.616,22.583336
1966-09-16,1.0797288,10.316667,13480.617,23.250006
1966-09-17,0.35600218,12.55,5186.667,7.9666667
1966-09-18,0.5375257,1.3166667,10719.8,11.8
1966-09-19,1.1160332,0.8333333,19837.148,24.016665
1966-09-20,1.2004813,0.0,14108.901,25.800001
1966-09-21,1.9273645,0.81666666,30805.016,41.149998
1966-09-22,1.1128765,3.55,3989.8835,23.950003
1966-09-23,1.9321002,1.9833336,23747.252,41.250004
1966-09-24,1.7947736,1.4000001,13526.367,38.350002
1966-09-25,2.0639014,0.116666675,15389.3,44.03333
1966-09-26,2.214645,0.0,0.0,47.216663
1966-09-27,2.0907354,0.083333336,24416.287,44.599995
1966-09-28,2.159399,0.0,0.0,46.05
1966-09-29,2.4537826,0.0,0.0,52.266666
1966-09-30,2.4009042,0.0,0.0,51.149998
1966-10-01,2.4569397,0.0,28535.719,52.333332
1966-10-02,1.7845131,1.4666667,9278.767,38.133327
1966-10-03,2.1949143,0.116666675,11122.102,46.8
1966-10-04,1.3385968,8.033334,1189.7163,28.716665
1966-10-05,1.4703989,19.883331,2071.5002,31.500002
1966-10-06,0.91635746,3.2333336,0.0,19.800001
