Date,Rainfall,PET
15/12/2014,0,5.2
16/12/2014,0,5.7
17/12/2014,0,6.3
18/12/2014,0,3.6
19/12/2014,6.1,3.2
20/12/2014,1.2,3.1
21/12/2014,1.3,3.2
22/12/2014,0,3.8
23/12/2014,0,5.3
24/12/2014,0,5.8
25/12/2014,0,6
26/12/2014,0,5.3
27/12/2014,0,5.2
28/12/2014,0,2.2
29/12/2014,0,6.4
30/12/2014,0,5.9
31/12/2014,0,2
1/01/2015,9.9,3.4
2/01/2015,0,5
3/01/2015,0,3.8
4/01/2015,0,5.4
5/01/2015,0,4.1
6/01/2015,0,3.3
7/01/2015,0,6
8/01/2015,0,5.7
9/01/2015,0,5.5
10/01/2015,0,5.9
11/01/2015,0,2.5
12/01/2015,14.6,2.4
13/01/2015,0,5.4
14/01/2015,0,5.7
15/01/2015,0,4.2
16/01/2015,0,4.1
17/01/2015,0,6.5
18/01/2015,9.2,4.7
19/01/2015,3.1,3.4
20/01/2015,9.4,2.3
21/01/2015,0,4.9
22/01/2015,0,5
23/01/2015,0,5.3
24/01/2015,0,5.5
25/01/2015,0,5.7
26/01/2015,0,5.8
27/01/2015,0,1.4
28/01/2015,0,2.5
29/01/2015,0.3,4.9
30/01/2015,0,5.4
31/01/2015,1.5,2.4
1/02/2015,6.1,3.7
2/02/2015,0.8,2.8
3/02/2015,5.8,2.2
4/02/2015,3.3,4.4
5/02/2015,3.3,3.9
6/02/2015,0.8,2
7/02/2015,0,2.9
8/02/2015,0,4.3
9/02/2015,9.5,4.8
10/02/2015,1.6,3.8
11/02/2015,0,4.2
12/02/2015,0,4.7
13/02/2015,0,4.8
14/02/2015,0,4
15/02/2015,0,3.4
16/02/2015,0,4.1
17/02/2015,0,4.4
18/02/2015,0,4.6
19/02/2015,0,3.6
20/02/2015,0,3.9
21/02/2015,0,4.2
22/02/2015,0.7,2
23/02/2015,0,4.2
24/02/2015,0,3.7
25/02/2015,0,3.2
26/02/2015,0,2.4
27/02/2015,0,3.4
28/02/2015,0,3.2
1/03/2015,13.7,1.6
2/03/2015,0,3
3/03/2015,14.6,1.6
4/03/2015,0,2.8
5/03/2015,0,3.4
6/03/2015,0.6,3.1
7/03/2015,15.6,2.4
8/03/2015,2.3,1.7
9/03/2015,0,2.5
10/03/2015,0,3
11/03/2015,0,2.3
12/03/2015,0,2.8
13/03/2015,0,2.8
14/03/2015,0,1.4
15/03/2015,0,2.8
16/03/2015,0,2.6
17/03/2015,0,0.6
18/03/2015,0,2.2
19/03/2015,0,2.4
20/03/2015,0,2.1
21/03/2015,0,2.3
22/03/2015,4.4,0.5
23/03/2015,0,1.3
24/03/2015,0,2.5
25/03/2015,0,1
26/03/2015,0,1
27/03/2015,0,2.1
28/03/2015,0,1.6
29/03/2015,3.9,1.5
30/03/2015,0.6,1.5
31/03/2015,0,1.9
1/04/2015,0,1.6
2/04/2015,0,1.7
3/04/2015,0,0.6
4/04/2015,3.7,1.7
5/04/2015,0,1.4
6/04/2015,0,1.2
7/04/2015,6.3,0.8
8/04/2015,0,1.6
9/04/2015,0,0.9
10/04/2015,0,0.8
11/04/2015,0,1
12/04/2015,2.1,1.1
13/04/2015,7.9,0.7
14/04/2015,0.8,0.3
15/04/2015,0,0.4
16/04/2015,0,0.8
17/04/2015,0,0.8
18/04/2015,5.4,0.3
19/04/2015,0,0.9
20/04/2015,0,0.3
21/04/2015,0.5,0.3
22/04/2015,10.7,0.1
23/04/2015,0,0.8
24/04/2015,0,0.6
25/04/2015,0,0.7
26/04/2015,16.4,0.2
27/04/2015,7.6,0.4
28/04/2015,20.4,0.3
29/04/2015,0,0.4
30/04/2015,0,0.4
1/05/2015,0,0.1
2/05/2015,0,0.3
3/05/2015,0,0.2
4/05/2015,0,0.2
5/05/2015,0,0.1
6/05/2015,3.3,0.2
7/05/2015,15.7,0.1
8/05/2015,6.9,0.2
9/05/2015,0,0.2
10/05/2015,1.7,0.1
11/05/2015,0,0
12/05/2015,27.9,0
13/05/2015,13.1,0.1
14/05/2015,11.8,0
15/05/2015,5.5,0
16/05/2015,0,0
17/05/2015,0,0
18/05/2015,0,0
19/05/2015,0,0
20/05/2015,0,0
21/05/2015,2.7,0
22/05/2015,0,0
23/05/2015,0,0
24/05/2015,0,0
25/05/2015,5.3,0
26/05/2015,0,0
27/05/2015,0,0
28/05/2015,0,0
29/05/2015,0,0
30/05/2015,0,0
31/05/2015,2,0
1/06/2015,0,0
2/06/2015,1.1,0
3/06/2015,8.7,0
4/06/2015,22.3,0
5/06/2015,0,0
6/06/2015,0,0
7/06/2015,0,0
8/06/2015,0,0
9/06/2015,1.5,0
10/06/2015,4.5,0
11/06/2015,3.7,0
12/06/2015,0,0
13/06/2015,0,0
14/06/2015,0,0
15/06/2015,0,0
16/06/2015,0,0
17/06/2015,0,0
18/06/2015,20.5,0
19/06/2015,36.2,0
20/06/2015,0.9,0
21/06/2015,0,0
22/06/2015,0,0
23/06/2015,0,0
24/06/2015,0,0
25/06/2015,0,0
26/06/2015,0,0
27/06/2015,3,0
28/06/2015,0,0
29/06/2015,0.3,0
30/06/2015,0,0
1/07/2015,0,0
2/07/2015,0,0
3/07/2015,14.2,0
4/07/2015,0,0
5/07/2015,0,0
6/07/2015,1.5,0
7/07/2015,1.3,0
8/07/2015,0,0
9/07/2015,0,0
10/07/2015,0,0
11/07/2015,0,0
12/07/2015,0,0
13/07/2015,0,0
14/07/2015,0,0
15/07/2015,2.7,0
16/07/2015,0.5,0
17/07/2015,0,0
18/07/2015,0,0
19/07/2015,0.6,0
20/07/2015,0,0
21/07/2015,1.6,0
22/07/2015,0,0
23/07/2015,0,0
24/07/2015,0,0
25/07/2015,0,0
26/07/2015,7.4,0
27/07/2015,0,0
28/07/2015,1.2,0
29/07/2015,0,0
30/07/2015,0,0
31/07/2015,0,0
1/08/2015,3.3,0
2/08/2015,0,0.1
3/08/2015,2.5,0.1
4/08/2015,10.4,0.2
5/08/2015,3.2,0.1
6/08/2015,0,0
7/08/2015,5.2,0.1
8/08/2015,8.9,0.1
9/08/2015,0,0.1
10/08/2015,0,0.1
11/08/2015,0,0.2
12/08/2015,0,0.1
13/08/2015,0,0.1
14/08/2015,9.6,0.2
15/08/2015,0.2,0.3
16/08/2015,2.7,0.3
17/08/2015,0,0.4
18/08/2015,1,0.3
19/08/2015,9.3,0.3
20/08/2015,0,0.4
21/08/2015,0,0.5
22/08/2015,0,0.5
23/08/2015,0,0.5
24/08/2015,0,0.2
25/08/2015,4.5,0.3
26/08/2015,0,0.6
27/08/2015,0,0.7
28/08/2015,0,0.7
29/08/2015,1.3,0.3
30/08/2015,0.7,0.7
31/08/2015,0,0.9
1/09/2015,0,1
2/09/2015,3.6,0.3
3/09/2015,0,0.6
4/09/2015,3.4,1
5/09/2015,0.5,0.9
6/09/2015,0.2,0.8
7/09/2015,0,0.7
8/09/2015,0,1
9/09/2015,0,1.1
10/09/2015,0,0.8
11/09/2015,0.3,0.6
12/09/2015,0,0.4
13/09/2015,0,1.2
14/09/2015,0,1.4
15/09/2015,0,1.2
16/09/2015,0,1.3
17/09/2015,0,1.6
18/09/2015,0,1
19/09/2015,0.5,0.9
20/09/2015,0,0.9
21/09/2015,0,1.6
22/09/2015,0,1.7
23/09/2015,0,1.7
24/09/2015,0,1.1
25/09/2015,0,2.1
26/09/2015,0,1.7
27/09/2015,0,2
28/09/2015,0,2
29/09/2015,0,2.3
30/09/2015,0,2.3
1/10/2015,2.5,1.6
2/10/2015,1.4,1.3
3/10/2015,0,1.8
4/10/2015,0,2.1
5/10/2015,5.6,0.8
6/10/2015,0,2.3
7/10/2015,0,2.2
8/10/2015,2.8,1.4
9/10/2015,0,2.6
10/10/2015,0,2.7
11/10/2015,0,2.9
12/10/2015,0,2.5
13/10/2015,2.7,1.5
14/10/2015,0,3.1
15/10/2015,0,2.5
16/10/2015,0,3.1
17/10/2015,2.5,1.8
18/10/2015,7.5,3.3
19/10/2015,0,2.6
20/10/2015,0,1.9
21/10/2015,0,3.2
22/10/2015,0,1.9
23/10/2015,0,3.3
24/10/2015,0,3
25/10/2015,0,2.8
26/10/2015,0,3.9
27/10/2015,7.5,2.2
28/10/2015,0.8,3
29/10/2015,0,3.7
30/10/2015,0,2.1
31/10/2015,0,3.1
1/11/2015,0,3.9
2/11/2015,0,4.1
3/11/2015,0,4
4/11/2015,6.3,1.3
5/11/2015,0,2.7
6/11/2015,0,3.9
7/11/2015,0,3
8/11/2015,0,1.7
9/11/2015,0,2.2
10/11/2015,0,4.8
11/11/2015,0,2.3
12/11/2015,0,4.5
13/11/2015,0,3.8
14/11/2015,0,4.2
15/11/2015,2.6,2.1
16/11/2015,0,2.7
17/11/2015,0,4.2
18/11/2015,0,3.9
19/11/2015,0,4.3
20/11/2015,0.7,3.6
21/11/2015,0,4.3
22/11/2015,0,3.7
23/11/2015,0,4.2
24/11/2015,2,3.4
25/11/2015,0,4.2
26/11/2015,0,3.5
27/11/2015,23.3,4.7
28/11/2015,1.9,3.7
29/11/2015,0,2.8
30/11/2015,0,4.8
1/12/2015,0,5.3
2/12/2015,0.4,4.4
3/12/2015,3.8,5.9
4/12/2015,3.2,3.5
5/12/2015,0,4.1
6/12/2015,0,3.4
7/12/2015,0,4.8
8/12/2015,0,3.9
9/12/2015,0,5.1
10/12/2015,0,5.5
11/12/2015,0,5.8
12/12/2015,0,5.5
13/12/2015,0.4,2.1
14/12/2015,0.2,3.2
15/12/2015,0,4.7
16/12/2015,0,3.4
17/12/2015,0,3.5
18/12/2015,0,4.8
19/12/2015,0,5.1
20/12/2015,0,5.1
21/12/2015,0,4.6
22/12/2015,0.4,4.3
23/12/2015,0,5.8
24/12/2015,0,5.4
25/12/2015,0,4.6
26/12/2015,0,5.7
27/12/2015,0,6.3
28/12/2015,0,6.4
29/12/2015,0,5.7
30/12/2015,0,5.8
31/12/2015,0,1.7
1/01/2016,0,5.6
2/01/2016,0,6.2
3/01/2016,0,5.6
4/01/2016,3.6,2
5/01/2016,0,5.1
6/01/2016,0,5.7
7/01/2016,0,4.9
8/01/2016,0,3.1
9/01/2016,0,4.9
10/01/2016,0,5.7
11/01/2016,0,5.3
12/01/2016,0,5.4
13/01/2016,0,3.9
14/01/2016,0,3.6
15/01/2016,0,4.5
16/01/2016,8.4,0.7
17/01/2016,0,3.4
18/01/2016,0,4.6
19/01/2016,6,2.5
20/01/2016,0,2.7
21/01/2016,0,4
22/01/2016,0,4.1
23/01/2016,0,3.55
24/01/2016,2.4,3
25/01/2016,0,3.3
26/01/2016,0,2.8
27/01/2016,0,2.2
28/01/2016,0,1.8
29/01/2016,0,5.2
30/01/2016,0,4.6
31/01/2016,0,5.2
1/02/2016,0,5.3
2/02/2016,0,5.4
3/02/2016,0,5.7
4/02/2016,0,5.8
5/02/2016,0,2.3
6/02/2016,0,5.7
7/02/2016,0,5
8/02/2016,0,5.1
9/02/2016,0,5.1
10/02/2016,0,4.5
11/02/2016,0,4.4
12/02/2016,0,4
13/02/2016,0,4.3
14/02/2016,0,4.9
15/02/2016,0,4.7
16/02/2016,0,2.3
17/02/2016,0.4,3.3
18/02/2016,26.4,2
19/02/2016,15.8,1.5
20/02/2016,0,3.3
21/02/2016,4.4,2.5
22/02/2016,0,3.9
23/02/2016,0,3.6
24/02/2016,0,3.7
25/02/2016,0,2.4
26/02/2016,0,1.3
27/02/2016,1.6,1.3
28/02/2016,0,2
29/02/2016,0,3.7
1/03/2016,0,3.3
2/03/2016,0,3
3/03/2016,0,3.2
4/03/2016,0,2.9
5/03/2016,0,2.7
6/03/2016,0,2.7
7/03/2016,0,3.9
8/03/2016,0,1.2
9/03/2016,0,2.8
10/03/2016,0,2.4
11/03/2016,0.8,2.9
12/03/2016,0,2.4
13/03/2016,0,1.9
14/03/2016,0,1.9
15/03/2016,4.2,2.1
16/03/2016,12.4,1.3
17/03/2016,0,2.2
18/03/2016,0,2.5
19/03/2016,1.4,1.6
20/03/2016,0.8,1.6
21/03/2016,0,1.3
22/03/2016,0,1.1
23/03/2016,0,2.8
24/03/2016,4.8,0.6
25/03/2016,4,1.1
26/03/2016,0,1.9
27/03/2016,0,2.2
28/03/2016,0,1.2
29/03/2016,0,2.1
30/03/2016,0,0.9
31/03/2016,0,1.8
1/04/2016,2.8,1.1
2/04/2016,2.8,0.6
3/04/2016,0,1.8
4/04/2016,3.2,1.4
5/04/2016,0,1.4
6/04/2016,0,0.9
7/04/2016,0,1
8/04/2016,11.8,0.8
9/04/2016,0,1.3
10/04/2016,0,1.3
11/04/2016,0,1.1
12/04/2016,4.8,0.7
13/04/2016,0,1.1
14/04/2016,0,1
15/04/2016,0,1
16/04/2016,0,1
17/04/2016,0,0.7
18/04/2016,0.2,0.7
19/04/2016,0,0.8
20/04/2016,0,0.7
21/04/2016,0,0.6
22/04/2016,0,0.8
23/04/2016,3.2,0.6
24/04/2016,0,0.6
25/04/2016,0,0.4
26/04/2016,0,0.4
27/04/2016,0,0.5
28/04/2016,0,0.4
29/04/2016,0,0.3
30/04/2016,0,0.2
1/05/2016,0,0.4
2/05/2016,0,0.2
3/05/2016,5,0.2
4/05/2016,0,0.3
5/05/2016,4.2,0.2
6/05/2016,0,0.3
7/05/2016,0,0.1
8/05/2016,0,0.4
9/05/2016,0.4,0.2
10/05/2016,1.8,0.2
11/05/2016,8.8,0.1
12/05/2016,8.4,0.2
13/05/2016,19.8,0
14/05/2016,1.2,0
15/05/2016,2.6,0
16/05/2016,23.6,0
17/05/2016,4.6,0
18/05/2016,1.4,0
19/05/2016,0,0
20/05/2016,4,0
21/05/2016,2.8,0
22/05/2016,0,0
23/05/2016,0.4,0
24/05/2016,1.6,0
25/05/2016,0,0
26/05/2016,0.4,0
27/05/2016,0,0
28/05/2016,4.8,0
29/05/2016,2.8,0
30/05/2016,0.2,0
31/05/2016,1.2,0
1/06/2016,0.4,0
2/06/2016,0.2,0
3/06/2016,0,0
4/06/2016,0,0
5/06/2016,0,0
6/06/2016,0,0
7/06/2016,0,0
8/06/2016,0,0
9/06/2016,0,0
10/06/2016,8.4,0
11/06/2016,2.6,0
12/06/2016,13,0
13/06/2016,0,0
14/06/2016,0,0
15/06/2016,5.6,0
16/06/2016,0,0
17/06/2016,0,0
18/06/2016,0,0
19/06/2016,0,0
20/06/2016,0,0
21/06/2016,0,0
22/06/2016,1.4,0
23/06/2016,2,0
24/06/2016,0.4,0
25/06/2016,0,0
26/06/2016,0.2,0
27/06/2016,1.8,0
28/06/2016,0,0
29/06/2016,0,0
30/06/2016,0,0
1/07/2016,0,0
2/07/2016,0,0
3/07/2016,0,0
4/07/2016,0,0
5/07/2016,0,0
6/07/2016,0,0
7/07/2016,0,0
8/07/2016,0,0
9/07/2016,0,0
10/07/2016,0,0
11/07/2016,0,0
12/07/2016,0,0
13/07/2016,6.8,0
14/07/2016,37.8,0
15/07/2016,11,0
16/07/2016,0,0
17/07/2016,0,0
18/07/2016,0,0
19/07/2016,3.6,0
20/07/2016,1.4,0
21/07/2016,0,0
22/07/2016,0,0
23/07/2016,0,0
24/07/2016,24,0
25/07/2016,0,0
26/07/2016,0,0
27/07/2016,0,0
28/07/2016,14.6,0
29/07/2016,0,0
30/07/2016,3.4,0
31/07/2016,1.8,0
1/08/2016,0,0
2/08/2016,0,0
3/08/2016,4,0.1
4/08/2016,1.8,0.1
5/08/2016,0,0.1
6/08/2016,0,0
7/08/2016,0,0.1
8/08/2016,0,0.1
9/08/2016,0,0.1
10/08/2016,0,0.1
11/08/2016,0,0.1
12/08/2016,0,0
13/08/2016,0,0.3
14/08/2016,0,0.3
15/08/2016,0.2,0.2
16/08/2016,0,0.4
17/08/2016,0,0.3
18/08/2016,0,0.4
19/08/2016,0,0.4
20/08/2016,0.2,0.5
21/08/2016,0,0.4
22/08/2016,0.6,0.5
23/08/2016,0,0.7
24/08/2016,0,0.4
25/08/2016,4,0.2
26/08/2016,0,0.8
27/08/2016,1.4,0.3
28/08/2016,0,0.8
29/08/2016,0,0.6
30/08/2016,0,0.9
31/08/2016,0,0.9
1/09/2016,0,0.8
2/09/2016,0,0.8
3/09/2016,0,1
4/09/2016,0,1.1
5/09/2016,10.2,0.6
6/09/2016,0,1.1
7/09/2016,6.8,1.3
8/09/2016,0,0.4
9/09/2016,0,0.9
10/09/2016,0,1.2
11/09/2016,0,1.3
12/09/2016,0,1.2
13/09/2016,0,1
14/09/2016,0,1.7
15/09/2016,0,1.1
16/09/2016,0.8,1.6
17/09/2016,2.8,1.3
18/09/2016,0,1.5
19/09/2016,0,1.4
20/09/2016,0,2
21/09/2016,0,2
22/09/2016,0,1.9
23/09/2016,0,1.8
24/09/2016,0,2
25/09/2016,0,2
26/09/2016,0,1.5
27/09/2016,0.2,1.3
28/09/2016,1.2,2.1
29/09/2016,0,2.3
30/09/2016,0,1.9
1/10/2016,0,1.7
2/10/2016,0.6,2.6
3/10/2016,0,1.6
4/10/2016,0,2.3
5/10/2016,5.8,1.7
6/10/2016,0,2.1
7/10/2016,0,2.9
8/10/2016,1.8,2.6
9/10/2016,0,2.5
10/10/2016,0,2.7
11/10/2016,2,1.8
12/10/2016,49.6,0.3
13/10/2016,0,2.5
14/10/2016,7,2.1
15/10/2016,0.2,2.4
16/10/2016,0,3.1
17/10/2016,0,1.9
18/10/2016,0,3.1
19/10/2016,0,3.4
20/10/2016,3.2,1.7
21/10/2016,9.4,2.9
22/10/2016,0,3.5
23/10/2016,0,2.8
24/10/2016,0,1.4
25/10/2016,0.6,1.2
26/10/2016,0,2.5
27/10/2016,2.6,2.8
28/10/2016,0,1.7
29/10/2016,12,1
30/10/2016,0,3.5
31/10/2016,0,3.8
1/11/2016,0,3.7
2/11/2016,0,1.9
3/11/2016,2.4,3.4
4/11/2016,0,3.4
5/11/2016,0.6,2.4
6/11/2016,0,3.8
7/11/2016,2.6,1.7
8/11/2016,0,4.2
9/11/2016,5.2,2
10/11/2016,0,4.5
11/11/2016,0,4.6
12/11/2016,0.2,3
13/11/2016,0.2,3
14/11/2016,0,3.6
15/11/2016,26.2,2.4
16/11/2016,0.2,2.3
17/11/2016,0,3.5
18/11/2016,2.6,3.5
19/11/2016,0,3.3
20/11/2016,0,4.3
21/11/2016,0,4.2
22/11/2016,0,2.9
23/11/2016,0,5.1
24/11/2016,0.2,1.9
25/11/2016,0,2.4
26/11/2016,6.2,4.5
27/11/2016,6.4,2.8
28/11/2016,0,3.4
29/11/2016,0,3.8
30/11/2016,0,4
1/12/2016,0,4.9
2/12/2016,0,4.8
3/12/2016,0,5.1
4/12/2016,0,3
5/12/2016,0,5
6/12/2016,0,5.5
7/12/2016,3.6,4.9
8/12/2016,12.6,2.7
9/12/2016,0,5.2
10/12/2016,0,5.3
11/12/2016,0,5.9
12/12/2016,0,4
13/12/2016,0,4.8
14/12/2016,0,2.5
15/12/2016,0.4,2.8
16/12/2016,4.6,2.7
17/12/2016,0,4.1
18/12/2016,0,4.5
19/12/2016,0,4.3
20/12/2016,0,4.9
21/12/2016,0,5
22/12/2016,30.6,2.5
23/12/2016,0,4.7
24/12/2016,0,5.4
25/12/2016,0,4.7
26/12/2016,0,5.2
27/12/2016,0,4.5
28/12/2016,0.2,5.3
29/12/2016,0,5.2
30/12/2016,0,5.2
31/12/2016,0,5.8
1/01/2017,0.4,3.2
2/01/2017,0,5.9
3/01/2017,1.4,3.5
4/01/2017,0,2.4
5/01/2017,0,2.9
6/01/2017,0,5.1
7/01/2017,0,4.3
8/01/2017,0,2.2
9/01/2017,0,4.3
10/01/2017,0,3.8
11/01/2017,0,5.8
12/01/2017,0,5.3
13/01/2017,0,3.6
14/01/2017,0,4.2
15/01/2017,0,2.6
16/01/2017,0.2,3.5
17/01/2017,0,2.8
18/01/2017,0,3.8
19/01/2017,0.2,1.4
20/01/2017,0,1.5
21/01/2017,0,4.5
22/01/2017,5.8,1.4
23/01/2017,13.2,1
24/01/2017,0,5.1
25/01/2017,0,2.9
26/01/2017,0,3.9
27/01/2017,0,2.8
28/01/2017,0,4.9
29/01/2017,0,4.7
30/01/2017,0,4.4
31/01/2017,0,4.8
1/02/2017,0.2,1.5
2/02/2017,0,4.9
3/02/2017,0,2.3
4/02/2017,0,3.7
5/02/2017,0,3.5
6/02/2017,0,3.9
7/02/2017,0,2
8/02/2017,0,4
9/02/2017,0,4.1
10/02/2017,0.2,3.8
11/02/2017,0,3.2
12/02/2017,0,3.3
13/02/2017,5.8,3.4
14/02/2017,13.2,1.8
15/02/2017,0,3.8
16/02/2017,0,3.9
17/02/2017,0,4
18/02/2017,0,4.4
19/02/2017,0,4.3
20/02/2017,0,3.4
21/02/2017,0,4.4
22/02/2017,0,2.7
23/02/2017,0.2,4.1
24/02/2017,0,3.85
25/02/2017,0,3.6
26/02/2017,0,1.1
27/02/2017,0,2.9
28/02/2017,0,3
1/03/2017,0,3.2
2/03/2017,0,3.2
3/03/2017,0,2.6
4/03/2017,0,2.5
5/03/2017,0,2.1
6/03/2017,0,2.9
7/03/2017,1,2.5
8/03/2017,0,2.3
9/03/2017,0,2.3
10/03/2017,0,2.5
11/03/2017,0,2.3
12/03/2017,0.8,1.7
13/03/2017,1.6,0.8
14/03/2017,0,0.9
15/03/2017,0,2.1
16/03/2017,0,2.3
17/03/2017,0,2.4
18/03/2017,1.2,2.3
19/03/2017,0,1.9
20/03/2017,0,1.8
21/03/2017,0,1.6
22/03/2017,0,1.3
23/03/2017,0,1.3
24/03/2017,0,1.5
25/03/2017,0,1.8
26/03/2017,0.6,1.5
27/03/2017,2.8,0.8
28/03/2017,0,1.5
29/03/2017,0,1.4
30/03/2017,0,1.7
31/03/2017,0,1.7
1/04/2017,0,0.7
2/04/2017,0,1.2
3/04/2017,0,1.3
4/04/2017,0,1.1
5/04/2017,0,0.6
6/04/2017,0,0.6
7/04/2017,0.2,0.8
8/04/2017,0,0.8
9/04/2017,0,1.2
10/04/2017,0,1
11/04/2017,0,0.3
12/04/2017,36,0.5
13/04/2017,5,0.3
14/04/2017,8.8,0.5
15/04/2017,0.4,0.5
16/04/2017,0,1
17/04/2017,0,0.8
18/04/2017,0,0.7
19/04/2017,0,0.8
20/04/2017,0,0.4
21/04/2017,0,0.4
22/04/2017,0,0.6
23/04/2017,0,0.6
24/04/2017,0,0.5
25/04/2017,0,0.4
26/04/2017,0,0.6
27/04/2017,0,0.3
28/04/2017,0.2,0.2
29/04/2017,0,0.7
30/04/2017,8,0.2
1/05/2017,0.2,0.2
2/05/2017,0,0.2
3/05/2017,18.6,0.2
4/05/2017,5.8,0.2
5/05/2017,0,0.2
6/05/2017,0,0.2
7/05/2017,0,0.1
8/05/2017,0,0.1
9/05/2017,0,0.1
10/05/2017,0,0.1
11/05/2017,2.2,0.1
12/05/2017,0.2,0.1
13/05/2017,0,0.2
14/05/2017,0,0
15/05/2017,0,0.1
16/05/2017,0,0
17/05/2017,1.2,0
18/05/2017,0.4,0
19/05/2017,0.4,0
20/05/2017,0.2,0
21/05/2017,0,0
22/05/2017,0,0
23/05/2017,5.4,0
24/05/2017,0.2,0
25/05/2017,0,0
26/05/2017,0,0
27/05/2017,9.8,0
28/05/2017,0.6,0
29/05/2017,0,0
30/05/2017,0,0
31/05/2017,0,0
1/06/2017,0,0
2/06/2017,0,0
3/06/2017,0,0
4/06/2017,0,0
5/06/2017,0,0
6/06/2017,0,0
7/06/2017,0,0
8/06/2017,0,0
9/06/2017,0,0
10/06/2017,0,0
11/06/2017,0,0
12/06/2017,0,0
13/06/2017,0.2,0
14/06/2017,4.4,0
15/06/2017,0,0
16/06/2017,0,0
17/06/2017,0,0
18/06/2017,0,0
19/06/2017,0.2,0
20/06/2017,0,0
21/06/2017,0,0
22/06/2017,2.8,0
23/06/2017,0,0
24/06/2017,0,0
25/06/2017,1.2,0
26/06/2017,0,0
27/06/2017,0,0
28/06/2017,0,0
29/06/2017,0,0
30/06/2017,0,0
1/07/2017,7.8,0
2/07/2017,16,0
3/07/2017,2.6,0
4/07/2017,0.2,0
5/07/2017,0,0
6/07/2017,0,0
7/07/2017,0,0
8/07/2017,0,0
9/07/2017,0,0
10/07/2017,0,0
11/07/2017,0,0
12/07/2017,0.6,0
13/07/2017,0.2,0
14/07/2017,0,0
15/07/2017,0,0
16/07/2017,0,0
17/07/2017,16.4,0
18/07/2017,13.4,0
19/07/2017,0,0
20/07/2017,0,0
21/07/2017,0,0
22/07/2017,20,0
23/07/2017,0,0
24/07/2017,5,0
25/07/2017,0.2,0
26/07/2017,0,0
27/07/2017,0.6,0
28/07/2017,0,0
29/07/2017,0,0
30/07/2017,0,0
31/07/2017,0,0
1/08/2017,15.2,0
2/08/2017,0,0
3/08/2017,0,0.1
4/08/2017,0,0
5/08/2017,0,0
6/08/2017,5.4,0
7/08/2017,7.6,0.1
8/08/2017,0,0.1
9/08/2017,1.6,0
10/08/2017,0,0.2
11/08/2017,0,0.2
12/08/2017,7,0.2
13/08/2017,15.2,0.2
14/08/2017,1.4,0.2
15/08/2017,0,0.2
16/08/2017,0,0.2
17/08/2017,19.4,0.2
18/08/2017,12.4,0.3
19/08/2017,0.2,0.3
20/08/2017,0,0.5
21/08/2017,0.4,0.2
22/08/2017,0,0.4
23/08/2017,0,0.4
24/08/2017,0,0.4
25/08/2017,0,0.5
26/08/2017,0,0.2
27/08/2017,0.2,0.4
28/08/2017,0,0.3
29/08/2017,0,0.4
30/08/2017,0,0.7
31/08/2017,0,0.7
1/09/2017,0,0.4
2/09/2017,0,0.8
3/09/2017,0,0.6
4/09/2017,0,0.7
5/09/2017,0,0.8
6/09/2017,10.6,0.9
7/09/2017,6.2,0.5
8/09/2017,0,0.8
9/09/2017,6.2,0.4
10/09/2017,6.6,0.3
11/09/2017,0,0.3
12/09/2017,0,0.7
13/09/2017,0,0.9
14/09/2017,0,0.7
15/09/2017,3.2,0.9
16/09/2017,7.8,0.7
17/09/2017,0,1.4
18/09/2017,8,0.7
19/09/2017,0,0.7
20/09/2017,0,1.6
21/09/2017,0,1.5
22/09/2017,0,0.9
23/09/2017,0,1.5
24/09/2017,0,1
25/09/2017,9.6,1.2
26/09/2017,1.4,1.7
27/09/2017,0,1.7
28/09/2017,0,1.9
29/09/2017,0,1.9
30/09/2017,0,1.6
1/10/2017,0,1.8
2/10/2017,0,1.8
3/10/2017,0,1.4
4/10/2017,0,2.2
5/10/2017,0,1.8
6/10/2017,0,2
7/10/2017,0,1
8/10/2017,0,0.7
9/10/2017,0,2.4
10/10/2017,0,2
11/10/2017,0.4,1.5
12/10/2017,0,2.2
13/10/2017,0,2.3
14/10/2017,0,2.7
15/10/2017,0,2.2
16/10/2017,0,1.6
17/10/2017,0,2.6
18/10/2017,0,2.7
19/10/2017,0,2.5
20/10/2017,0,3.2
21/10/2017,0,2.9
22/10/2017,0,3.1
23/10/2017,0,2.4
24/10/2017,0,1.6
25/10/2017,0,2.9
26/10/2017,2.2,1.2
27/10/2017,0,2.9
28/10/2017,0,3.3
29/10/2017,0,3.4
30/10/2017,0,3.1
31/10/2017,0,2.9
1/11/2017,0,3.7
2/11/2017,0,3.8
3/11/2017,4.8,3
4/11/2017,0.4,1.9
5/11/2017,1.4,2.1
6/11/2017,10.4,1.4
7/11/2017,0,2.6
8/11/2017,25.8,1.8
9/11/2017,0,3
10/11/2017,0,2.7
11/11/2017,0,2.9
12/11/2017,0,3.6
13/11/2017,0,2.4
14/11/2017,0,3.8
15/11/2017,0,4
16/11/2017,0,4.2
17/11/2017,0,4.4
18/11/2017,0,4
19/11/2017,0,4.2
20/11/2017,0,4.5
21/11/2017,0,3.3
22/11/2017,0,4.5
23/11/2017,0,4.7
24/11/2017,0,5
25/11/2017,0,3.8
26/11/2017,0.2,4.2
27/11/2017,0.2,4
28/11/2017,0.2,4.9
29/11/2017,0,5.2
30/11/2017,0.6,4.6
