#,m3/s,m3/s,l/s,l/s,
date,Graview Ck at LHS m3/s,Lagoon Ck at MGH m3/s,Grandview Ck at LHS l/s,Lagoon Ck at MGH l/s,Luggate (Nat) l/s
31/08/2018 0:00,0.100852143,0.048744289,100.852143,48.744289,2596
1/09/2018 0:00,0.100905341,0.047807228,100.905341,47.807228,2437
2/09/2018 0:00,0.10516083,0.049354394,105.16083,49.354394,2408
3/09/2018 0:00,0.109677491,0.052909199,109.677491,52.909199,2483
4/09/2018 0:00,0.102729459,0.046568798,102.729459,46.568798,2903
5/09/2018 0:00,0.101157274,0.048321375,101.157274,48.321375,3509
6/09/2018 0:00,0.098292986,0.049908085,98.292986,49.908085,3956
7/09/2018 0:00,0.095329842,0.04722015,95.329842,47.22015,4131
8/09/2018 0:00,0.095256047,0.044273172,95.256047,44.273172,4474
9/09/2018 0:00,0.094625332,0.045875134,94.625332,45.875134,4699
10/09/2018 0:00,0.094342967,0.045491497,94.342967,45.491497,6156
11/09/2018 0:00,0.092037587,0.044732865,92.037587,44.732865,7288
12/09/2018 0:00,0.088488114,0.041670272,88.488114,41.670272,5081
13/09/2018 0:00,0.087294139,0.042761343,87.294139,42.761343,4106
14/09/2018 0:00,0.087236359,0.043641454,87.236359,43.641454,3636
15/09/2018 0:00,0.085556392,0.042362317,85.556392,42.362317,3540
16/09/2018 0:00,0.087414526,0.041903838,87.414526,41.903838,3501
17/09/2018 0:00,0.197988171,0.072578896,197.988171,72.578896,3040
18/09/2018 0:00,0.189589944,0.060051868,189.589944,60.051868,2900
19/09/2018 0:00,0.187180425,0.054938436,187.180425,54.938436,2673
20/09/2018 0:00,0.173635899,0.052156511,173.635899,52.156511,3095
21/09/2018 0:00,0.161621758,0.045608493,161.621758,45.608493,3645
22/09/2018 0:00,0.151237418,0.037177936,151.237418,37.177936,3158
23/09/2018 0:00,0.137124228,0.02959199,137.124228,29.59199,3012
24/09/2018 0:00,0.140801739,0.033827949,140.801739,33.827949,3074
25/09/2018 0:00,0.139473621,0.035327596,139.473621,35.327596,6651
26/09/2018 0:00,0.127953748,0.030487982,127.953748,30.487982,7390
27/09/2018 0:00,0.117261902,0.027228059,117.261902,27.228059,5108
28/09/2018 0:00,0.107454801,0.025986696,107.454801,25.986696,4178
29/09/2018 0:00,0.103144592,0.025026184,103.144592,25.026184,3762
30/09/2018 0:00,0.143633108,0.032979819,143.633108,32.979819,3520
1/10/2018 0:00,0.141061069,0.040280823,141.061069,40.280823,3427
2/10/2018 0:00,0.130901152,0.034944361,130.901152,34.944361,3311
3/10/2018 0:00,0.124363819,0.031363086,124.363819,31.363086,3163
4/10/2018 0:00,0.118412055,0.032932417,118.412055,32.932417,3075
5/10/2018 0:00,0.110702517,0.031122267,110.702517,31.122267,3032
6/10/2018 0:00,0.10682804,0.028803446,106.82804,28.803446,3118
7/10/2018 0:00,0.105647285,0.028421707,105.647285,28.421707,4214
8/10/2018 0:00,0.106779014,0.028742368,106.779014,28.742368,5400
9/10/2018 0:00,0.101948846,0.030735134,101.948846,30.735134,6477
10/10/2018 0:00,0.105010876,0.034274784,105.010876,34.274784,6733
11/10/2018 0:00,0.106367201,0.038322215,106.367201,38.322215,6663
12/10/2018 0:00,0.104403226,0.038135703,104.403226,38.135703,7587
13/10/2018 0:00,0.097213041,0.035657426,97.213041,35.657426,7682
14/10/2018 0:00,0.086783705,0.03784693,86.783705,37.84693,7196
15/10/2018 0:00,0.085108445,0.040740312,85.108445,40.740312,6357
16/10/2018 0:00,0.085317267,0.044176678,85.317267,44.176678,6475
17/10/2018 0:00,0.087299243,0.045917549,87.299243,45.917549,5909
18/10/2018 0:00,0.086580146,0.045856559,86.580146,45.856559,5311
19/10/2018 0:00,0.084528588,0.04255893,84.528588,42.55893,4913
20/10/2018 0:00,0.086532416,0.042011027,86.532416,42.011027,4853
21/10/2018 0:00,0.084139598,0.040434107,84.139598,40.434107,5507
22/10/2018 0:00,0.080003062,0.038469441,80.003062,38.469441,4992
23/10/2018 0:00,0.077603585,0.0377283,77.603585,37.7283,4122
24/10/2018 0:00,0.071790161,0.037561529,71.790161,37.561529,3623
25/10/2018 0:00,0.087058361,0.049266989,87.058361,49.266989,3458
26/10/2018 0:00,0.080337477,0.037303098,80.337477,37.303098,3313
27/10/2018 0:00,0.073688709,0.030833564,73.688709,30.833564,3159
28/10/2018 0:00,0.065777526,0.029300953,65.777526,29.300953,3129
29/10/2018 0:00,0.071863243,0.031501111,71.863243,31.501111,3329
30/10/2018 0:00,0.109823624,0.040182983,109.823624,40.182983,3310
31/10/2018 0:00,0.093557357,0.03980802,93.557357,39.80802,3687
1/11/2018 0:00,0.083588201,0.039657321,83.588201,39.657321,3487
2/11/2018 0:00,0.078192322,0.037177824,78.192322,37.177824,2877
3/11/2018 0:00,0.081219724,0.040844419,81.219724,40.844419,2688
4/11/2018 0:00,0.075453752,0.04448204,75.453752,44.48204,2681
5/11/2018 0:00,0.071389913,0.03752367,71.389913,37.52367,2788
6/11/2018 0:00,0.068714788,0.033252498,68.714788,33.252498,2668
7/11/2018 0:00,0.06986959,0.03240425,69.86959,32.40425,2545
8/11/2018 0:00,0.180686846,0.05866688,180.686846,58.66688,2757
9/11/2018 0:00,0.711601655,0.217537387,711.601655,217.537387,2561
10/11/2018 0:00,0.516210867,0.226882655,516.210867,226.882655,2339
11/11/2018 0:00,0.399784111,0.204690629,399.784111,204.690629,2255
12/11/2018 0:00,0.336480173,0.200934344,336.480173,200.934344,2166
13/11/2018 0:00,0.280517988,0.189783727,280.517988,189.783727,2018
14/11/2018 0:00,0.230530383,0.17405245,230.530383,174.05245,1904
15/11/2018 0:00,0.195941232,0.164817765,195.941232,164.817765,1846
16/11/2018 0:00,0.174857117,0.160559072,174.857117,160.559072,1859
17/11/2018 0:00,0.154352302,0.155948832,154.352302,155.948832,1906
18/11/2018 0:00,0.137418868,0.152420023,137.418868,152.420023,1826
19/11/2018 0:00,0.18519543,0.171965423,185.19543,171.965423,1874
20/11/2018 0:00,0.39515561,0.286894679,395.15561,286.894679,1795
21/11/2018 0:00,0.700921424,0.211621575,700.921424,211.621575,1749
22/11/2018 0:00,0.949817656,0.213159726,949.817656,213.159726,1700
23/11/2018 0:00,0.932207292,0.244303825,932.207292,244.303825,2634
24/11/2018 0:00,0.772108361,0.198816521,772.108361,198.816521,2258
25/11/2018 0:00,0.646069277,0.161614153,646.069277,161.614153,1796
26/11/2018 0:00,0.562051326,0.138940219,562.051326,138.940219,1689
27/11/2018 0:00,0.511974868,0.132499477,511.974868,132.499477,1650
28/11/2018 0:00,0.437957373,0.12851045,437.957373,128.51045,1561
29/11/2018 0:00,0.378172084,0.133031665,378.172084,133.031665,1515
30/11/2018 0:00,0.347773308,0.123944573,347.773308,123.944573,1520
1/12/2018 0:00,0.316987185,0.114991343,316.987185,114.991343,1595
2/12/2018 0:00,0.29527259,0.109551972,295.27259,109.551972,1499
3/12/2018 0:00,0.277767299,0.104510175,277.767299,104.510175,1439
4/12/2018 0:00,0.284612297,0.109139992,284.612297,109.139992,1416
5/12/2018 0:00,0.269108569,0.100336901,269.108569,100.336901,1446
6/12/2018 0:00,0.248391529,0.09084234,248.391529,90.84234,1562
7/12/2018 0:00,0.23533712,0.084536499,235.33712,84.536499,1627
8/12/2018 0:00,0.226042204,0.081444811,226.042204,81.444811,1418
9/12/2018 0:00,0.21893239,0.078934177,218.93239,78.934177,1360
10/12/2018 0:00,0.205243639,0.077124227,205.243639,77.124227,1398
11/12/2018 0:00,0.207247826,0.084098227,207.247826,84.098227,1481
12/12/2018 0:00,0.198547351,0.081159996,198.547351,81.159996,1331
13/12/2018 0:00,0.188046719,0.077592173,188.046719,77.592173,1356
14/12/2018 0:00,0.192895642,0.075556963,192.895642,75.556963,1304
15/12/2018 0:00,0.178865444,0.071075282,178.865444,71.075282,1891
16/12/2018 0:00,0.167779459,0.068274527,167.779459,68.274527,1429
17/12/2018 0:00,0.161565949,0.06590727,161.565949,65.90727,1327
18/12/2018 0:00,0.157908946,0.066857972,157.908946,66.857972,1264
19/12/2018 0:00,0.157160647,0.067893785,157.160647,67.893785,1541
20/12/2018 0:00,0.154732692,0.071646344,154.732692,71.646344,1430
21/12/2018 0:00,0.154073561,0.07421622,154.073561,74.21622,1279
22/12/2018 0:00,0.150788753,0.072032339,150.788753,72.032339,1270
23/12/2018 0:00,0.144383482,0.068927767,144.383482,68.927767,1182
24/12/2018 0:00,0.135124754,0.065803697,135.124754,65.803697,1148
25/12/2018 0:00,0.128603724,0.064350127,128.603724,64.350127,1184
26/12/2018 0:00,0.123272223,0.063321041,123.272223,63.321041,1177
27/12/2018 0:00,0.117593809,0.062292382,117.593809,62.292382,1166
28/12/2018 0:00,0.109984019,0.059012102,109.984019,59.012102,1137
29/12/2018 0:00,0.105528329,0.056621617,105.528329,56.621617,1131
30/12/2018 0:00,0.104960827,0.055263951,104.960827,55.263951,1293
31/12/2018 0:00,0.102344083,0.053569156,102.344083,53.569156,1217
1/01/2019 0:00,0.100569806,0.052481243,100.569806,52.481243,1167
2/01/2019 0:00,0.09622215,0.049649828,96.22215,49.649828,1130
3/01/2019 0:00,0.090811554,0.047962869,90.811554,47.962869,1163
4/01/2019 0:00,0.087104643,0.046484688,87.104643,46.484688,1067
5/01/2019 0:00,0.083328816,0.044281795,83.328816,44.281795,1011
6/01/2019 0:00,0.097712453,0.05881916,97.712453,58.81916,1082
7/01/2019 0:00,0.085417237,0.050524249,85.417237,50.524249,1159
8/01/2019 0:00,0.080677702,0.044004453,80.677702,44.004453,1011
9/01/2019 0:00,0.077950526,0.042525626,77.950526,42.525626,975
10/01/2019 0:00,0.075697485,0.040751191,75.697485,40.751191,1046
11/01/2019 0:00,0.07433236,0.037757491,74.33236,37.757491,1047
12/01/2019 0:00,0.070240938,0.036813597,70.240938,36.813597,1089
13/01/2019 0:00,0.067310342,0.03763285,67.310342,37.63285,1041
14/01/2019 0:00,0.064688166,0.036234805,64.688166,36.234805,1153
15/01/2019 0:00,0.062237424,0.034402522,62.237424,34.402522,1115
16/01/2019 0:00,0.060897608,0.033242134,60.897608,33.242134,1143
17/01/2019 0:00,0.057466247,0.032438426,57.466247,32.438426,1102
18/01/2019 0:00,0.055860129,0.031739945,55.860129,31.739945,967
19/01/2019 0:00,0.060425566,0.0353755,60.425566,35.3755,956
20/01/2019 0:00,0.055671402,0.033214706,55.671402,33.214706,942
21/01/2019 0:00,0.052311922,0.031276451,52.311922,31.276451,944
22/01/2019 0:00,0.049923561,0.030284263,49.923561,30.284263,1286
23/01/2019 0:00,0.050482834,0.030650093,50.482834,30.650093,2198
24/01/2019 0:00,0.049471483,0.031421904,49.471483,31.421904,1200
25/01/2019 0:00,0.04841602,0.030697759,48.41602,30.697759,1083
26/01/2019 0:00,0.047341653,0.030092573,47.341653,30.092573,1222
27/01/2019 0:00,0.045774453,0.02876368,45.774453,28.76368,1243
28/01/2019 0:00,0.051381598,0.034069454,51.381598,34.069454,1167
29/01/2019 0:00,0.044467863,0.029200211,44.467863,29.200211,1060
30/01/2019 0:00,0.042547465,0.02775208,42.547465,27.75208,1047
31/01/2019 0:00,0.040971662,0.026943432,40.971662,26.943432,1711
1/02/2019 0:00,0.043033272,0.03058269,43.033272,30.58269,1105
2/02/2019 0:00,0.040774041,0.027911679,40.774041,27.911679,1086
3/02/2019 0:00,0.039706107,0.026338494,39.706107,26.338494,1037
4/02/2019 0:00,0.037838984,0.024731219,37.838984,24.731219,990
5/02/2019 0:00,0.036819658,0.02458894,36.819658,24.58894,892
6/02/2019 0:00,0.038385092,0.024364856,38.385092,24.364856,939
7/02/2019 0:00,0.038726976,0.024126703,38.726976,24.126703,932
8/02/2019 0:00,0.037312196,0.023398656,37.312196,23.398656,931
9/02/2019 0:00,0.036865462,0.022760818,36.865462,22.760818,1175
10/02/2019 0:00,0.03868315,0.022179736,38.68315,22.179736,4121
11/02/2019 0:00,0.037272374,0.023143624,37.272374,23.143624,2269
12/02/2019 0:00,0.038032847,0.024382462,38.032847,24.382462,1456
13/02/2019 0:00,0.035966595,0.022300697,35.966595,22.300697,1405
14/02/2019 0:00,0.038049728,0.02482118,38.049728,24.82118,1346
15/02/2019 0:00,0.037049136,0.023874246,37.049136,23.874246,1236
16/02/2019 0:00,0.035892045,0.022400178,35.892045,22.400178,1333
17/02/2019 0:00,0.036119868,0.022000296,36.119868,22.000296,1225
18/02/2019 0:00,0.037044386,0.021731712,37.044386,21.731712,1173
19/02/2019 0:00,0.0356275,0.02104486,35.6275,21.04486,1131
20/02/2019 0:00,0.034570666,0.021179157,34.570666,21.179157,1220
21/02/2019 0:00,0.033453659,0.020664287,33.453659,20.664287,1156
22/02/2019 0:00,0.031862099,0.019673821,31.862099,19.673821,1105
23/02/2019 0:00,0.032062308,0.020379181,32.062308,20.379181,1080
24/02/2019 0:00,0.033486109,0.02121261,33.486109,21.21261,1055
25/02/2019 0:00,0.031643395,0.020529658,31.643395,20.529658,1949
26/02/2019 0:00,0.030100649,0.019912567,30.100649,19.912567,4599
27/02/2019 0:00,0.031128443,0.020679506,31.128443,20.679506,2284
28/02/2019 0:00,0.032166001,0.020863076,32.166001,20.863076,1925
1/03/2019 0:00,0.032516666,0.020181481,32.516666,20.181481,1745
2/03/2019 0:00,0.032343455,0.019518783,32.343455,19.518783,1506
3/03/2019 0:00,0.031569203,0.019121693,31.569203,19.121693,1328
4/03/2019 0:00,0.027391196,0.019071171,27.391196,19.071171,1247
5/03/2019 0:00,0.027252374,0.018664123,27.252374,18.664123,1221
6/03/2019 0:00,0.027849287,0.019029782,27.849287,19.029782,1257
7/03/2019 0:00,0.035561522,0.027663677,35.561522,27.663677,1405
8/03/2019 0:00,0.024059579,0.022048636,24.059579,22.048636,1367
9/03/2019 0:00,0.018533845,0.017347186,18.533845,17.347186,1289
10/03/2019 0:00,0.01755838,0.016203469,17.55838,16.203469,1235
11/03/2019 0:00,0.018257418,0.015889491,18.257418,15.889491,1207
12/03/2019 0:00,0.018270674,0.015481754,18.270674,15.481754,1190
13/03/2019 0:00,0.018056989,0.015330106,18.056989,15.330106,1168
14/03/2019 0:00,0.018338411,0.015173309,18.338411,15.173309,2159
15/03/2019 0:00,0.021785317,0.018370443,21.785317,18.370443,1603
16/03/2019 0:00,0.026506072,0.022051003,26.506072,22.051003,1865
17/03/2019 0:00,0.019632557,0.016672423,19.632557,16.672423,1612
18/03/2019 0:00,0.022531592,0.0158788,22.531592,15.8788,1458
19/03/2019 0:00,0.019142646,0.015300084,19.142646,15.300084,1434
20/03/2019 0:00,0.018498015,0.014973154,18.498015,14.973154,1389
21/03/2019 0:00,0.019487852,0.014831345,19.487852,14.831345,1352
22/03/2019 0:00,0.019986825,0.014579292,19.986825,14.579292,1339
23/03/2019 0:00,,0.014309397,33.7857902963219,14.309397,1309
24/03/2019 0:00,,0.014177352,33.4681243180466,14.177352,1285
25/03/2019 0:00,,0.015682073,37.0913022182748,15.682073,1233
26/03/2019 0:00,,0.02965079,70.9840708467421,29.65079,1325
27/03/2019 0:00,,0.020923669,49.7606338781394,20.923669,1508
28/03/2019 0:00,,0.016611012,39.3314141481257,16.611012,1478
29/03/2019 0:00,,0.015734956,37.2187618841179,15.734956,1632
30/03/2019 0:00,,0.015509586,36.675627494874,15.509586,2207
31/03/2019 0:00,,0.014949991,35.3276747064244,14.949991,1750
1/04/2019 0:00,,0.015309183,36.1927886414474,15.309183,2078
2/04/2019 0:00,,0.014500454,34.2455222939807,14.500454,1692
3/04/2019 0:00,,0.014403219,34.0115355420087,14.403219,1567
4/04/2019 0:00,,0.014714914,34.7617049438631,14.714914,1539
5/04/2019 0:00,,0.016149337,38.2177909486756,16.149337,1492
6/04/2019 0:00,,0.014884203,35.1692668172052,14.884203,1414
7/04/2019 0:00,,0.014514225,34.2786633065617,14.514225,1371
8/04/2019 0:00,,0.014425511,34.0651764692209,14.425511,1342
9/04/2019 0:00,,0.013754616,32.451511896555,13.754616,1327
10/04/2019 0:00,,0.020872192,49.6358882548984,20.872192,1301
11/04/2019 0:00,,0.029449853,70.4939189266847,29.449853,1290
12/04/2019 0:00,,0.022690133,54.0447969143313,22.690133,1601
13/04/2019 0:00,,0.019915196,47.3178535720509,19.915196,2205
14/04/2019 0:00,,0.017973572,42.6214669417023,17.973572,2003
15/04/2019 0:00,,0.016718274,39.5902295568403,16.718274,2177
16/04/2019 0:00,,0.016071262,38.029522700498,16.071262,6282
17/04/2019 0:00,,0.015741288,37.2340239435101,15.741288,4426
18/04/2019 0:00,,0.015505342,36.6654010241843,15.505342,3435
19/04/2019 0:00,,0.015187356,35.899324631997,15.187356,2845
20/04/2019 0:00,,0.018466938,43.813942900789,18.466938,2547
21/04/2019 0:00,,0.01699258,40.2522530495528,16.99258,2392
22/04/2019 0:00,,0.016385664,38.7877694753513,16.385664,2221
23/04/2019 0:00,,0.016116127,38.1377070048128,16.116127,2215
24/04/2019 0:00,,0.016054967,37.9902315036817,16.054967,2091
25/04/2019 0:00,,0.015977164,37.8026400607034,15.977164,2037
26/04/2019 0:00,,0.015887225,37.5858090430791,15.887225,1921
27/04/2019 0:00,,0.022326267,53.1617861642417,22.326267,1872
28/04/2019 0:00,,0.021863576,52.03934757638,21.863576,1864
29/04/2019 0:00,,0.043878039,105.829282252086,43.878039,2315
30/04/2019 0:00,,0.040607893,97.7980056754782,40.607893,2227
1/05/2019 0:00,,0.029302474,70.134453082091,29.302474,2030
2/05/2019 0:00,,0.025024286,59.7154227234054,25.024286,1955
3/05/2019 0:00,,0.022175973,52.7971401748456,22.175973,1893
4/05/2019 0:00,,0.020322811,48.3049252019184,20.322811,1830
5/05/2019 0:00,,0.018810574,44.6448770159284,18.810574,1753
6/05/2019 0:00,,0.018112556,42.9573319888935,18.112556,1692
7/05/2019 0:00,,0.017535881,41.5640786305676,17.535881,1655
8/05/2019 0:00,,0.017204426,40.763671683717,17.204426,1694
9/05/2019 0:00,,0.017528814,41.5470100195791,17.528814,1658
10/05/2019 0:00,,0.017351153,41.1179563996113,17.351153,1607
11/05/2019 0:00,,0.016842981,39.8911781356751,16.842981,1567
12/05/2019 0:00,,0.027604366,65.9951922947361,27.604366,1527
13/05/2019 0:00,,0.048329932,116.781012278798,48.329932,1477
14/05/2019 0:00,,0.039307725,94.6082334268118,39.307725,1444
15/05/2019 0:00,,0.037610811,90.4481281305597,37.610811,1416
16/05/2019 0:00,,0.034746527,83.4343069542212,34.746527,1400
17/05/2019 0:00,,0.030981941,74.2327637957161,30.981941,1381
18/05/2019 0:00,,0.028882862,69.1111840174527,28.882862,1379
19/05/2019 0:00,,0.02719547,64.9991904314367,27.19547,1397
20/05/2019 0:00,,0.025237494,60.2339093384966,25.237494,1687
21/05/2019 0:00,,0.023688003,56.4677435662393,23.688003,1513
22/05/2019 0:00,,0.022500158,53.5837417988671,22.500158,1373
23/05/2019 0:00,,0.021660583,51.5470502604049,21.660583,1339
24/05/2019 0:00,,0.021086055,50.1541864625209,21.086055,1330
25/05/2019 0:00,,0.020342567,48.3527755219327,20.342567,1323
26/05/2019 0:00,,0.022419393,53.3877535539741,22.419393,1312
27/05/2019 0:00,,0.026971714,64.4542786302057,26.971714,1306
28/05/2019 0:00,,0.02642359,63.1197994812438,26.42359,1322
29/05/2019 0:00,0.078539046,0.027479194,78.539046,27.479194,1348
30/05/2019 0:00,0.097602616,0.039315409,97.602616,39.315409,1480
31/05/2019 0:00,0.097965729,0.051133274,97.965729,51.133274,3455
1/06/2019 0:00,0.103526816,0.058665898,103.526816,58.665898,1927
2/06/2019 0:00,0.095006272,0.053255858,95.006272,53.255858,1691
3/06/2019 0:00,0.091140994,0.049180485,91.140994,49.180485,1594
4/06/2019 0:00,0.090898605,0.046697141,90.898605,46.697141,1527
5/06/2019 0:00,0.087518783,0.0433909,87.518783,43.3909,1530
6/06/2019 0:00,0.087693995,0.04260166,87.693995,42.60166,1544
7/06/2019 0:00,0.086489535,0.038679258,86.489535,38.679258,1609
8/06/2019 0:00,0.085722443,0.035562589,85.722443,35.562589,1572
9/06/2019 0:00,0.080936797,0.033801402,80.936797,33.801402,1508
10/06/2019 0:00,0.081570758,0.032947982,81.570758,32.947982,1464
11/06/2019 0:00,0.080948242,0.03229391,80.948242,32.29391,1417
12/06/2019 0:00,0.082461386,0.033309887,82.461386,33.309887,1384
13/06/2019 0:00,0.083521945,0.031541017,83.521945,31.541017,1366
14/06/2019 0:00,0.08326287,0.03095974,83.26287,30.95974,1352
15/06/2019 0:00,0.082097965,0.030305212,82.097965,30.305212,1367
16/06/2019 0:00,0.079988709,0.029923913,79.988709,29.923913,1442
17/06/2019 0:00,0.077601406,0.02906909,77.601406,29.06909,1451
18/06/2019 0:00,0.072619842,0.027852531,72.619842,27.852531,1412
19/06/2019 0:00,0.070385136,0.02707987,70.385136,27.07987,1398
20/06/2019 0:00,0.068945143,0.027127445,68.945143,27.127445,1401
21/06/2019 0:00,0.069251345,0.028379156,69.251345,28.379156,1462
22/06/2019 0:00,0.067932725,0.027712512,67.932725,27.712512,1363
23/06/2019 0:00,0.069304437,0.026606715,69.304437,26.606715,1334
24/06/2019 0:00,0.06600835,0.025314569,66.00835,25.314569,1314
25/06/2019 0:00,0.06548725,0.024567894,65.48725,24.567894,1329
26/06/2019 0:00,0.06766954,0.024949724,67.66954,24.949724,1381
27/06/2019 0:00,0.066376966,0.026734585,66.376966,26.734585,1363
28/06/2019 0:00,0.065512537,0.026600222,65.512537,26.600222,1352
29/06/2019 0:00,0.064962495,0.026882541,64.962495,26.882541,1346
30/06/2019 0:00,0.063549243,0.026424161,63.549243,26.424161,1347
1/07/2019 0:00,0.065551527,0.026808481,65.551527,26.808481,1310
2/07/2019 0:00,0.067009869,0.027000677,67.009869,27.000677,1285
3/07/2019 0:00,0.067951062,0.027870667,67.951062,27.870667,1300
4/07/2019 0:00,0.064236995,0.026950715,64.236995,26.950715,1356
5/07/2019 0:00,0.067148724,0.026858346,67.148724,26.858346,1272
6/07/2019 0:00,0.066177094,0.02634689,66.177094,26.34689,1271
7/07/2019 0:00,0.064841286,0.02663354,64.841286,26.63354,1412
8/07/2019 0:00,0.064205023,0.027278322,64.205023,27.278322,1387
9/07/2019 0:00,0.066561855,0.026176673,66.561855,26.176673,1397
10/07/2019 0:00,0.064117201,0.024868591,64.117201,24.868591,1347
11/07/2019 0:00,0.062427312,0.02440544,62.427312,24.40544,1320
12/07/2019 0:00,0.062461236,0.025423617,62.461236,25.423617,1320
13/07/2019 0:00,0.067223114,0.032028063,67.223114,32.028063,1349
14/07/2019 0:00,0.134815919,0.105571036,134.815919,105.571036,1316
15/07/2019 0:00,0.078716661,0.082219784,78.716661,82.219784,1293
16/07/2019 0:00,0.070057909,0.073947249,70.057909,73.947249,1338
17/07/2019 0:00,0.063438452,0.066743381,63.438452,66.743381,1308
18/07/2019 0:00,0.058425226,0.060666958,58.425226,60.666958,1293
19/07/2019 0:00,0.058667034,0.056385691,58.667034,56.385691,1383
20/07/2019 0:00,0.064366572,0.053722907,64.366572,53.722907,1453
21/07/2019 0:00,0.068815492,0.05181495,68.815492,51.81495,1389
22/07/2019 0:00,0.068758167,0.048798571,68.758167,48.798571,1416
23/07/2019 0:00,0.070566684,0.046609067,70.566684,46.609067,1421
24/07/2019 0:00,0.072627089,0.04495441,72.627089,44.95441,1434
25/07/2019 0:00,0.077418766,0.0437785,77.418766,43.7785,1352
26/07/2019 0:00,0.07408422,0.041841878,74.08422,41.841878,1316
27/07/2019 0:00,0.072339043,0.040616774,72.339043,40.616774,1282
28/07/2019 0:00,0.069700178,0.039636365,69.700178,39.636365,1269
29/07/2019 0:00,0.067965859,0.039246513,67.965859,39.246513,1302
30/07/2019 0:00,0.07507182,0.04552331,75.07182,45.52331,1292
31/07/2019 0:00,0.077404986,0.055614136,77.404986,55.614136,1799
1/08/2019 0:00,0.074553527,0.049344691,74.553527,49.344691,1638
2/08/2019 0:00,0.073806123,0.04984376,73.806123,49.84376,1538
3/08/2019 0:00,0.074995973,0.048919572,74.995973,48.919572,1493
4/08/2019 0:00,0.072268217,0.052475181,72.268217,52.475181,1583
5/08/2019 0:00,0.071036173,0.050071978,71.036173,50.071978,1399
6/08/2019 0:00,0.065368711,0.047959601,65.368711,47.959601,1366
7/08/2019 0:00,0.069388597,0.047184897,69.388597,47.184897,1335
8/08/2019 0:00,0.071712203,0.048169635,71.712203,48.169635,1423
9/08/2019 0:00,0.073301333,0.049586938,73.301333,49.586938,1536
10/08/2019 0:00,0.069649082,0.049278732,69.649082,49.278732,1645
11/08/2019 0:00,0.06751,0.0483119,67.51,48.3119,1610
12/08/2019 0:00,0.065415762,0.047262874,65.415762,47.262874,1430
13/08/2019 0:00,0.064013842,0.044955209,64.013842,44.955209,1415
14/08/2019 0:00,0.062948178,0.038342376,62.948178,38.342376,1478
15/08/2019 0:00,0.060084928,0.032130629,60.084928,32.130629,1566
16/08/2019 0:00,0.064236238,0.032162945,64.236238,32.162945,1742
17/08/2019 0:00,0.075607527,0.034638526,75.607527,34.638526,1957
18/08/2019 0:00,0.068817813,0.03091335,68.817813,30.91335,1792
19/08/2019 0:00,0.066521116,0.030382643,66.521116,30.382643,1741
20/08/2019 0:00,0.074158756,0.043448128,74.158756,43.448128,1640
21/08/2019 0:00,0.066997957,0.043708132,66.997957,43.708132,1585
22/08/2019 0:00,0.070205387,0.042489178,70.205387,42.489178,1814
23/08/2019 0:00,0.071445016,0.040930688,71.445016,40.930688,1687
24/08/2019 0:00,0.073437258,0.039357651,73.437258,39.357651,1653
25/08/2019 0:00,0.073974156,0.038645112,73.974156,38.645112,1693
26/08/2019 0:00,0.074736163,0.039582871,74.736163,39.582871,2293
27/08/2019 0:00,0.073419905,0.038328733,73.419905,38.328733,3440
28/08/2019 0:00,0.071405728,0.037847473,71.405728,37.847473,3277
29/08/2019 0:00,0.071833525,0.038695903,71.833525,38.695903,2634
30/08/2019 0:00,0.070744189,0.038156511,70.744189,38.156511,2355
31/08/2019 0:00,0.072421124,0.036754127,72.421124,36.754127,2254
1/09/2019 0:00,0.073400679,0.035766813,73.400679,35.766813,2215
2/09/2019 0:00,0.07958094,0.035599065,79.58094,35.599065,2230
3/09/2019 0:00,0.077974798,0.035305319,77.974798,35.305319,2261
4/09/2019 0:00,0.065173592,0.033848233,65.173592,33.848233,2385
5/09/2019 0:00,0.060387353,0.031331562,60.387353,31.331562,2609
6/09/2019 0:00,0.061759254,0.030867562,61.759254,30.867562,2414
7/09/2019 0:00,0.058261884,0.030119266,58.261884,30.119266,2311
8/09/2019 0:00,0.054556585,0.02984853,54.556585,29.84853,2256
9/09/2019 0:00,0.053296435,0.029671581,53.296435,29.671581,2285
10/09/2019 0:00,0.055308108,0.029323794,55.308108,29.323794,2211
11/09/2019 0:00,0.053377009,0.028557872,53.377009,28.557872,1999
12/09/2019 0:00,0.056629204,0.027754305,56.629204,27.754305,1982
13/09/2019 0:00,0.058017467,0.030168789,58.017467,30.168789,2791
14/09/2019 0:00,0.061319968,0.028058222,61.319968,28.058222,3206
15/09/2019 0:00,0.057722751,0.027550008,57.722751,27.550008,2662
16/09/2019 0:00,0.064642478,0.027676644,64.642478,27.676644,2501
17/09/2019 0:00,0.059077224,0.024384875,59.077224,24.384875,2510
18/09/2019 0:00,0.060238186,0.021429475,60.238186,21.429475,2293
19/09/2019 0:00,0.052520859,0.020817059,52.520859,20.817059,2280
20/09/2019 0:00,0.050342718,0.020449349,50.342718,20.449349,3081
21/09/2019 0:00,0.051058289,0.019954255,51.058289,19.954255,3304
22/09/2019 0:00,0.050673424,0.019821228,50.673424,19.821228,2890
23/09/2019 0:00,0.052693963,0.019998706,52.693963,19.998706,2749
24/09/2019 0:00,0.052525655,0.020380079,52.525655,20.380079,2512
