ConsentID,WellNumber,MaxFlowRate,StreamDepletionFlow,MaxHourlyVolume,MaxdailyVolume,MaxWeeklyVolume,MaxMonthlyVolume,MaxYearlyVolume,Aquifer,B1_APPL_STATUS,#Wells,WM_Accela,#WaterMeters,FMU,Rohe,Type,WellsDtbAquifer,B1_X_COORD,B1_Y_COORD,EastingTM,NorthingTM,ConsentCommencementDate,ConsentExpiryDate,ConsentIssued,Consumptive,USE1,USE2
RM16.241.02,,320.5,,1155.6,27734.4,193576,306040,306040,,Current,,WM1472,1,,,Surface Take,,1305111.667,5008438.333,,,10/18/2018,03/12/2043,03/16/2018,Yes,,
WR1120L,,333.33,,1200,,,,,,Expired – Pending Application,,WM1378,1,,,Surface Take,,1339975,4929855,,,10/29/1929,10/01/2021,10/29/1929,No,,
2002.448,,481.1,,1732,,,1247011,,,Expired – Pending Application,,WM0256,2,,,Surface Take,,1291179.143,4988925.929,,,09/20/2002,10/01/2021,09/20/2002,Yes,,
2002.448,,481.1,,1732,,,1247011,,,Expired – Pending Application,,WM1547R,2,,,Surface Take,,1291179.143,4988925.929,,,09/20/2002,10/01/2021,09/20/2002,Yes,,
97199.V1,,500,,1800,,,,,,Expired – Pending Application,,WM0550,3,,,Surface Take,,1291616.25,5035408.75,,,01/16/1998,10/01/2021,01/16/1998,Yes,,
97199.V1,,500,,1800,,,,,,Expired – Pending Application,,WM0553,3,,,Surface Take,,1291616.25,5035408.75,,,01/16/1998,10/01/2021,01/16/1998,Yes,,
97199.V1,,500,,1800,,,,,,Expired – Pending Application,,WM0712,3,,,Surface Take,,1291616.25,5035408.75,,,01/16/1998,10/01/2021,01/16/1998,Yes,,
2001.809.V1,,708,,2547,61128,427896,1864404,,,Expired – Pending Application,,WM0117,1,,,Surface Take,,1323920,5030871.5,,,05/10/2006,10/01/2021,05/10/2006,Yes,,
2001.496,,722,,2600,62400,,1568000,9600000,,Expired – Pending Application,,WM0713,2,,,Surface Take,,1308048,5021276,,,09/30/2004,10/01/2021,09/30/2004,Yes,,
2001.496,,722,,2600,62400,,1568000,9600000,,Expired – Pending Application,,WM0714,2,,,Surface Take,,1308048,5021276,,,09/30/2004,10/01/2021,09/30/2004,Yes,,
WR1440AR,,1389,,5000,,,,,,Expired – Pending Application,,WM0667,1,,,Surface Take,,1273775,5018257,,,08/05/1926,10/01/2021,08/05/1926,Yes,,
RM20.257.01,CA13/0106,20,,,,,32581,175448,Maungawera Flat Hawea,Current,1,WM1565,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Maungawera Flat,1301843,5047123,1301843,5047123,09/25/2020,09/25/2026,09/25/2020,Yes,Water Supply Communal,Amenity/Environment Enhancement
RM21.238.01,CA13/0127,23,0,,,,39871,117411,Hawea Flat Hillside Domain,Current,1,WM1232,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Hawea Basin,1305950,5050705,1305950,5050705,11/01/2021,07/09/2027,07/07/2021,Yes,Irrigation,Irrigation
2000.324,CB11/0148,2,,,43,,,15738,Wakatipu Basin,Current,1,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1263686.333,5010567.667,1263616,5010427,01/10/2001,12/06/2025,01/10/2001,Yes,Water Supply Communal,Irrigation
RM19.429.02.V1,CB13/0114,50,,,4177,,127632,627888,Bendigo,Current,1,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311470,5025870,1311464,5025864,03/10/2020,07/01/2040,12/05/2019,Yes,Water Supply Communal,Irrigation
RM20.135.01,CB13/0136,12,4,,1008,,,81219,Pisa Grounwater Managment Zone,Current,1,WM1567,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Pisa GW Management Zone,1306912,5018755,1306912,5018755,09/08/2020,08/31/2035,08/31/2020,Yes,Irrigation,Commercial/Industrial
RM21.429.01,CB13/0143,10,,,498,,15381,81083,,Current,1,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305929,5017596,1305925,5017599,09/01/2021,08/31/2027,08/31/2021,Yes,Single Household/Stockwater,Irrigation
RM20.320.01,CB13/0146,40,80,,,,,6912,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305505,5039740,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0146,80,80,,,,,6912,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305505,5039740,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0146,40,80,,,,,51840,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305505,5039740,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0146,80,80,,,,,51840,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305505,5039740,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0147,40,80,,,,,6912,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305486,5039736,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0147,80,80,,,,,6912,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305486,5039736,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0147,40,80,,,,,51840,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305486,5039736,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0147,80,80,,,,,51840,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305486,5039736,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0148,40,80,,,,,6912,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305491,5039737,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0148,80,80,,,,,6912,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305491,5039737,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0148,40,80,,,,,51840,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305491,5039737,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM20.320.01,CB13/0148,80,80,,,,,51840,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1305494,5039737.667,1305491,5039737,12/17/2020,12/17/2025,12/17/2020,Yes,Water Supply Communal,Water Supply Communal
RM18.215.01,CB13/0156,15,,,1296,,39000,273000,Bendigo,Current,2,WM0498,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Bendigo,1310749,5019311,1310753,5019295,05/21/2019,08/17/2053,08/17/2018,Yes,Single Household/Stockwater,Irrigation
RM21.457.01,CB19/5035,2,2.0,,66,,1120,17532,Lower Waitaki Plains Aquifer,Current,1,WM1614,1,North Otago,North Otago,Groundwater Take,Lower Waitaki Plains,1444424,5022703,1444424,5022703,10/22/2021,10/22/2027,10/22/2021,Yes,Water Supply Communal,Dairy Shed/Stockwater
RM21.421.01,CC12/0116 ,3,,,51.65,,1601,16332,Cromwell Terrace Aquifer,Current,1,WM1601,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Cromwell Terrace,1297542,5003010,1297542,5003010,10/13/2021,12/31/2035,10/13/2021,Yes,Amenity/Environment Enhancement,Amenity/Environment Enhancement
RM21.415.05,CC12/0119,,,,,,,,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1284972,4985709,1285382,4986231,02/20/2022,02/20/2028,12/23/2021,Yes,Mining/Quarry,Mining/Quarry
RM21.415.05,CC12/0120,,,,,,,,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1284972,4985709,1284828,4985542,02/20/2022,02/20/2028,12/23/2021,Yes,Mining/Quarry,Mining/Quarry
RM21.415.05,CC12/0121,,,,,,,,,Current,3,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1284972,4985709,1284706,4985354,02/20/2022,02/20/2028,12/23/2021,Yes,Mining/Quarry,Mining/Quarry
RM20.343.01,CC13/0125,4.95,,,240,,3725,19325,Cromwell Terrace,Current,1,WM1598,1,,,Groundwater Take,,1300755,5006543,1300755,5006543,11/23/2020,11/20/2026,11/20/2020,Yes,Water Supply Communal,Water Supply Communal
RM21.402.01,CC13/0132,,,,,,,,Dunstan Flats Aquifer,Current,1,,,Clutha / Mata-Au,Roxburgh Rohe,Groundwater Take,Dunstan Flats,1313990,4987400,1314009,4987394,09/15/2021,09/14/2036,09/14/2021,Yes,,
RM18.272.02,CC18/0100,6,0,,518,,15540,98560,North Otago Volcanics,Current,1,WM1573,1,North Otago,North Otago,Groundwater Take,North Otago Volcanics,1436178,4997844,1436178,4997844,02/27/2019,02/01/2044,02/27/2019,Yes,Irrigation,Irrigation
RM19.266.01,CD11/0100,45,,,2350,,,428875,Kingston,Current,2,,,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Unnamed,1265520,4970512.5,1265510,4970515,06/26/2020,06/26/2045,06/26/2020,Yes,Water Supply Town Supply,Water Supply Town Supply
RM19.310.01,CD13/0101,30,13,,2246,,28750,137500,Unknown,Current,1,WM0176,1,Clutha / Mata-Au,Roxburgh Rohe,Groundwater Take,Unknown,1319030,4938259,1319060,4938265,01/24/2020,01/24/2035,01/24/2020,Yes,Irrigation,Irrigation
RM12.052.01,CE12/0100,3.7,,,75,,,21900,Unknown,Current,2,WM0621,1,,,Groundwater Take,,1297188,4909567,1297152,4909620,03/14/2012,03/12/2047,03/14/2012,Yes,,
RM20.230.01,CG13/0101,1.5,0,,97.2,,3013,36156,Unknown,Current,1,WM1223,1,Catlins,Catlins,Groundwater Take,,1308774,4865449,1308774,4865449,10/13/2020,05/30/2043,08/06/2020,Yes,Dairy Shed/Stockwater,Dairy Shed/Stockwater
2004.373.V1,E40/0102,2,,,60,,,21960,Miscellaneous,Current,1,WM0760,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Unnamed,1236077.5,5028970.5,1236087.37,5029012.97,06/15/2004,06/10/2029,06/15/2004,,Water Supply Communal,Water Supply Communal
2007.462.V5,E40/0104,59,1,,639,4473,19680,236160,Miscellaneous,Current,1,WM1518,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,,1231661,5030827,1231716.28,5030893.4,04/01/2008,03/31/2038,04/01/2008,Yes,Commercial/Industrial,Commercial/Industrial
2009.158,E41/0099,62.7,41.1,,5400,11491,49248,599184,Miscellaneous,Current,2,WM0596,2,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Glenorchy GW Management Zone,1235903,5022569,1235902.87,5022569.4,12/02/2009,12/02/2044,12/02/2009,Yes,Water Supply Communal,Water Supply Communal
2009.158,E41/0099,62.7,41.1,,5400,11491,49248,599184,Miscellaneous,Current,2,WM1227,2,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Glenorchy GW Management Zone,1235903,5022569,1235902.87,5022569.4,12/02/2009,12/02/2044,12/02/2009,Yes,Water Supply Communal,Water Supply Communal
2009.158,E41/0100,62.7,41.1,,5400,11491,49248,599184,Miscellaneous,Current,2,WM0596,2,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Glenorchy GW Management Zone,1235903,5022569,1235922.89,5022579.43,12/02/2009,12/02/2044,12/02/2009,Yes,Water Supply Communal,Water Supply Communal
2009.158,E41/0100,62.7,41.1,,5400,11491,49248,599184,Miscellaneous,Current,2,WM1227,2,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Glenorchy GW Management Zone,1235903,5022569,1235922.89,5022579.43,12/02/2009,12/02/2044,12/02/2009,Yes,Water Supply Communal,Water Supply Communal
2005.762,E41/0103,49,47,,3385,,105000,823200,Miscellaneous,Current,3,WM0588,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1258611,5009522,1258523,5009491,01/16/2008,12/01/2042,01/16/2008,Yes,Water Supply Communal,Water Supply Communal
2005.762,E41/0104,49,47,,3385,,105000,823200,Miscellaneous,Current,3,WM0588,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1258611,5009522,1258512,5009423,01/16/2008,12/01/2042,01/16/2008,Yes,Water Supply Communal,Water Supply Communal
2005.666.V1,E41/0106,1.4,,,,,,11928,Miscellaneous,Current,2,WM0833,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Unnamed,1248354,4999881,1248351,4999873,05/16/2007,05/01/2027,05/16/2007,Yes,Water Supply Communal,Irrigation
RM17.185.01,E41/0110,1.9,,,186,,5766,45260,Unknown,Current,1,WM1410,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Fractured Rock,1247078,4999481,1247077,4999477,11/15/2017,08/14/2042,08/14/2017,Yes,Water Supply Communal,Water Supply Communal
RM11.197.01.V1,E41/0116,5,,,,,5000,30500,Unknown,Current,2,WM0202,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Glenorchy GW Management Zone,1235994,5021388,1236090.99,5021430.05,06/07/2012,06/06/2047,06/07/2012,Yes,Water Supply Communal,Commercial/Industrial
2002.370,E41/0117,1,1.1,,68.4,,2079,18714,Miscellaneous,Current,1,WM0242,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,,1259589,5009202,1259512.93,5009022.43,03/10/2010,12/01/2022,03/10/2010,Yes,Water Supply Communal,Water Supply Communal
RM11.197.01.V1,E41/0129,5,,,,,5000,30500,Unknown,Current,2,WM0202,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,,1235994,5021388,1235773.51,5021517.92,06/07/2012,06/06/2047,06/07/2012,Yes,Water Supply Communal,Commercial/Industrial
RM18.150.01.V3,E41/0130,1.7,,,120,840,3720,30660,Unknown,Current,1,,,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Wakatipu Basin,1251337,5001196,1251310.67,5001105.61,06/25/2018,06/20/2048,06/25/2018,Yes,Water Supply Communal,Water Supply Communal
RM20.372.01,E41/0137,4,,,208,,7068,55480,Unknown,Current,1,WM1593,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Wakatipu Basin,1248262,4999864,1248258.16,4999865.17,03/04/2021,03/04/2036,03/04/2021,Yes,Water Supply Communal,Irrigation
2004.633.V2,E41/0148,1.21,1,,75.5,528.5,,27633,Miscellaneous,Current,1,WM0775,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Unnamed,1248400,4999907,1248400,4999918,08/09/2004,08/13/2029,08/09/2004,Yes,Water Supply Communal,Water Supply Communal
RM15.029.01,E41/0154,4.6,4,,277,,8316,50904,,Current,1,WM0460,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,,1237938,5019464,1237936.93,5019464.92,06/26/2015,05/01/2042,06/10/2015,Yes,,
RM18.321.01,E41/0171,0.9,,,50,,840,9898,Unknown,Current,1,WM1570,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Unknown,1259927,5010093,1259923,5010094,11/28/2018,11/01/2053,11/28/2018,Yes,Commercial/Industrial,Commercial/Industrial
2005.666.V1,E41/0173,1.4,,,,,,11928,Miscellaneous,Current,2,WM0833,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,Unnamed,1248354,4999881,1248358,4999894,05/16/2007,05/01/2027,05/16/2007,Yes,Water Supply Communal,Irrigation
RM21.384.01,F40/0004,,,,,,,,Wanaka - Cardrona,Current,2,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1296083,5043102,1295891.66,5043272.16,03/03/2022,03/03/2028,03/03/2022,Yes,Single Household/Stockwater,Commercial/Industrial
RM21.384.01,F40/0010,,,,,,,,Wanaka - Cardrona,Current,2,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1296083,5043102,1296274.05,5042932.44,03/03/2022,03/03/2028,03/03/2022,Yes,Single Household/Stockwater,Commercial/Industrial
2002.057.V1,F40/0021,15,,,500,3500,10500,126000,Wanaka - Cardrona,Current,1,WM0215,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1294693,5043483,1294691.31,5043477.33,10/09/2003,10/10/2028,10/09/2003,Yes,Irrigation,Irrigation
RM18.035.01,F40/0022,15,15,,,,11300,51000,Wanaka - Cardrona,Current,1,WM1057,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1294120,5043082,1294121,5043088.79,07/11/2018,06/01/2043,07/11/2018,Yes,Irrigation,Irrigation
2003.291.V1,F40/0056,5.8,,,82.3,327,1308,9624,Wanaka - Cardrona,Current,1,WM0324,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1296862,5039100.5,1296860.47,5039099.78,05/29/2003,06/01/2028,05/29/2003,Yes,Water Supply Communal,Irrigation
RM22.045.01,F40/0059,,,,,,,,Wanaka - Cardrona,Current,1,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1299843,5041486,1299843.18,5041485.86,04/01/2022,03/30/2037,04/01/2022,Yes,Water Supply Communal,Irrigation
97204.V1,F40/0059,7,,,70,,,6300,Wanaka - Cardrona,Current,1,WM1317,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1299826,5041485,1299843.18,5041485.86,08/28/1997,07/31/2022,08/28/1997,Yes,Water Supply Communal,Irrigation
2003.315.V1,F40/0063,1.1,,,52,364,1612,4680,Wanaka - Cardrona,Current,1,WM0329,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297198.5,5043174.5,1297173.98,5043163.85,06/10/2003,06/01/2028,06/10/2003,Yes,Water Supply Communal,Irrigation
2002.337.V1,F40/0071,1.3,,,78,,2418,23691,Wanaka - Cardrona,Current,1,WM1085,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1291073.667,5044095.667,1291117.96,5043080.77,01/07/2009,07/01/2027,01/07/2009,Yes,Tourist Facilities,Tourist Facilities
RM11.160.01,F40/0111,9,5,,300,,3640,15470,Wanaka - Cardrona,Current,1,WM1025,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1293907,5044482,1293906.4,5044483.79,07/31/2011,06/17/2041,06/21/2011,Yes,Irrigation,Irrigation
2005.222.V1,F40/0130,15,,,1188,8316,36157,210000,Wanaka - Cardrona,Current,1,WM0438,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297616,5042978,1297708.54,5042971.05,11/02/2005,11/01/2030,11/02/2005,Yes,Water Supply Communal,Irrigation
RM16.187.01,F40/0133,22,,,1900,,57000,289474,Maungawera Valley Hawea,Current,1,WM0660,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Maungawera Valley,1297152,5051701,1297151.49,5051700.78,09/01/2016,08/18/2036,08/19/2016,Yes,Irrigation,Irrigation
RM11.281.01,F40/0154,1,,,30,,,10980,Wanaka - Cardrona,Current,1,WM1027,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1296125,5041464,1296135.04,5041468.59,10/20/2011,10/14/2036,10/20/2011,Yes,Water Supply Communal,Dairy Shed/Stockwater
RM13.282.01,F40/0155,17,5,,462,,4770,18424,Cromwell Terrace,Current,1,WM1089,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,,1296650,5002626,1297319.95,5047988.87,07/19/2013,07/22/2043,07/19/2013,Yes,Irrigation,Frostfighting
RM15.288.02,F40/0165,8,0,,314,,9524,61648,,Current,1,WM0974,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1298772,5043013,1298775.38,5043011.79,08/08/2016,11/30/2050,11/30/2015,Yes,Water Supply Communal,Commercial/Industrial
RM21.110.01,F40/0175,1.2,,,73.8,,2180,21861,Wanaka - Cardrona,Current,1,WM1610,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1292955,5041590,1292920.51,5041580.69,05/26/2021,05/25/2027,05/25/2021,Yes,,
RM17.077.01,F40/0196,35,,,1500,,45000,360000,Maungawera Valley Hawea,Current,1,WM0218,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Maungawera Valley,1297890,5050965,1297896.54,5050966.64,04/12/2017,04/05/2032,04/11/2017,Yes,Irrigation,Irrigation
RM13.495.01,F40/0200,22,19.36,,1900.8,,58924,266628,Wanaka - Cardrona,Current,1,WM0734,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297996,5044265,1297996,5044265,03/24/2015,03/20/2045,03/24/2015,Yes,Water Supply Communal,Dairy Shed/Stockwater
RM12.116.01,F40/0204,15,,,1296,,38880,152094,Wanaka - Cardrona,Current,1,WM1058,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1299306,5041569,1299315.8,5041563.98,05/30/2012,05/25/2042,05/30/2012,Yes,Single Household/Stockwater,Irrigation
RM16.359.02,F40/0205,14,,,,,10250,61285,Wanaka - Cardrona,Current,1,WM1484,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1298116.5,5042996.5,1298009,5042993,08/30/2017,05/01/2030,02/09/2017,Yes,Irrigation,Irrigation
RM16.203.01,F40/0206,14,,,,,10250,61285,Wanaka - Cardrona,Current,1,WM0787,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297954,5042688,1297954.93,5042688.98,05/18/2017,05/01/2030,09/15/2016,Yes,Irrigation,Irrigation
RM16.203.02,F40/0207,14,,,,,10250,61285,Wakatipu Basin,Current,1,WM1583,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297924,5042384,1297924.11,5042384.71,05/18/2017,05/01/2030,09/15/2016,Yes,Irrigation,Irrigation
RM16.359.01,F40/0208,14,,,,,10025,61285,Wanaka - Cardrona,Current,1,WM0788,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1298555,5042987,1298556.22,5042985.62,08/30/2017,05/01/2030,02/10/2017,Yes,Irrigation,Irrigation
2000.388,F40/0212,6,,,150,,,13500,Wanaka - Cardrona,Current,1,WM1300,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297840,5042160,1297856.23,5042136.46,09/21/2000,09/06/2025,09/21/2000,Yes,Irrigation,Commercial/Industrial
2002.030,F40/0213,16,,,288,,8640,59220,Wanaka - Cardrona,Current,1,WM0211,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1293632.5,5043483.5,1293644.84,5043483.78,02/27/2002,02/18/2027,02/27/2002,,Irrigation,Irrigation
2009.362.V1,F40/0215,7.5,6.4,,302,,9374,46000,Wanaka - Cardrona,Current,1,WM1186,1,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1290817,5043581,1290817.37,5043581.01,02/24/2011,05/31/2035,06/16/2010,Yes,Water Supply Communal,Commercial/Industrial
2001.791.V1,F40/0221,22,,,1900,13300,57000,399000,Wanaka - Cardrona,Current,1,WM0114,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1299411,5041312,1299396.02,5041338.86,10/31/2001,10/17/2026,10/31/2001,Yes,Water Supply Communal,Irrigation
99522,F40/0223,2.5,,,31.5,,,11529,Wanaka - Cardrona,Current,1,,,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,West Wanaka Basin Cardrona Gravel,1294763.333,5041001,1294784.46,5041011.47,04/18/2001,04/10/2026,04/18/2001,,Water Supply Communal,Water Supply Communal
2000.202,F40/0227,1.5,,,20,,,7320,Wanaka - Cardrona,Current,1,,,Clutha / Mata-Au,Upper Lakes Rohe,Groundwater Take,,1296719,5048389,1296719.2,5048388.82,07/11/2000,06/30/2025,07/11/2000,Yes,Water Supply Communal,Water Supply Communal
2002.336,F40/0241,6,,,500,154,6622,39732,Wanaka - Cardrona,Current,1,WM0415,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1298093,5041270,1298169,5041288,05/05/2004,04/21/2029,05/05/2004,,Water Supply Communal,Irrigation
RM21.593.01,F40/0246,0.5,,,38,,1162,5948,Wanaka - Cardrona,Current,1,WM0414,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1296171,5041137,1296171.53,5041137.51,11/29/2021,11/29/2027,11/29/2021,Yes,Water Supply Communal,Water Supply Communal
2001.953,F40/0250,3,,,,,,67532.6,Wanaka - Cardrona,Current,1,WM1327,2,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297188.5,5039018,1297188.84,5039010.45,08/07/2002,07/31/2022,08/07/2002,Yes,Water Supply Communal,Water Supply Communal
2001.953,F40/0250,3,,,,,,67532.6,Wanaka - Cardrona,Current,1,WM1545,2,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297188.5,5039018,1297188.84,5039010.45,08/07/2002,07/31/2022,08/07/2002,Yes,Water Supply Communal,Water Supply Communal
RM14.165.01,F40/0257,5.6,,,,,16086,54366,Wanaka - Cardrona,Current,1,WM1452,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1297824,5042885,1297823.63,5042985.13,04/12/2016,04/11/2051,04/12/2016,Yes,Irrigation,Irrigation
2002.427.V1,F40/0259,15,,,,,,237351,Maungawera Valley Hawea,Current,1,WM0254,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Maungawera Valley,1297787,5050600.5,1297754.59,5050710.35,09/24/2002,09/01/2027,09/24/2002,,Single Household/Stockwater,Irrigation
RM14.280.01,F40/0262,10.9,0,,,,40180,170765,Maungawera Valley Hawea,Current,1,WM1197,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Maungawera Valley,1298816,5050048,1298811.84,5050063.47,08/12/2015,08/01/2050,08/12/2015,Yes,Irrigation,Irrigation
2004.554.V1,F40/0269,2.6,,,143,1002,4439,16942,Wanaka - Cardrona,Current,1,WM0771,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,East Wanaka Basin Cardrona Gravel,1295958.5,5038590,1295995,5038600,07/26/2004,07/28/2029,07/26/2004,Yes,Water Supply Communal,Irrigation
