ConsentID,WellNumber,MaxFlowRate,StreamDepletionFlow,MaxHourlyVolume,MaxdailyVolume,MaxWeeklyVolume,MaxMonthlyVolume,MaxYearlyVolume,Aquifer,B1_APPL_STATUS,#Wells,WM_Accela,#WaterMeters,FMU,Rohe,Type,WellsDtbAquifer,B1_X_COORD,B1_Y_COORD,EastingTM,NorthingTM,ConsentCommencementDate,ConsentExpiryDate,ConsentIssued,Consumptive,USE1,USE2
RM19.281.01,,240,,,,,414000,2425700,,Current,,WM0478,1,,,Surface Take,,1306770,4963386.5,,,07/15/2020,01/15/2044,07/15/2020,Yes,,
2003.927.V1,,168,,,,,432000,2116800,,Current,,WM0378,1,,,Surface Take,,1387574.5,5008543.5,,,11/21/2007,11/23/2027,11/21/2007,Yes,,
RM18.345.01,,,,,,,461752,2143790,,Current,,WM0671,1,,,Surface Take,,1302858,5037753,,,10/02/2021,04/12/2045,11/26/2019,Yes,,
RM18.345.02,,,,,,,464261,2078782,,Current,,WM0487,1,,,Surface Take,,1301162.5,5032998,,,10/02/2021,04/12/2045,11/26/2019,Yes,,
RM20.007.01,,,,,,,474222,2295268,,Current,,WM0952,2,,,Surface Take,,1300369.25,5018453,,,10/02/2021,12/30/2035,10/06/2020,Yes,,
RM20.007.01,,,,,,,474222,2295268,,Current,,WM0964,2,,,Surface Take,,1300369.25,5018453,,,10/02/2021,12/30/2035,10/06/2020,Yes,,
2008.113.V1,,256,,,,,578050,3416750,,Current,,WM0475,1,,,Surface Take,,1305932,5040088,,,06/04/2008,05/01/2043,06/04/2008,Yes,,
2007.362.V2,,212,,,,,584830,2689040,,Current,,WM0271,2,,,Surface Take,,1311591.5,5029867,,,07/23/2007,07/01/2042,07/23/2007,Yes,,
2007.362.V2,,212,,,,,584830,2689040,,Current,,WM0886,2,,,Surface Take,,1311591.5,5029867,,,07/23/2007,07/01/2042,07/23/2007,Yes,,
RM19.281.04,,300,,,,,610660,3309093,,Current,,WM0467,1,,,Surface Take,,1314193.6,4980613.4,,,07/15/2020,01/15/2044,07/15/2020,Yes,,
2009.068,,445,,,,,616827,4085858,,Current,,WM0489,1,,,Surface Take,,1295754,5003250,,,08/09/2011,08/09/2046,08/09/2011,Yes,,
RM19.281.05,,265,,,,,640317,4598000,,Current,,WM0468,3,,,Surface Take,,1311089.5,4979302,,,07/15/2020,01/15/2044,07/15/2020,Yes,,
RM19.281.05,,265,,,,,640317,4598000,,Current,,WM0469,3,,,Surface Take,,1311089.5,4979302,,,07/15/2020,01/15/2044,07/15/2020,Yes,,
RM19.281.05,,265,,,,,640317,4598000,,Current,,WM0470,3,,,Surface Take,,1311089.5,4979302,,,07/15/2020,01/15/2044,07/15/2020,Yes,,
RM20.054.02,,277.7,,,,,743783,8757547,,Current,,WM1560,1,,,Surface Take,,1236434,5035631,,,10/02/2021,09/23/2033,09/23/2021,Yes,,
2009.205.V4,,340,,,,,893521,7568648,,Current,,WM1293,1,,,Surface Take,,1310904.833,5025442.833,,,02/23/2010,02/23/2045,02/23/2010,Yes,,
RM16.243.01,,337.51,,,,,1020821,4927707,,Current,,WM0675,3,,,Surface Take,,1320542.75,5002607.75,,,07/29/2021,12/21/2042,12/20/2017,Yes,,
RM16.243.01,,337.51,,,,,1020821,4927707,,Current,,WM0708,3,,,Surface Take,,1320542.75,5002607.75,,,07/29/2021,12/21/2042,12/20/2017,Yes,,
RM16.243.01,,337.51,,,,,1020821,4927707,,Current,,WM0710,3,,,Surface Take,,1320542.75,5002607.75,,,07/29/2021,12/21/2042,12/20/2017,Yes,,
RM16.093.01,,,,,,,1273017,6409673,,Current,,WM0730,1,,,Surface Take,,1300149,5038142,,,10/02/2021,04/12/2045,11/26/2019,Yes,,
RM13.268.01.V2,,659.3,,,,,1747136,13232445,,Current,,WM0049,5,,,Surface Take,,1368218,4986795,,,01/24/2017,11/01/2050,12/21/2015,Yes,,
RM13.268.01.V2,,659.3,,,,,1747136,13232445,,Current,,WM0613,5,,,Surface Take,,1368218,4986795,,,01/24/2017,11/01/2050,12/21/2015,Yes,,
RM13.268.01.V2,,659.3,,,,,1747136,13232445,,Current,,WM1125,5,,,Surface Take,,1368218,4986795,,,01/24/2017,11/01/2050,12/21/2015,Yes,,
RM13.268.01.V2,,659.3,,,,,1747136,13232445,,Current,,WM1275,5,,,Surface Take,,1368218,4986795,,,01/24/2017,11/01/2050,12/21/2015,Yes,,
RM13.268.01.V2,,659.3,,,,,1747136,13232445,,Current,,WM1426,5,,,Surface Take,,1368218,4986795,,,01/24/2017,11/01/2050,12/21/2015,Yes,,
RM20.169.01.V1,,711,,,,,1839176,11699583,,Current,,,,,,Surface Take,,1311269,5026500,,,11/09/2020,11/09/2035,11/02/2020,Yes,,
RM14.274.01,,307,112,,,,1920193,4952547,,Current,,WM0560,1,,,Surface Take,,1340957,5022312,,,06/16/2017,10/01/2040,11/02/2015,Yes,,
RM19.256.01,,1444,,,,,2251681,11201487,,Current,,WM1592,1,,,Surface Take,,1330677,4891467.5,,,01/08/2020,11/23/2041,11/07/2019,Yes,,
RM14.301.01,,1906,,,,,4505175,24643575,,Current,,WM1509R,5,,,Surface Take,,1310350,4991684,,,12/10/2014,04/01/2038,12/10/2014,Yes,,
RM14.301.01,,1906,,,,,4505175,24643575,,Current,,WM1510R,5,,,Surface Take,,1310350,4991684,,,12/10/2014,04/01/2038,12/10/2014,Yes,,
RM14.301.01,,1906,,,,,4505175,24643575,,Current,,WM1511R,5,,,Surface Take,,1310350,4991684,,,12/10/2014,04/01/2038,12/10/2014,Yes,,
RM14.301.01,,1906,,,,,4505175,24643575,,Current,,WM1512R,5,,,Surface Take,,1310350,4991684,,,12/10/2014,04/01/2038,12/10/2014,Yes,,
RM14.301.01,,1906,,,,,4505175,24643575,,Current,,WM1513R,5,,,Surface Take,,1310350,4991684,,,12/10/2014,04/01/2038,12/10/2014,Yes,,
RM19.282.01,,,,,,,6355914,32133514,,Current,,WM0669,2,,,Surface Take,,1308605.667,4982134.667,,,10/02/2021,12/30/2035,11/02/2020,Yes,,
RM19.282.01,,,,,,,6355914,32133514,,Current,,WM0672,2,,,Surface Take,,1308605.667,4982134.667,,,10/02/2021,12/30/2035,11/02/2020,Yes,,
2005.026.V1,,20,20,,,2592,10368,41472,,Current,,WM0811,1,,,Surface Take,,1370573.333,4997460.667,,,08/23/2007,08/01/2027,08/23/2007,Yes,,
2001.120,,11,,,,6652.8,19500,234000,,Current,,WM0083,1,,,Surface Take,,1427807.5,5004258,,,08/24/2004,09/01/2024,08/24/2004,Yes,,
2004.978.V2,,20,,,,11088,,196416,,Current,,WM0805,1,,,Surface Take,,1303927.833,4913833.833,,,09/09/2005,09/01/2030,09/09/2005,Yes,,
RM11.025.01,,31.6,,,,11427,,,,Current,,WM1022,1,,,Surface Take,,1421874,4962125,,,09/05/2012,03/21/2046,03/25/2011,Yes,,
2002.449,,55.56,,,,34231,146707,,,Expired – Pending Application,,WM1435,1,,,Surface Take,,1295024,4994884,,,09/20/2002,10/01/2021,09/20/2002,Yes,,
2002.187,,138.88,,,,42000,180000,,,Expired – Pending Application,,WM0221,1,,,Surface Take,,1335400,5001291.5,,,08/12/2002,10/01/2021,08/12/2002,Yes,,
2000.601,,0.07,,,6,,,,,Current,,,,,,Surface Take,,1258211,5009622,,,01/09/2001,12/31/2025,01/09/2001,Yes,,
98162,,1,,,12,,,4392,Maungawera Valley Hawea,Current,,,,,,Groundwater Take,,1299429.5,5049774,,,07/06/1998,06/01/2023,07/06/1998,,Water Supply Communal,Water Supply Communal
2003.099.V1,,0.3,,,12,84,372,4392,Wakatipu Basin,Current,,WM1153,1,,,Groundwater Take,,1265916.333,5009290,,,08/01/2003,07/28/2028,08/01/2003,Yes,Water Supply Communal,Water Supply Communal
2001.913,,2,,,18,126,,,,Current,,,,,,Surface Take,,1274247,5009022.5,,,11/13/2001,11/01/2026,11/13/2001,Yes,,
2006.195,,1.36,,,19.5,,,6552,Manuherikia Claybound,Current,,WM0858,1,,,Groundwater Take,,1318397,4988396.5,,,11/01/2006,10/01/2031,11/01/2006,Yes,Water Supply Communal,Water Supply Communal
2002.218.V1,,7,,,22,154,,5120,Cromwell Terrace,Current,,WM0222,1,,,Groundwater Take,,1300160,5006350,,,06/04/2002,05/27/2027,06/04/2002,,Irrigation,Frostfighting 
2007.510,,,,,23,,,8418,Miscellaneous,Current,,,,,,Groundwater Take,,1406842,4968153,,,11/21/2007,11/30/2037,11/21/2007,No,Construction/Repairs Site,Construction/Repairs Site
2006.040,,5,,,25,175,760,3000,,Current,,,,,,Surface Take,,1264617,5010529,,,04/10/2006,04/01/2031,04/10/2006,Yes,,
2007.390,,0.6,,,25.95,,,,,Current,,WM1067,1,,,Surface Take,,1412897,4928901,,,06/09/2010,05/26/2035,06/09/2010,Yes,,
2009.280,,3.3,,,26,,806,7254,North Otago Volcanics,Current,,WM1377,1,,,Groundwater Take,,1435173,5007630,,,06/03/2010,05/01/2030,06/03/2010,Yes,Irrigation,Construction/Repairs Site
2005.604.V2,,0.35,,,30,,,,,Current,,WM0832,1,,,Surface Take,,1281721,5023970,,,06/01/2006,04/01/2026,06/01/2006,Yes,,
2001.201,,1.8,,,35,,,12810,Wakatipu Basin,Current,,,,,,Groundwater Take,,1267963.5,5011156.5,,,07/12/2001,06/22/2026,07/12/2001,,Water Supply Communal,Water Supply Communal
RM15.042.02,,0.46,,,40,,,,,Current,,,,,,Surface Take,,1413950,4923350,,,04/23/2015,04/01/2035,04/23/2015,Yes,,
2004.289.V1,,3.5,,,40,280,1200,9600,,Current,,WM0753,1,,,Surface Take,,1269583.5,5009556,,,07/12/2004,07/12/2025,07/12/2004,Yes,,
2000.034,,0.49,,,42.5,,,15504,,Current,,,,,,Surface Take,,1252577.5,5002640.5,,,03/02/2000,02/18/2025,03/02/2000,Yes,,
RM16.370.01.V1,,0.5,0.5,,43.2,302.4,1339.2,15768,,Current,,,,,,Surface Take,,1418818,4997167,,,07/01/2017,02/27/2052,02/27/2017,Yes,,
2003.641,,2.5,,,45,315,1350,16200,,Current,,WM0348,1,,,Surface Take,,1309025.5,5053012.5,,,02/12/2004,02/12/2029,02/12/2004,Yes,,
2004.926,,1.25,,,46,322,550,3300,,Current,,,,,,Surface Take,,1263457,4971184,,,05/20/2005,05/01/2025,05/20/2005,Yes,,
2000.272,,1.5,,,48,,,17568,Miscellaneous,Current,,,,,,Groundwater Take,,1250823.5,5000897,,,08/28/2000,08/02/2025,08/28/2000,,Water Supply Communal,Water Supply Communal
2001.815,,2,,,50,,,4500,Miscellaneous,Current,,,,,,Groundwater Take,,1263343.5,5009070,,,10/17/2001,10/10/2026,10/17/2001,,Water Supply Communal,Water Supply Communal
RM20.397.01.V1,,1.75,0.57,,50,,1527,9162,,Current,,,,,,Surface Take,,1337267,4877248,,,12/16/2020,12/15/2026,12/15/2020,Yes,,
RM14.120.01,,1.3,,,51,,1581,18250,Pomahaka Basin,Current,,WM1422,1,,,Groundwater Take,,1302834,4911398,,,05/27/2014,05/15/2049,05/27/2014,Yes,,
RM18.346.01,,2,,,53,,1643,15330,Inch Clutha Gravel,Current,,,,,,Groundwater Take,,1356200,4873171,,,12/11/2018,11/01/2053,12/11/2018,Yes,Dairy Shed/Stockwater,Dairy Shed/Stockwater
RM20.324.01,,0.7,,,54,,,10320,,Current,,WM1578,1,,,Surface Take,,1311159,4899467,,,04/13/2021,02/25/2046,10/23/2020,Yes,,
2004.882,,0.625,,,54,,1674,19764,Wairuna,Current,,,,,,Groundwater Take,,1331238,4889020,,,05/02/2005,10/29/2029,05/02/2005,,Water Supply Communal,Water Supply Communal
2003.657.V1,,1.5,,,54,378,1144,10382,Cromwell Terrace,Current,,WM0349,1,,,Groundwater Take,,1299657.5,5002967.5,,,11/07/2003,11/15/2028,11/07/2003,Yes,Single Household/Stockwater,Irrigation
2004.709.V1,,1.25,,,54,378,1642,13133,,Current,,WM0782,1,,,Surface Take,,1312867,4941931,,,12/02/2004,09/27/2024,12/02/2004,Yes,,
2006.850,,,,,55,,,,,Current,,,,,,Surface Take,,1358658.5,4929232.25,,,05/01/2009,05/01/2024,05/01/2009,No,,
2006.851,,,,,55,,,,,Current,,,,,,Surface Take,,1358658.5,4929232.25,,,05/01/2009,05/01/2024,05/01/2009,No,,
RM13.333.01,,1.2,1.2,,55,,1628,19163,,Current,,WM1258,1,,,Surface Take,,1309457,4912794,,,10/09/2013,10/09/2038,10/09/2013,Yes,,
RM21.054.01,,4.4,,,55,,1650,20089,,Current,,WM1602,2,,,Surface Take,,1397006,4920052,,,04/19/2021,12/01/2035,04/14/2021,Yes,,
RM21.054.01,,4.4,,,55,,1650,20089,,Current,,WM1603,2,,,Surface Take,,1397006,4920052,,,04/19/2021,12/01/2035,04/14/2021,Yes,,
RM13.079.01,,2.7,,,59.5,,1814.8,18147.5,,Current,,WM0646,1,,,Surface Take,,1325774,4877851,,,03/15/2013,03/13/2046,03/14/2013,Yes,,
2004.268,,1,,,60,,1750,,,Current,,WM0417,1,,,Surface Take,,1278232,5007338,,,02/25/2005,02/01/2030,02/25/2005,Yes,,
RM14.092.01.V1,,1.3,1.3,,70.8,,2194.8,25482,,Current,,WM0491,1,,,Surface Take,,1313064,4909168,,,01/16/2015,07/02/2049,07/03/2014,Yes,,
RM17.383.01,,1.7,,,71.4,,2213.4,26061,Unknown Aquifer,Current,,WM0751,1,,,Groundwater Take,,1251412,5001262,,,08/06/2018,06/01/2043,07/11/2018,Yes,Water Supply Communal,Water Supply Communal
2003.077,,0.83,,,71.8,502.6,2225.8,26207,,Current,,WM1388,2,,,Surface Take,,1245770,4992495,,,03/11/2004,03/15/2029,03/11/2004,Yes,,
2003.077,,0.83,,,71.8,502.6,2225.8,26207,,Current,,WM1389,2,,,Surface Take,,1245770,4992495,,,03/11/2004,03/15/2029,03/11/2004,Yes,,
2000.657,,0.83,,,72,,,,,Current,,,,,,Surface Take,,1317355,5021086,,,02/05/2001,02/01/2030,02/05/2001,Yes,,
2001.471,,0.83,,,72,,,26352,Dunstan Flats,Current,,,,,,Groundwater Take,,1314687,4985756,,,06/27/2001,06/30/2036,06/27/2001,,Water Supply Communal,Water Supply Communal
RM17.226.01,,1.5,1.5,,75,,,25000,,Current,,WM1331,1,,,Surface Take,,1304745,5021573,,,12/19/2017,09/01/2052,09/29/2017,Yes,,
RM19.179.01,,,,,75,,2325,9125,,Current,,WM1597,1,,,Surface Take,,1284571,5005210,,,05/26/2021,05/25/2027,05/25/2021,Yes,,
2008.020.V1,,1.1,,,75.5,,,27557.5,,Current,,WM0776,1,,,Surface Take,,1249237.5,5001318.5,,,05/23/2008,08/13/2029,05/23/2008,Yes,,
2006.326.V1,,7,,,77,,2100,9100,Cromwell Terrace,Current,,WM0222,1,,,Groundwater Take,,1300158.5,5006349.5,,,07/07/2006,05/27/2027,07/07/2006,,Irrigation,Frostfighting 
96381,,0.9,,,80,,,,,Current,,,,,,Surface Take,,1262709.5,5009241,,,07/06/1998,06/01/2023,07/06/1998,Yes,,
RM10.345.01,,5.5,,,84,,,30660,Pomahaka Basin,Current,,WM0453,1,,,Groundwater Take,,1305271,4913080.5,,,10/08/2010,10/08/2045,10/08/2010,Yes,Dairy Shed/Stockwater,Dairy Shed/Stockwater
RM15.021.01,,2.2,,,86,,2700,,,Current,,WM1014,1,,,Surface Take,,1418140,4970965,,,10/29/2015,10/01/2040,10/29/2015,Yes,,
RM14.335.02,,1,,,86.4,,,,,Current,,,,,,Groundwater Take,,1268093,5013310,,,01/29/2015,01/28/2050,01/29/2015,Yes,,
2000.337,,2,,,86.4,,,7776,Cromwell Terrace,Current,,,,,,Groundwater Take,,1298979,5004300,,,08/30/2000,09/01/2035,08/30/2000,,Irrigation,Irrigation
RM13.314.01.V1,,1.7,1.7,,96,,2976,35040,,Current,,WM0651,1,,,Surface Take,,1323778,4889229,,,11/25/2014,08/26/2043,08/28/2013,Yes,,
2003.889.V1,,1.12,1.5,,97.2,680.4,2916,14580,,Current,,WM1273,1,,,Surface Take,,1309652.5,5031393,,,06/07/2004,06/14/2029,06/07/2004,Yes,,
2005.576,,2.32,,,100,,,18960,Dunstan Flats,Current,,WM0831,1,,,Groundwater Take,,1312682,4988756,,,05/01/2006,05/01/2031,05/01/2006,Yes,Water Supply Communal,Irrigation
2001.A03,,2.8,,,100,700,3100,21700,Cardrona Alluvial Ribbon,Current,,WM0203,1,,,Groundwater Take,,1293499,5037694,,,12/14/2001,12/10/2026,12/14/2001,,Irrigation,Irrigation
2001.936.V1,,3,,,105,,3255,26536,Miscellaneous,Current,,WM0194,1,,,Groundwater Take,,1305577,5015985,,,12/21/2001,12/21/2026,12/21/2001,Yes,Single Household/Stockwater,Irrigation
RM14.056.01,,2,0,,112,,24304,40880,Miscellaneous,Current,,WM1076,1,,,Groundwater Take,,1339355,4855794,,,03/21/2014,03/01/2049,03/21/2014,Yes,Dairy Shed/Stockwater,Dairy Shed/Stockwater
RM18.322.01,,3,,,113,,3503,36646,,Current,,WM1418,1,,,Surface Take,,1308358,5046442,,,06/03/2020,06/03/2030,06/03/2020,Yes,,
RM12.115.01,,1.5,0,,119.5,,3705,37240,Unknown,Current,,WM0906,1,,,Groundwater Take,,1359407,4885924,,,05/31/2012,06/01/2047,05/31/2012,Yes,Dairy Shed/Stockwater,Dairy Shed/Stockwater
RM12.114.01,,5.68,0,,123,,1000,5000,North Otago Volcanics,Current,,WM0260,1,,,Groundwater Take,,1436937,5001955,,,10/10/2012,07/11/2047,07/17/2012,Yes,Irrigation,Irrigation
99534,,3,3,,124,,,11160,Miscellaneous,Current,,,,,,Groundwater Take,,1300432.5,5002628,,,11/03/1999,10/30/2029,11/03/1999,Yes,Single Household/Stockwater,Irrigation
RM11.088.01,,1.44,1.44,,124.42,,3857,34716,Earnscleugh Terrace,Current,,WM1235,1,,,Groundwater Take,,1312622.5,4982027,,,06/03/2011,06/03/2046,06/03/2011,Yes,Single Household/Stockwater,Commercial/Industrial
2004.013,,1.5,,,129,,,14000,,Current,,,,,,Surface Take,,1264612,5016535,,,05/30/2005,06/01/2025,05/30/2005,Yes,,
2004.509.V1,,2.3,,,129,900,3986,17134,Bendigo,Current,,WM0770,1,,,Groundwater Take,,1309862.5,5023411.5,,,07/26/2004,07/22/2029,07/26/2004,Yes,Irrigation,Irrigation
2002.637,,3,,,129.6,907.2,,11664,Miscellaneous,Current,,WM0283,1,,,Groundwater Take,,1299902.5,5001720,,,11/08/2002,10/01/2037,11/08/2002,Yes,Irrigation,Irrigation
2010.217.V1,,4.86,,,140,980,4116,,,Current,,WM0944,1,,,Surface Take,,1334295,4854841,,,06/05/2010,07/01/2035,06/05/2010,Yes,,
2010.150.V1,,5,,,144,288,,8640,,Current,,WM0941,1,,,Surface Take,,1356485,5011512,,,06/01/2010,12/01/2037,06/01/2010,Yes,,
2002.685,,1.7,,,146,,4380,26280,,Current,,WM1590,1,,,Surface Take,,1279646,5006732,,,02/19/2003,02/01/2023,02/19/2003,Yes,,
99618,,1.7,,,150,,,,,Current,,,,,,Surface Take,,1267017.5,5003782.5,,,12/20/2000,12/04/2025,12/20/2000,Yes,,
RM18.147.01,,1.8,,,152,,4712,55480,,Current,,WM1553,1,,,Surface Take,,1358105,4889756,,,09/12/2018,07/01/2038,09/12/2018,Yes,,
97433,,1.85,,,160,1120,4864,58400,,Current,,,,,,Surface Take,,1309940,4941218,,,10/17/1997,10/31/2022,10/17/1997,Yes,,
99524,,4,,,161,,,14490,Wanaka - Cardrona,Current,,,,,,Groundwater Take,,1294081.5,5041643.5,,,09/11/2000,08/30/2025,09/11/2000,,Water Supply Communal,Irrigation
RM12.372.01.V1,,9,,,169,,5241,31449,North Otago Volcanics,Current,,WM0265,1,,,Groundwater Take,,1434684,4999190,,,01/31/2013,10/10/2042,10/10/2012,Yes,Irrigation,Irrigation
2000.309,,2.03,,,170,,,15300,Miscellaneous,Current,,,,,,Groundwater Take,,1283719,5049447,,,08/08/2000,09/01/2035,08/08/2000,,Water Supply Communal,Irrigation
2009.224.V2,,2.3,,,180,,,65700,,Current,,WM0921,1,,,Surface Take,,1310417,4896878,,,11/04/2009,10/29/2034,11/04/2009,Yes,,
RM13.277.01,,5,0,,180,,5580,29205,Dunstan Flats,Current,,WM1372,1,,,Groundwater Take,,1314191,4986106,,,07/30/2013,07/24/2038,07/30/2013,Yes,Irrigation,Irrigation
2000.457,,3.9,,,182,,,16380,Wakatipu Basin,Current,,,,,,Groundwater Take,,1269783,5012903,,,10/12/2000,10/04/2025,10/12/2000,Yes,Single Household/Stockwater,Irrigation
2003.301,,2.4,,,200,,,73000,,Current,,WM1384,2,,,Surface Take,,1393963,4949436,,,05/16/2006,05/01/2031,05/16/2006,Yes,,
2003.301,,2.4,,,200,,,73000,,Current,,WM1385,2,,,Surface Take,,1393963,4949436,,,05/16/2006,05/01/2031,05/16/2006,Yes,,
2008.369.V1,,2.3,,,200,722.4,,34675,Pomahaka Basin,Current,,WM0910,1,,,Groundwater Take,,1308849,4906227,,,07/29/2008,07/01/2033,07/29/2008,Yes,Single Household/Stockwater,Dairy Shed/Stockwater
96768,,2.3,,,200,1400,6080,73000,,Current,,,,,,Surface Take,,1253382.5,5003893,,,06/26/1998,06/01/2023,06/26/1998,Yes,,
95953.V1,,,,,208,,,75920,Clutha Outwash Gravels,Current,,WM0872,1,,,Groundwater Take,,1350075,4873949,,,03/12/1996,10/01/2023,03/12/1996,No,Waste/Sewage Treatment,Waste/Sewage Treatment
2010.186,,7.5,,,216,,,79056,Miscellaneous,Current,,,,,,Groundwater Take,,1398773,4914450,,,06/30/2010,06/14/2025,06/30/2010,No,Commercial/Industrial,Commercial/Industrial
RM14.062.03,,5.4,5.4,,233.3,,7200,43074,,Current,,WM0328,1,,,Surface Take,,1324576,4988638,,,06/28/2014,06/11/2044,06/17/2014,Yes,,
2002.772,,2.89,,,250,1750,7525,,,Current,,,,,,Surface Take,,1296939.5,5087182.5,,,01/30/2003,01/30/2023,01/30/2003,Yes,,
2000.469.V1,,2.9,2.9,,250.56,,7767,91454,,Current,,,,,,Surface Take,,1406812,4996355,,,04/09/2001,02/01/2036,04/09/2001,Yes,,
2002.821.V1,,4.44,,,256,,7200,57600,Dunstan Flats,Current,,WM0298,1,,,Groundwater Take,,1313575.5,4986314,,,01/28/2003,01/31/2028,01/28/2003,Yes,Single Household/Stockwater,Irrigation
RM20.348.01,,11,,,282,,8742,47500,,Current,,WM1527,1,,,Groundwater Take,,1316199,4984754,,,11/13/2020,11/13/2035,11/13/2020,Yes,,
2007.277,,3.3,,,285,1995,8664,68430,,Current,,WM0885,1,,,Surface Take,,1266927,5002923,,,09/11/2007,09/07/2032,09/11/2007,Yes,,
2004.399,,3.4,4.5,,291.6,2041.2,8748,43740,,Current,,WM1273,1,,,Surface Take,,1309652.5,5031393,,,06/08/2004,06/14/2029,06/08/2004,Yes,,
RM19.295.02,,4.9,,,295,,9136,44012,,Current,,WM1537,1,,,Surface Take,,1433664,4993719,,,02/13/2020,02/11/2030,02/13/2020,Yes,,
2007.522,,3.5,,,300,2100,9100,109200,,Current,,,,,,Surface Take,,1406842,4968153,,,11/30/2007,11/30/2037,11/30/2007,No,,
2000.153,,3.9,,,333.35,,,,,Expired – Pending Application,,,,,,Surface Take,,1303682.667,5004158,,,06/12/2000,06/02/2020,06/12/2000,Yes,,
2002.273,,4,,,345.6,,10360,,,Expired – Pending Application,,WM0225,1,,,Surface Take,,1296532.5,5000346.5,,,03/31/2003,10/01/2021,03/31/2003,Yes,,
RM12.005.01,,4,,,345.6,,10512,126144,North Otago Volcanics,Current,,WM0216,1,,,Groundwater Take,,1434308,5000381,,,04/27/2012,03/09/2042,03/13/2012,Yes,Irrigation,Irrigation
2006.283.V2,,4,,,346,2420,,,,Current,,WM0139,1,,,Surface Take,,1357085,5011913,,,07/24/2006,12/01/2037,07/24/2006,Yes,,
RM17.121.01,,4.2,4.0,,360,,10800,,,Current,,WM1483,1,,,Surface Take,,1406375,4964151,,,11/01/2017,09/01/2052,09/25/2017,Yes,,
99497,,4.2,,,363,,,32670,Manuherikia Claybound,Current,,,,,,Groundwater Take,,1317792,4983458,,,11/23/1999,11/17/2029,11/23/1999,,Irrigation,Irrigation
RM17.367.01,,4.6,,,365,,10396,54522,,Current,,WM0954,1,,,Surface Take,,1314236,4972753.5,,,09/27/2018,07/01/2043,07/04/2018,Yes,,
2001.148,,4.25,,,367,,,33030,Dunstan Flats,Current,,WM1468,1,,,Groundwater Take,,1315634,4985481.5,,,06/27/2001,06/30/2036,06/27/2001,Yes,Water Supply Communal,Commercial/Industrial
2004.011.V1,,4.3,,,370,,,57350,,Current,,WM0742,2,,,Surface Take,,1263432,5016336.5,,,05/30/2005,06/01/2025,05/30/2005,Yes,,
2004.011.V1,,4.3,,,370,,,57350,,Current,,WM1462,2,,,Surface Take,,1263432,5016336.5,,,05/30/2005,06/01/2025,05/30/2005,Yes,,
2004.611.V1,,8,,,380,2888,11550,63000,Ettrick Basin,Current,,WM0772,1,,,Groundwater Take,,1316814,4939810.5,,,10/02/2004,07/26/2029,10/02/2004,Yes,Single Household/Stockwater,Irrigation
RM19.090.01,,8,8,,380.7,,11579.2,138950,,Current,,WM0877,1,,,Surface Take,,1278260,5006256,,,10/02/2021,12/23/2022,12/23/2019,Yes,,
2002.277,,5.5,,,396,2772,,35640,Bendigo,Current,,WM0226,1,,,Groundwater Take,,1309555.5,5018446.5,,,06/20/2002,06/01/2037,06/20/2002,,Irrigation,Irrigation
RM17.167.02,,14,,,400,,1600,,,Current,,,,,,Surface Take,,1284521,5019981.5,,,07/17/2017,07/01/2027,07/17/2017,No,,
RM20.248.01,,13.9,,,400,,4892,24894,Cromwell Terrace Aquifer,Current,,WM0519,1,,,Groundwater Take,,1300892,5006972,,,10/02/2021,09/18/2035,09/18/2020,Yes,Irrigation,Frostfighting
2003.152.V1,,4.8,,,415,2905,12865,51460,,Current,,,,,,Surface Take,,1301792,5056393.5,,,05/30/2003,05/01/2023,05/30/2003,Yes,,
2002.319.V1,,6.8,,,440,3080,,39600,Miscellaneous,Current,,WM0227,1,,,Groundwater Take,,1304663,5015445,,,07/08/2002,07/01/2037,07/08/2002,Yes,Irrigation,Irrigation
RM16.115.01,,5.2,,,450,3150,12600,151200,,Current,,WM0145,1,,,Surface Take,,1270764,5002067,,,12/15/2016,12/16/2031,12/15/2016,Yes,,
2002.367.V1,,6,,,520,3640,15552,186624,,Current,,WM0240,3,,,Surface Take,,1300473.5,4998880,,,01/22/2004,11/01/2023,01/22/2004,Yes,,
2002.367.V1,,6,,,520,3640,15552,186624,,Current,,WM0241,3,,,Surface Take,,1300473.5,4998880,,,01/22/2004,11/01/2023,01/22/2004,Yes,,
2002.367.V1,,6,,,520,3640,15552,186624,,Current,,WM1419,3,,,Surface Take,,1300473.5,4998880,,,01/22/2004,11/01/2023,01/22/2004,Yes,,
RM15.240.02,,6.6,,,569.85,,,267995,,Current,,WM1263,1,,,Surface Take,,1422599,5012070,,,08/16/2016,05/01/2051,05/10/2016,Yes,,
RM15.060.01.V1,,13.4,,,576,,16500,64730,North Otago Volcanics,Current,,WM0767,1,,,Groundwater Take,,1434869,5000330,,,08/26/2015,09/01/2045,08/26/2015,Yes,Irrigation,Irrigation
97116,,6.9,,,600,,18000,,,Expired – Pending Application,,WM0547,1,,,Surface Take,,1342290,4999193,,,07/01/2000,10/01/2021,07/01/2000,Yes,,
RM15.240.01,,7.1,,,611.15,,,223069,,Current,,WM1262,1,,,Surface Take,,1421540,5002137,,,08/16/2016,05/01/2051,05/10/2016,Yes,,
