Well Number,Description,Depth,Geology,Lithology
G40/0064,TOPSOIL,0.4,,SOIL
G40/0064,Yellow CLAY,33,,CL
G40/0064,Coarse Sandy Silty GRAVEL,26.9,,CGRSA
G40/0063,TOPSOIL,0.2,,SOIL
G40/0063,Sandy Silty coarse GRAVEL,19.5,,CGRSISA
G40/0063,Sandy Silty GRAVEL,21.6,,GRSISA
G40/0063,Coarse COBBLE,2.4,,CGR
G40/0063,Silty Sandy GRAVEL,6.3,,GRSISA
G40/0063,Very Sandy Silty GRAVEL,20.3,,GRSISA
G40/0063,Yellow CLAY,25.4,,CL
G40/0063,Coarse Sandy GRAVEL with COBBLES,9.6,,CGRSA
G40/0063,Yellow Sandy coasre GRAVEL,0.8,,GRSA
G40/0063,Silty Sandy gravel with small bands of CLAY,26.8,,GRSISA
G40/0063,Yellow CLAY,20.5,,CL
G40/0062,Yellow to grey CLAY,18.8,,CL
G40/0062,Yellow CLAY,14.3,,CL
G40/0062,Yellow CLAY,0.6,,CL
G40/0062,Silty coarse GRAVEL,10.8,,GRSI
G40/0062,Grey Claybound schist GRAVEL,21,,GRCL
G40/0062,Sandy coarse GRAVEL,6.2,,CGRSA
G40/0062,TOPSOIL,0.2,,SOIL
G40/0062,Brown Silty Sandy GRAVELS,17.9,,GRSISA
G40/0062,Silty quartz GRAVEL,14.1,,GRSI
G40/0062,Yellow Sandy GRAVEL,3.1,,GRSA
G40/0062,ROCK,17,,TERT
G40/0062,Yellow CLAY,12.4,,CL
G40/0061,Grey CLAY,36,,CL
G40/0061,Yellow CLAY,13.6,,CL
G40/0061,Yellow Silty Sandy GRAVEL,7.3,,GRSISA
G40/0061,Fill,0.6,,FILL
G40/0061,Yellow CLAY,11.8,,CL
G40/0061,Yellow Silty Sandy GRAVEL,16.5,,GRSISA
G40/0061,Yellow Silty small GRAVEL,3.4,,GRSI
G40/0061,Yellow Silty Sandy small GRAVEL,18.7,,FGRSISA
G40/0061,Orange very Sandy small GRAVEL,33.6,,FGRSA
G40/0061,Yellow Sandy CLAY,21.4,,CLSA
G40/0061,Yellow CLAY,5,,CL
G40/0061,Yellow CLAY,18.3,,CL
G40/0061,Yellow Sandy GRAVEL,26.4,,GRSA
G40/0061,Yellow CLAY,19.3,,CL
G40/0061,Yellow CLAY,34.1,,CL
G40/0061,Yellow Sandy GRAVEL,21.2,,GRSA
G40/0061,Yellow CLAY,30.8,,CL
G40/0061,Yellow Silty GRAVEL,12.2,,GRSI
G40/0060,Silty SAND LOAM,0.5,,SISACL
G40/0060,Sandy - small to medium sized GRAVELS,6,,FGRSA
G40/0060,Sandy LOAM to gravelly SAND,2,,GRCLSA
G40/0059,TOPSOIL,0.6,,SOIL
G40/0059,Silty Sandy GRAVEL,13.9,,GRSISA
G40/0059,Silty Sandy small GRAVEL,9.1,,GRSISA
G40/0059,Coarse COBBLE,1.8,,CGR
G40/0059,Grey Schist GRAVEL,21.4,,GR
G40/0059,Coarse Cobbly GRAVELS,4.2,,CGR
G40/0059,Grey SCHIST rock,22,,SCHIST
G40/0059,Yellow Sandy GRAVEL,0.9,,GRSA
G40/0059,Silty Sandy GRAVEL,5.8,,GRSISA
G40/0059,Coarse Sandy GRAVEL,20.8,,CGRSA
G40/0058,Silty coarse GRAVEL,7.1,,GRSI
G40/0058,COBBLE,11.9,,CGR
G40/0058,Yellow Silty GRAVEL,20.7,,GRSI
G40/0058,TOPSOIL,0.6,,SOIL
G40/0058,Coarse Sandy GRAVEL with odd Cobble,11.7,,CGRSA
G40/0058,Silty Sandy GRAVEL,4.8,,GRSISA
G40/0058,Yellow Sandy GRAVEL,1.2,,GRSA
G40/0058,Grey SCHIST rock,21,,SCHIST
G40/0058,Coarse Cobbly GRAVEL,10.9,,CGR
G40/0058,Coarse Cobbly GRAVEL,17.5,,CGR
G40/0057,"Grey SCHIST, soft rock",12.1,,SCHIST
G40/0057,Yellow SILT,1.1,,SI
G40/0057,TOPSOIL,0.2,,SOIL
G40/0057,Coarse Cobbly GRAVEL,9.8,,CGR
G40/0057,grey firm schist rock,12.5,,SCHIST
G40/0057,Grey Silty GRAVEL,11.1,,GRSI
G40/0057,Yellow Silty Schist GRAVEL,11.4,,GRSI
G40/0057,Silty Sandy GRAVEL,1.9,,GRSISA
G40/0056,Yellow Very Silty Sandy GRAVELS,7.1,,GRSISA
G40/0056,Coarse Sandy GRAVEL with odd Cobble,15.9,,CGRSA
G40/0056,Grey SCHIST rock,19.5,,SCHIST
G40/0056,Yellow Silty GRAVEL,3.4,,GRSI
G40/0056,Greywacke COBBLES,16.2,,CGR
G40/0056,Coarse COBBLE,18.2,,CGR
G40/0056,Silty coarse Sandy GRAVEL,11.3,,CGRSISA
G40/0056,TOPSOIL,0.3,,SOIL
G40/0054,Sandy CLAY,2.8,,CLSA
G40/0054,Heavy Claybound GRAVELS,12,,GRCL
G40/0054,Silty Sandy GRAVELS,51.6,,GRSISA
G40/0054,Silty Sandy GRAVELS and Boulders,35,,CGRSISA
G40/0054,SAND,3.9,,SA
G40/0054,Very Silty Sandy GRAVELS,106,,GRSISA
G40/0054,Heavy Claybound GRAVELS,48.3,,GRCL
G40/0054,Silts,5.4,,SI
G40/0054,Silty Sandy GRAVELS,111.2,,GRSISA
G40/0053,"Brown Silty Sandy GRAVELS, flat",51.6,,GRSISA
G40/0053,"Silty Sandy GRAVELS, some Cobbles",11.5,,CGRSISA
G40/0053,Dark grey CLAY SILTS,47.6,,CLSI
G40/0053,Silty Sandy GRAVELS,40.3,,GRSISA
G40/0053,Damp CLAY,43.2,,CL
G40/0053,Soft Damp Silty Sandy GRAVELS,18.1,,GRSISA
G40/0053,CLAY,18.9,,CL
G40/0050,SAND,18.5,,SA
G40/0050,Very Sandy GRAVEL,10.8,,GRSA
G40/0050,SCHIST,19.2,,SCHIST
G40/0050,Loose Clean GRAVEL,13.3,,GR
G40/0050,Brown SILT,4,,SI
G40/0050,Brown Silty GRAVEL and COBBLES,5.7,,CGRSI
G40/0050,TOPSOIL,0.4,,SOIL
G40/0050,Silty Sandy GRAVEL,18.2,,GRSISA
G40/0050,Dark grey Silty GRAVEL,19.1,,GRSI
G40/0049,"Sandy GRAVELS, some Cobbles",24.2,,CGRSA
G40/0049,TOPSOIL,0.2,,SOIL
G40/0049,Dark grey Silty GRAVELS,26.6,,GRSI
G40/0049,Dark grey Silty Sandy GRAVELS,31.1,,GRSISA
G40/0049,Sandy CLAY,1.4,,CLSA
G40/0049,SAND,27.9,,SA
G40/0048,loose Sandy GRAVELS,21.1,,GRSA
G40/0048,Brown SILT,1.1,,SI
G40/0048,Silty Sandy GRAVELS,3.4,,GRSISA
G40/0048,Very Sandy GRAVELS,22.5,,GRSA
G40/0048,TOPSOIL,0.6,,SOIL
G40/0047,Small Sandy GRAVELS some Cobbles very Silty,29,,GRSISA
G40/0047,TOPSOIL,0.3,,SOIL
G40/0047,Silty CLAY,53,,CLSI
G40/0047,Very Silty Sandy GRAVEL COBBLES and BOULDERS,45.7,,BOCGRSISA
G40/0043,"Very Sandy GRAVELS, COBBLES and BOULDERS",71.6,,BOCGRSA
G40/0043,Small Sandy GRAVELS,87.4,,FGRSA
G40/0043,TOPSOIL,0.3,,SOIL
G40/0043,Sandy SILT,10.8,,SISA
G40/0043,Small Sandy GRAVELS,84.7,,FGRSA
G40/0043,GRAVELS and Boulders,1.4,,BOGR
G40/0043,Brown SILT,85.1,,SI
G40/0042,Silty Sandy GRAVELS,18.2,,GRSISA
G40/0042,SCHIST,21.4,,SCHIST
G40/0042,Loose Clean GRAVELS,15.3,,GR
G40/0042,Brown Silty GRAVELS and COBBLES,5.7,,CGRSI
G40/0042,TOPSOIL,0.4,,SOIL
G40/0042,SAND,18.5,,SA
G40/0042,Very Sandy GRAVELS,10.8,,GRSA
G40/0042,DARK grey Silty GRAVELS,19.1,,GRSI
G40/0042,Brown SILT,4,,SI
G40/0039,"Heavy Claybound GRAVELS, some Boulders",53.4,,GRCLBO
G40/0039,Very Silty Sandy GRAVELS,59.1,,GRSISA
G40/0039,VERY Silty GRAVELS and BOULDERS,32.2,,CGRSI
G40/0029,Sandy GRAVELS,18,,GRSA
G40/0029,GRAVELS,4.2,,GR
G40/0029,Sandy GRAVELS,22.1,,GRSA
G40/0029,Silty Claybound GRAVELS,16.2,,GRCL
G40/0029,Claybound GRAVEL,19.6,,GRCL
G40/0029,Light Claybound GRAVELS,9.7,,GRCL
G40/0014,Sandy GRAVELS,17.5,,GRSA
G40/0014,Fine SAND,18.5,,FSA
G40/0014,TOPSOIL,1.1,,SOIL
G40/0013,Silts,27.5,,SI
G40/0013,SILTS some Gravels,24.8,,GRSISA
G40/0013,Brown SILT,17.8,,SI
G40/0013,Brown flat very Silty GRAVELS and COBBLES,7.2,,CGRSI
G40/0013,Silts,31.2,,SI
G40/0013,GRAVELS,21.1,,GR
G40/0013,Grey flat very Silty GRAVELS and COBBLES,2.2,,CGRSI
G40/0013,Brown Silty GRAVELS,17.1,,GRSI
G40/0013,GRAVELS,27.3,,GR
G40/0013,SILTS some Gravels,20.5,,GRSISA
G40/0013,Very Silty GRAVELS,26.7,,GRSI
G40/0013,Very Silty GRAVELS,30.2,,GRSI
G40/0013,"Brown SILTS, some Gravels",8.9,,GRSISA
G40/0012,"Sandy GRAVELS, COBBLES and BOULDERS",25.2,,BOCGRSA
G40/0012,"Very Sandy GRAVELS, some Cobbles",79,,CGRSA
G40/0012,Sandy GRAVELS and COBBLES,41.8,,CGRSA
G40/0012,Sandy GRAVELS some Boulders,19.2,,CGRSA
G40/0012,SAND,44.5,,SA
G40/0009,Sandy GRAVELS FEW BOULDERS,25.4,,CGRSA
G40/0009,TOPSOIL,0.1,,SOIL
G40/0009,"BOULDERS, Sandy GRAVELS, some Silts",32.9,,BOGRSISA
G40/0009,Silty GRAVELS BOULDERS,33.4,,CGRSI
G40/0009,VERY BONEY Sandy GRAVELS and BOULDERS,18.9,,CGRSA
G40/0008,Claybound GRAVELS,8.7,,GRCL
G40/0008,Cleaner Silty GRAVELS,6.4,,GRSI
G40/0008,"SILTS, some Gravels",2.8,,GRSI
G40/0008,Silty GRAVELS,4.2,,GRSI
G40/0008,TOPSOIL,0.4,,SOIL
G40/0008,BOULDER,8.3,,BO
G40/0008,ROCK,9,,TERT
G40/0008,Claybound GRAVELS,7.8,,GRCL
G40/0008,Silty CLAY,1.7,,CLSI
G40/0007,Small SAND and SILTS with some Cobbly Gravel,10.5,,CGRSISA
G40/0007,Small GRAVELS and Sandy SILT,18,,FGRSISA
G40/0006,Sandy GRAVELS,20.9,,GRSA
G40/0006,Fine SAND,21.9,,FSA
G40/0006,TOPSOIL SILTS,0.6,,SOIL
G40/0004,Heavy Claybound GRAVELS,21.7,,GRCL
G40/0004,Silts,29.3,,SI
G40/0004,Light Claybound GRAVELS,16.8,,GRCL
G40/0004,Silty GRAVELS,9.2,,GRSI
G40/0004,"Silty Sandy GRAVELS, COBBLES and BOULDERS",28.3,,BOCGRSISA
