,datetime,lake,total_rch,dryland_rch,irr_rch,hill_maungawera,hill_flat_west,hill_flat_east,hill_terrace_east,hill_south_east,hill_total
0,2000-09-27,342.76166,0.000297131355456422,0.00030177027358829485,0.0002932519341109714,1081.1698,375.45,1867.4805,3926.3242,3437.6719,10688.097
1,1980-07-23,345.78125,0.000210966246419165,0.00021093713166456303,0.00021099059442385967,1306.6415,277.88635,2418.9497,4691.46,4412.703,13107.641
2,1980-07-30,345.26096,0.00016474963915139048,0.00016462934569436833,0.00016485023782367993,2120.213,725.56854,3540.8235,6659.68,5709.1333,18755.418
3,1980-08-06,344.5469,0.0003755596699277286,0.0003756703891016719,0.000375467078009804,4013.0674,1766.9266,6082.585,11138.346,8612.346,31613.271
4,1980-08-13,343.95557,0.0008587034457663722,0.0008602868288058425,0.0008573792986727956,4002.6025,2145.578,5433.199,9930.647,6447.8647,27959.893
5,1980-08-20,343.86014,0.003597601490939171,0.0035958653559592596,0.003599053380993243,1226.135,919.6013,1226.1351,2452.27,613.0675,6437.209
6,1980-08-27,344.01926,0.0012082530622646841,0.0012105075661922027,0.0012063676720915344,1226.135,919.6013,1226.1351,2452.27,613.0675,6437.209
7,1980-09-03,344.13278,0.001247664925435105,0.0012460089978100326,0.0012490497399092243,1226.135,919.6013,1226.1351,2452.27,613.0675,6437.209
8,1980-09-10,344.18906,0.0005230302910580763,0.0005227158238983622,0.0005232932727657969,1226.135,919.6013,1226.1351,2452.27,613.0675,6437.209
9,1980-09-17,344.1039,0.0010008448874354705,0.0010011476384692566,0.0010005917036569223,5067.643,2630.346,7023.0615,12754.735,8605.072,36080.86
10,1980-09-24,343.90503,0.0016393225623384275,0.00163970236521596,0.0016390049418613791,4056.932,1886.9392,5982.692,10946.762,8141.928,31015.252
11,1980-10-01,343.75168,0.00033268176568577296,0.0003326578961882546,0.0003327017272017087,2214.3464,781.734,3670.6702,6889.8975,5864.55,19421.2
12,1980-10-08,343.61526,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,1861.1761,579.213,3189.7766,6042.3257,5306.3745,16978.867
13,1980-10-15,343.44653,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,1615.0859,436.54645,2851.2402,5444.803,4919.7944,15267.471
14,1980-10-22,343.16962,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,1677.5997,479.8721,2937.8955,5603.233,5019.833,15718.433
15,1980-10-29,342.9317,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,2819.3088,1112.9235,4474.7686,8309.023,6782.8057,23498.828
16,1980-11-05,342.88724,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,4328.514,1938.9668,6506.431,11887.201,9092.182,33753.297
17,1980-11-12,342.79538,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,3423.2417,1445.2444,5290.9673,9741.679,7715.143,27616.275
18,1980-11-19,342.7035,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,1847.2091,573.9441,3170.519,6010.7573,5286.147,16888.576
19,1980-11-26,342.90628,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,1536.8153,400.85568,2744.0916,5261.671,4797.6577,14741.092
20,1980-12-03,343.19357,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,835.45087,71.473305,1692.8887,3532.9233,3532.4927,9665.229
21,1980-12-10,343.43207,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,442.2185,0.0,1034.3646,2582.3843,2660.3325,6719.3
22,1980-12-17,343.65695,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,250.75856,0.0,758.5989,2137.3726,2207.511,5354.241
23,1980-12-24,343.99097,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,228.9725,0.0,727.5364,2086.735,2155.9849,5199.229
24,1980-12-31,344.24902,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,15.136168,0.0,382.71,1524.6056,1583.9902,3506.442
25,1981-01-07,344.43057,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,0.0,0.0,211.41356,1245.3613,1299.8453,2756.62
26,1981-01-14,344.5481,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,0.0,0.0,139.96254,1128.8833,1181.3231,2450.169
27,1981-01-21,344.61276,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,53.883575,0.0,258.81616,1322.6362,1378.4763,3013.8123
28,1981-01-28,344.64896,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,0.0,0.0,10.496282,907.45984,956.0138,1873.97
29,1981-02-04,344.69043,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,0.0,0.0,0.0,738.8879,784.48346,1523.3713
30,1981-02-11,344.75146,9.051039356033241e-05,9.051039356032442e-05,9.051039356032682e-05,0.0,0.0,0.0,716.4917,761.6942,1478.1859
