datetime,head
1976-10-29 11:01:35.554828992,317.9229715657854
1976-12-05 03:24:44.361347200,317.1616392869992
1977-01-05 17:18:34.764477760,316.55382704880833
1977-02-16 12:46:27.187595200,316.57693992817826
1977-04-23 03:48:41.333025728,316.769634342312
1977-05-23 22:58:07.733250112,316.86500218953154
1977-06-19 14:29:02.596839776,315.5516593974118
1977-07-19 19:42:42.952437856,318.06870025163107
1977-08-19 06:47:22.638724224,317.14797178130715
1977-11-22 13:19:12.152753536,316.10662975637223
1978-02-27 01:53:32.192633376,317.0966968729475
1978-04-15 21:33:23.897965024,317.3569453260355
1978-07-02 02:20:04.642628128,318.8052220918076
1978-09-10 23:57:33.143712960,319.7814379664961
1979-01-28 10:48:04.041683008,323.1904219097473
1979-02-16 23:28:54.778829920,323.3563178194327
1979-04-07 01:48:02.091943744,324.4686235657564
1979-04-28 08:53:49.233365824,324.0923567835938
1979-05-30 14:37:25.603935936,325.50458782776457
1979-09-07 02:25:37.873245888,323.9286198501755
1979-10-23 09:02:40.844124288,322.55797073486434
1979-12-12 07:02:49.951751232,322.6626811908322
1980-01-11 02:34:22.052319744,323.45407636834756
1980-03-03 07:30:09.721976832,323.32781930201634
1980-05-06 17:59:55.626959360,323.5174207983323
1980-06-14 05:44:07.185506624,322.9950775301805
1980-07-10 18:18:11.217906688,323.3969929764025
1980-08-09 00:31:18.390647616,324.8088354034722
1980-11-01 09:06:00.417065536,324.312918033582
1980-11-30 08:10:00.935208320,323.630508096108
1981-02-17 08:41:16.774748096,323.98289657337716
1981-04-01 04:43:11.697260224,324.5487648478175
1981-05-31 09:12:42.057734848,324.58140860354337
1981-08-30 02:23:27.353406848,323.7774049928364
1981-11-02 08:04:53.146844928,322.107219192741
1981-12-27 09:05:56.805449088,322.7579785075294
1982-04-23 09:51:17.749991168,324.44703377885594
1982-05-09 21:24:23.064488320,324.45597195198957
1982-06-03 06:16:00.132606016,324.31417024199754
1982-07-14 03:48:07.918614912,323.9487847103975
1982-09-29 04:02:04.793516864,320.8900734487236
1982-11-28 08:38:11.132212544,320.6905838308473
1983-01-03 10:09:36.609419776,321.56298388173826
