datetime,head
1976-10-27 08:28:18.593895872,322.1453507562515
1976-11-13 03:49:31.040265536,321.7005071909943
1976-12-12 19:34:37.293079520,321.0336614015273
1977-01-05 01:03:44.128376224,320.6452740553013
1977-01-27 01:32:27.077763680,320.31278351957917
1977-02-22 22:02:00.246885088,320.5946450623864
1977-03-16 11:44:27.119149792,320.8201436182191
1977-04-11 21:12:37.105404352,321.3248931221489
1977-05-25 09:28:25.882280640,321.99803231420276
1977-07-03 00:25:47.570620416,322.6707985658896
1977-07-20 02:04:50.119498112,323.06296195204897
1977-08-14 23:25:31.230040416,322.11663212624956
1977-09-20 17:35:15.634202880,321.1154777071597
1977-10-22 23:37:04.913703392,320.449051478135
1977-11-21 01:06:23.558119200,320.0056530623646
1977-12-08 22:07:29.007530912,320.28653563215556
1977-12-23 16:02:47.774631424,320.5670918776077
1978-01-15 16:06:04.052983840,321.4061966312356
1978-02-17 02:06:06.775470880,322.13425365673027
1978-03-20 08:29:32.182555072,322.47159244555235
1978-04-07 22:29:46.261613120,322.91960602214056
1978-05-05 22:01:40.647958528,324.0382880482043
1978-06-25 20:48:51.722520864,326.94482877619845
1978-07-17 09:59:48.605308640,327.1700476277676
1978-08-07 23:33:25.979780512,327.4510700537372
1978-08-29 12:53:06.648616992,328.2901281872899
1978-10-23 15:51:52.427773408,331.4340755625787
1978-11-09 05:15:41.776240768,331.15440937495447
1978-12-05 19:23:18.326262912,330.98816957301517
1978-12-15 20:09:52.870836512,330.9891092775782
1979-01-21 03:07:13.286580672,335.21060172472767
1979-02-26 22:15:17.844440384,335.888669804818
1979-04-02 18:02:49.951578624,336.73532695029473
1979-04-25 01:00:24.752284160,336.4563655421125
1979-05-23 08:09:19.636553728,337.92155846522667
1979-07-11 06:10:14.790972032,336.07027376351573
1979-09-21 22:59:50.483493056,332.3641334835698
1979-10-23 13:35:47.593930112,331.8045661832003
1980-01-05 11:03:42.132130240,335.1861673503854
1980-02-06 05:55:10.157923776,335.3580453756245
1980-02-26 15:20:14.219386176,335.9224991323803
1980-05-09 15:12:05.458433344,336.0415167538935
1980-06-06 11:52:29.892889536,335.706312003111
1980-07-13 17:01:08.160812480,336.15940672911523
1980-08-18 15:28:26.495206464,336.1626956889679
1980-11-20 13:03:41.491320832,334.4280323619303
1980-12-22 21:53:03.400117248,334.7686404068128
1981-02-13 16:09:10.623988544,335.5044553551728
1981-03-29 18:46:54.827992448,336.46439792799885
1981-05-29 00:27:37.705578816,336.3575964535695
1981-08-02 21:46:24.079843328,334.1703552382413
1981-10-25 20:26:45.313708608,331.36584684174534
1981-12-16 19:35:59.849290624,333.1136660204299
1982-01-17 03:25:40.938311936,334.1850146155577
1982-02-28 06:55:05.471517056,335.4262208684628
1982-04-04 17:07:20.871209792,335.99189624237425
1982-05-06 04:44:34.957574848,335.93856598432745
1982-06-10 18:14:11.276137792,334.98571817299916
1982-06-29 13:23:33.222495744,334.4250232304169
1982-07-26 18:42:49.059345408,332.7964565942879
1982-09-01 07:00:04.500448192,329.25966954958494
1982-10-30 03:13:10.170219712,327.5351198818466
1983-01-03 18:49:01.222316992,331.2364434187072
