race_all	         1.0380000E+00	0.8	1.2
hill_se	         8.5200000E-01	0.8	1.2
hill_main	         8.5800000E-01	0.8	1.2
hill_mang	         9.0300000E-01	0.8	1.2
riv_h1	         2.4480490E+03	100.0	10000.0
riv_h2	         2.4715470E+03	100.0	10000.0
riv_h3	         4.3961260E+03	100.0	10000.0
riv_c1	         3.6697720E+03	100.0	10000.0
riv_gview	         6.3120700E+02	50.0	5000.0
riv_john	         2.8883190E+03	50.0	5000.0
sy_riv_g23	         2.3300000E-01	0.0001	0.3
sy_riv_g24	         1.8800000E-01	0.0001	0.3
sy_ter33	         2.9500000E-01	0.0001	0.3
sy_ter34	         1.9100000E-01	0.0001	0.3
sy_ter35	         2.8400000E-01	0.0001	0.3
sy_h_flat1	         3.1000000E-02	0.0001	0.3
sy_h_flat2	         1.5500000E-01	0.0001	0.3
sy_h_flat3	         2.6500000E-01	0.0001	0.3
sy_h_flat4	         1.3000000E-02	0.0001	0.3
sy_h_flat5	         4.4000000E-02	0.0001	0.3
sy_mang16	         5.2000000E-02	0.0001	0.3
sy_riv_g25	         1.8100000E-01	0.0001	0.3
sy_h_flat6	         1.2000000E-01	0.0001	0.3
sy_riv_g26	         1.4000000E-01	0.0001	0.3
sy_h_flat7	         1.8800000E-01	0.0001	0.3
sy_h_flat8	         1.2100000E-01	0.0001	0.3
sy_ter36	         9.3000000E-02	0.0001	0.3
sy_ter37	         7.5000000E-02	0.0001	0.3
sy_ter38	         1.9800000E-01	0.0001	0.3
sy_riv_g27	         3.6000000E-02	0.0001	0.3
sy_sandy31	         2.6000000E-01	0.0001	0.3
sy_sandy32	         2.3900000E-01	0.0001	0.3
sy_mang17	         1.4500000E-01	0.0001	0.3
sy_mang18	         1.4200000E-01	0.0001	0.3
sy_mang19	         2.5100000E-01	0.0001	0.3
sy_mang20	         9.6000000E-02	0.0001	0.3
sy_mang21	         3.7000000E-02	0.0001	0.3
sy_hill11	         2.4400000E-01	0.0001	0.3
sy_hill12	         5.3000000E-02	0.0001	0.3
sy_hill13	         2.9000000E-02	0.0001	0.3
sy_h_flat9	         2.4900000E-01	0.0001	0.3
sy_h_flat10	         2.2200000E-01	0.0001	0.3
sy_hill14	         2.3700000E-01	0.0001	0.3
sy_hill15	         1.0400000E-01	0.0001	0.3
sy_mang22	         2.7100000E-01	0.0001	0.3
sy_riv_g28	         2.0000000E-01	0.0001	0.3
sy_riv_g29	         1.2900000E-01	0.0001	0.3
sy_riv_g30	         1.0000000E-02	0.0001	0.3
sy_ter39	         1.6300000E-01	0.0001	0.3
kh_lake	         4.9637500E+02	0.001	1000.0
kh_riv_g23	         6.7232000E+01	0.01	1000.0
kh_riv_g24	         7.4020800E+02	0.01	1000.0
kh_ter33	         3.0870300E+02	0.01	1000.0
kh_ter34	         9.9717200E+02	0.01	1000.0
kh_ter35	         7.9797500E+02	0.01	1000.0
kh_h_flat1	         8.0296000E+02	0.01	1000.0
kh_h_flat2	         7.1041700E+02	0.01	1000.0
kh_h_flat3	         3.7760600E+02	0.01	1000.0
kh_h_flat4	         9.1703100E+02	0.01	1000.0
kh_h_flat5	         4.5820000E+00	0.01	1000.0
kh_mang16	         1.0959000E+02	0.01	1000.0
kh_riv_g25	         2.7002800E+02	0.01	1000.0
kh_h_flat6	         4.0427600E+02	0.01	1000.0
kh_riv_g26	         7.2625300E+02	0.01	1000.0
kh_h_flat7	         4.5226700E+02	0.01	1000.0
kh_h_flat8	         1.2227800E+02	0.01	1000.0
kh_ter36	         4.9884900E+02	0.01	1000.0
kh_ter37	         9.1127300E+02	0.01	1000.0
kh_ter38	         3.0865700E+02	0.01	1000.0
kh_riv_g27	         6.9561800E+02	0.01	1000.0
kh_sandy31	         3.5778100E+02	0.01	1000.0
kh_sandy32	         2.1764900E+02	0.01	1000.0
kh_mang17	         3.0965500E+02	0.01	1000.0
kh_mang18	         8.2030000E+02	0.01	1000.0
kh_mang19	         3.8965900E+02	0.01	1000.0
kh_mang20	         5.8465100E+02	0.01	1000.0
kh_mang21	         2.7995100E+02	0.01	1000.0
kh_hill11	         2.3663000E+02	0.01	1000.0
kh_hill12	         9.0269800E+02	0.01	1000.0
kh_hill13	         6.4455000E+01	0.01	1000.0
kh_h_flat9	         3.4428500E+02	0.01	1000.0
kh_h_flat10	         2.9118200E+02	0.01	1000.0
kh_hill14	         2.4552600E+02	0.01	1000.0
kh_hill15	         4.3260000E+02	0.01	1000.0
kh_mang22	         5.4093200E+02	0.01	1000.0
kh_riv_g28	         1.1296500E+02	0.01	1000.0
kh_riv_g29	         3.2546000E+02	0.01	1000.0
kh_riv_g30	         8.4206200E+02	0.01	1000.0
kh_ter39	         6.7595400E+02	0.01	1000.0
rch_all	         5.9500000E-01	0.5	1.2
