,scen_rch,hill,opt_rch
1981,625355.3293567055,0.0,
1982,476408.84332449,0.0,
1983,1085716.098045115,0.0,
1984,618986.364125946,0.0,
1985,465428.55944213,0.0,
1986,797121.6825297863,0.0,
1987,835000.8728742424,0.0,
1988,884036.4952291431,0.0,
1989,516587.1096561175,0.0,
1990,733162.0889951839,0.0,
1991,740734.879774584,0.0,
1992,687450.8307684123,0.0,
1993,661260.9983182858,0.0,
1994,831493.4113450726,0.0,
1995,1100226.5419382465,0.0,
1996,551298.4742718071,0.0,
1997,616037.389275657,0.0,
1998,966760.1913883017,0.0,
1999,851486.5609316635,0.0,
2000,807193.377551212,0.0,
2001,456905.53820255474,0.0,
2002,710116.220900895,0.0,
2003,697232.0161474126,0.0,
2004,675472.3614385163,0.0,
2005,407893.9189187787,0.0,
2006,543643.6506972323,0.0,
2007,671901.0555525442,0.0,
2008,567282.829653068,0.0,
2009,768469.3393624822,0.0,
2010,957765.3534730829,0.0,
2011,571606.4277490971,0.0,
2012,668244.5105713161,0.0,
2013,845581.1814647366,0.0,
2014,788942.1275377268,0.0,
2015,825520.2094779009,0.0,
2016,777472.0165880348,0.0,583810.704188321
2017,510769.4328660999,0.0,640270.2510298076
2018,747828.3851924532,0.0,937117.8795304853
2019,732013.8572453036,0.0,847250.2373093918
2020,621702.6398253759,0.0,706000.763928395
