permit_id,water_meter_no,date,total_allo,sw_allo,gw_allo,total_metered_allo,sw_metered_allo,gw_metered_allo,total_usage,sw_allo_usage,gw_allo_usage
2000.382.V1,1322,2021-01-31,2850.0,0.0,2850.0,0.0,0.0,0.0,,,
2000.382.V1,1322,2021-02-28,2850.0,0.0,2850.0,0.0,0.0,0.0,,,
2000.382.V1,1322,2021-03-31,2850.0,0.0,2850.0,0.0,0.0,0.0,,,
2000.382.V1,1322,2021-04-30,2850.0,0.0,2850.0,0.0,0.0,0.0,,,
2000.382.V1,1322,2021-05-31,2850.0,0.0,2850.0,0.0,0.0,0.0,,,
2000.382.V1,1322,2021-06-30,2850.0,0.0,2850.0,0.0,0.0,0.0,,,
2000.388,1300,2014-07-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2014-08-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2014-09-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2014-10-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2014-11-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2014-12-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-01-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-02-28,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-03-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-04-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-05-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-06-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-07-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-08-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-09-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-10-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-11-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2015-12-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-01-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-02-29,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-03-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-04-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-05-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-06-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-07-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-08-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-09-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-10-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-11-30,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2016-12-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2017-01-31,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2017-02-28,4566.0,0.0,4566.0,0.0,0.0,0.0,,,
2000.388,1300,2017-03-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,2384.8,0.0,2384.8
2000.388,1300,2017-04-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1904.3,0.0,1904.3
2000.388,1300,2017-05-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,379.0,0.0,379.0
2000.388,1300,2017-06-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,260.5,0.0,260.5
2000.388,1300,2017-07-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,804.9,0.0,804.9
2000.388,1300,2017-08-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1269.3,0.0,1269.3
2000.388,1300,2017-09-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1349.1999999999673,0.0,1349.1999999999673
2000.388,1300,2017-10-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1774.3,0.0,1774.3
2000.388,1300,2017-11-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,705.8,0.0,705.8
2000.388,1300,2017-12-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,754.6,0.0,754.6
2000.388,1300,2018-01-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1389.7,0.0,1389.7
2000.388,1300,2018-02-28,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1745.4,0.0,1745.4
2000.388,1300,2018-03-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,1192.2,0.0,1192.2
2000.388,1300,2018-04-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,242.1,0.0,242.1
2000.388,1300,2018-05-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,137.1,0.0,137.1
2000.388,1300,2018-06-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,87.7,0.0,87.7
2000.388,1300,2018-07-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,157.59999999993371,0.0,157.59999999993371
2000.388,1300,2018-08-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,153.5,0.0,153.5
2000.388,1300,2018-09-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,112.1,0.0,112.1
2000.388,1300,2018-10-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,183.4,0.0,183.4
2000.388,1300,2018-11-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,704.3,0.0,704.3
2000.388,1300,2018-12-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,761.8,0.0,761.8
2000.388,1300,2019-01-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,378.6,0.0,378.6
2000.388,1300,2019-02-28,4566.0,0.0,4566.0,4566.0,0.0,4566.0,475.7,0.0,475.7
2000.388,1300,2019-03-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,488.1,0.0,488.1
2000.388,1300,2019-04-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,223.8,0.0,223.8
2000.388,1300,2019-05-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,152.4,0.0,152.4
2000.388,1300,2019-06-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,78.4,0.0,78.4
2000.388,1300,2019-07-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,88.3,0.0,88.3
2000.388,1300,2019-08-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,89.0,0.0,89.0
2000.388,1300,2019-09-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,150.3,0.0,150.3
2000.388,1300,2019-10-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,56.6,0.0,56.6
2000.388,1300,2019-11-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,71.1,0.0,71.1
2000.388,1300,2019-12-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,83.4,0.0,83.4
2000.388,1300,2020-01-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,328.9,0.0,328.9
2000.388,1300,2020-02-29,4566.0,0.0,4566.0,4566.0,0.0,4566.0,215.4,0.0,215.4
2000.388,1300,2020-03-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,516.9,0.0,516.9
2000.388,1300,2020-04-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,134.3,0.0,134.3
2000.388,1300,2020-05-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,123.5,0.0,123.5
2000.388,1300,2020-06-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,86.0,0.0,86.0
2000.388,1300,2020-07-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,102.3,0.0,102.3
2000.388,1300,2020-08-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,74.0,0.0,74.0
2000.388,1300,2020-09-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,57.300000000000004,0.0,57.300000000000004
2000.388,1300,2020-10-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,138.9,0.0,138.9
2000.388,1300,2020-11-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,314.0,0.0,314.0
2000.388,1300,2020-12-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,422.6,0.0,422.6
2000.388,1300,2021-01-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,455.5,0.0,455.5
2000.388,1300,2021-02-28,4566.0,0.0,4566.0,4566.0,0.0,4566.0,381.4,0.0,381.4
2000.388,1300,2021-03-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,520.8,0.0,520.8
2000.388,1300,2021-04-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,149.1,0.0,149.1
2000.388,1300,2021-05-31,4566.0,0.0,4566.0,4566.0,0.0,4566.0,94.9,0.0,94.9
2000.388,1300,2021-06-30,4566.0,0.0,4566.0,4566.0,0.0,4566.0,74.9,0.0,74.9
2001.122,1158,2014-07-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2014-08-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2014-09-30,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2014-10-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2014-11-30,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2014-12-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-01-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-02-28,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-03-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-04-30,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-05-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-06-30,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-07-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-08-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-09-30,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-10-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-11-30,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2015-12-31,30437.0,0.0,30437.0,0.0,0.0,0.0,,,
2001.122,1158,2016-01-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,436.0,0.0,436.0
2001.122,1158,2016-02-29,30437.0,0.0,30437.0,30437.0,0.0,30437.0,487.0,0.0,487.0
2001.122,1158,2016-03-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,415.0,0.0,415.0
2001.122,1158,2016-04-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1551.0,0.0,1551.0
2001.122,1158,2016-05-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1673.0,0.0,1673.0
2001.122,1158,2016-06-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2320.0,0.0,2320.0
2001.122,1158,2016-07-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1457.0,0.0,1457.0
2001.122,1158,2016-08-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,951.0,0.0,951.0
2001.122,1158,2016-09-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,910.0,0.0,910.0
2001.122,1158,2016-10-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1056.0,0.0,1056.0
2001.122,1158,2016-11-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1273.0,0.0,1273.0
2001.122,1158,2016-12-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1708.0,0.0,1708.0
2001.122,1158,2017-01-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1418.0,0.0,1418.0
2001.122,1158,2017-02-28,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1270.0,0.0,1270.0
2001.122,1158,2017-03-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1564.0,0.0,1564.0
2001.122,1158,2017-04-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1419.0,0.0,1419.0
2001.122,1158,2017-05-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1342.0,0.0,1342.0
2001.122,1158,2017-06-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2381.0,0.0,2381.0
2001.122,1158,2017-07-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2370.0,0.0,2370.0
2001.122,1158,2017-08-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2700.0,0.0,2700.0
