,datetime,lake,total_rch,dryland_rch,irr_rch,hill_maungawera,hill_flat_west,hill_flat_east,hill_terrace_east,hill_south_east,hill_total
0,2018-01-06 12:00:00,340.90927,0.0003349630784047,0.0002751032290943,0.000385022504017,850.1631,259.76257,1537.7883,3352.4897,3041.5957,9041.799
1827,2015-07-22 00:00:00,340.0327,0.0004944343372589,0.0004952117879276,0.000493784173011,949.8483,104.44143,1885.1548,3813.443,3763.8398,10516.728
1828,2015-07-29 00:00:00,339.42966,0.0004564141403319,0.000455692071419,0.0004570179900817,1340.4645,297.8453,2465.828,4767.791,4465.531,13337.459
1829,2015-08-05 00:00:00,339.17426,0.0020577029298825,0.0020579512027911,0.002057495304917,2399.4514,883.4024,3914.2703,7317.5273,6147.433,20662.084
1830,2015-08-12 00:00:00,338.7979,0.0007978966861908,0.0007978699539913,0.0007979190417188,1919.0028,613.81885,3262.958,6175.8306,5394.794,17366.404
1831,2015-08-19 00:00:00,338.6548,0.0006662827795533,0.0006663169465611,0.0006662542064648,3046.2642,1239.6461,4785.115,8849.529,7141.71,25062.266
1832,2015-08-26 00:00:00,338.51035,0.0001616760860918,0.0001614025193202,0.0001619048637384,1817.5684,554.6492,3130.0605,5937.6836,5238.63,16678.592
1833,2015-09-02 00:00:00,338.3692,0.0001783470854927,0.0001782903608782,0.0001783945229931,1657.9084,461.32925,2910.2075,5548.871,4985.198,15563.515
1834,2015-09-09 00:00:00,338.46698,0.0,0.0,0.0,1179.4369,214.12527,2241.5728,4371.524,4204.736,12211.395
1835,2015-09-16 00:00:00,338.57468,0.0,0.0,0.0,1254.8433,251.76688,2345.5144,4564.7104,4325.461,12742.296
1836,2015-09-23 00:00:00,338.69293,0.0,0.0,0.0,887.05145,67.565506,1812.5826,3667.272,3679.141,10113.613
1837,2015-09-30 00:00:00,338.62225,0.0,0.0,0.0,751.02203,19.557838,1575.0493,3324.8455,3388.1172,9058.592
1838,2015-10-07 00:00:00,338.71997,0.0,0.0,0.0,887.2244,91.92986,1779.386,3661.3074,3638.4688,10058.316
1839,2015-10-14 00:00:00,338.96698,1.8352180389517444e-05,0.0,3.369968994080547e-05,633.8423,15.364158,1359.8032,3044.8032,3111.0615,8164.8745
