permit_id,water_meter_no,date,total_allo,total_usage
2003.761,1229,2017-01-03,60.0,205.199999999999
2003.761,1229,2017-01-04,60.0,192.6
2003.761,1229,2017-01-05,60.0,165.799999999999
2003.761,1229,2017-01-06,60.0,240.0
2003.761,1229,2017-01-07,60.0,240.100000000002
2003.761,1229,2017-01-08,60.0,164.900999999998
2003.761,1229,2017-01-09,60.0,279.898000000001
2003.761,1229,2017-01-10,60.0,158.800999999999
2003.761,1229,2017-01-11,60.0,230.300999999999
2003.761,1229,2017-01-12,60.0,135.199000000001
2003.761,1229,2017-01-13,60.0,189.5
2003.761,1229,2017-01-14,60.0,126.400000000001
2003.761,1229,2017-01-15,60.0,129.400999999998
2003.761,1229,2017-01-16,60.0,243.898000000001
2003.761,1229,2017-01-17,60.0,135.101999999999
2003.761,1229,2017-01-18,60.0,193.599000000002
2003.761,1229,2017-01-19,60.0,132.298999999999
2003.761,1229,2017-01-20,60.0,161.5
2003.761,1229,2017-01-23,60.0,124.400999999998
2003.761,1229,2017-01-27,60.0,165.800999999999
2003.761,1229,2017-01-28,60.0,125.398000000001
2003.761,1229,2017-01-29,60.0,172.201000000001
2003.761,1229,2017-01-30,60.0,274.400999999998
2003.761,1229,2017-01-31,60.0,186.798999999999
2003.761,1229,2017-02-01,60.0,211.099000000002
2003.761,1229,2017-02-05,60.0,125.199999999997
2003.761,1229,2017-02-07,60.0,181.300999999999
2003.761,1229,2017-02-08,60.0,192.0
2003.761,1229,2017-02-09,60.0,135.099999999999
2003.761,1229,2017-02-10,60.0,153.0
2003.761,1229,2017-02-12,60.0,171.599999999999
2003.761,1229,2017-02-13,60.0,212.5
2003.761,1229,2017-02-14,60.0,163.300000000003
2003.761,1229,2017-02-15,60.0,204.400999999998
2003.761,1229,2017-02-16,60.0,243.398000000001
2003.761,1229,2017-02-17,60.0,213.300999999999
2003.761,1229,2017-02-18,60.0,199.900000000001
2003.761,1229,2017-02-19,60.0,293.798999999999
2003.761,1229,2017-02-20,60.0,271.900999999998
2003.761,1229,2017-02-21,60.0,193.599000000002
2003.761,1229,2017-02-22,60.0,194.101999999999
2003.761,1229,2017-02-23,60.0,124.298999999999
2003.761,1229,2017-02-24,60.0,196.599000000002
2003.761,1229,2017-02-25,60.0,142.5
2003.761,1229,2017-02-26,60.0,202.300999999999
2003.761,1229,2017-02-27,60.0,136.300999999999
2003.761,1229,2017-02-28,60.0,159.798999999999
2003.761,1229,2017-03-01,60.0,181.099000000002
2003.761,1229,2017-03-02,60.0,131.300999999999
2003.761,1229,2017-03-03,60.0,162.099999999999
2003.761,1229,2017-03-04,60.0,155.099000000002
2003.761,1229,2017-03-05,60.0,164.0
2003.761,1229,2017-03-07,60.0,179.5
2003.761,1229,2017-03-08,60.0,224.0
2003.761,1229,2017-03-09,60.0,165.201000000001
2003.761,1229,2017-03-10,60.0,273.0
2003.761,1229,2017-03-11,60.0,217.900999999998
2003.761,1229,2017-03-12,60.0,262.0
2003.761,1229,2017-03-15,60.0,181.400000000001
2003.761,1229,2017-03-17,60.0,137.900000000001
2003.761,1229,2017-03-19,60.0,163.599999999999
2003.761,1229,2017-03-20,60.0,129.300999999999
2003.761,1229,2017-03-21,60.0,167.0
2003.761,1229,2017-03-22,60.0,129.699000000001
2003.761,1229,2017-03-24,60.0,234.201000000001
2003.761,1229,2017-03-25,60.0,207.298999999999
2003.761,1229,2017-03-26,60.0,230.400000000001
2003.761,1229,2017-03-27,60.0,126.5
2003.761,1229,2017-03-28,60.0,126.099999999999
2003.761,1229,2017-03-29,60.0,167.800000000003
2003.761,1229,2017-03-31,60.0,156.699999999997
2003.761,1229,2017-04-02,60.0,171.300000000003
2003.761,1229,2017-04-03,60.0,164.0
2003.761,1229,2017-04-04,60.0,205.599999999999
2003.761,1229,2017-04-05,60.0,127.599999999999
2003.761,1229,2017-04-07,60.0,197.800999999999
2003.761,1229,2017-04-08,60.0,165.5
2003.761,1229,2017-04-09,60.0,263.699000000001
2003.761,1229,2017-04-10,60.0,327.900999999998
2003.761,1229,2017-04-11,60.0,283.5
2003.761,1229,2017-04-12,60.0,212.900000000001
2003.761,1229,2017-04-13,60.0,135.5
2003.761,1229,2017-04-14,60.0,166.5
2003.761,1229,2017-04-16,60.0,171.203999999998
2003.761,1229,2017-12-23,60.0,195.601999999999
2003.761,1229,2017-12-24,60.0,196.698999999712
2003.761,1229,2017-12-25,60.0,200.101999999999
2003.761,1229,2017-12-26,60.0,232.698999999695
2003.761,1229,2017-12-27,60.0,204.898000000001
2003.761,1229,2017-12-28,60.0,202.800999999999
2003.761,1229,2017-12-29,60.0,191.601999999899
2003.761,1229,2017-12-30,60.0,249.296000000002
2003.761,1229,2017-12-31,60.0,234.839020618262
2003.761,1229,2018-01-01,60.0,252.961979374711
2003.761,1229,2018-01-02,60.0,276.402999999998
2003.761,1229,2018-01-03,60.0,308.499999999733
2003.761,1229,2018-01-04,60.0,284.096999999596
2003.761,1229,2018-01-05,60.0,238.699000000001
2003.761,1229,2018-01-06,60.0,227.601999999999
2003.761,1229,2018-01-07,60.0,227.898000000001
2003.761,1229,2018-01-08,60.0,257.49999999955
2003.761,1229,2018-01-09,60.0,240.402999999998
2003.761,1229,2018-01-10,60.0,285.898000000001
2003.761,1229,2018-01-11,60.0,312.5
2003.761,1229,2018-01-12,60.0,275.300999999999
2003.761,1229,2018-01-13,60.0,312.699000000001
2003.761,1229,2018-01-14,60.0,294.800999999999
2003.761,1229,2018-01-15,60.0,347.601999999999
2003.761,1229,2018-01-16,60.0,296.296000000002
2003.761,1229,2018-01-17,60.0,247.0
2003.761,1229,2018-01-18,60.0,213.5
2003.761,1229,2018-01-19,60.0,205.0
2003.761,1229,2018-01-20,60.0,212.902999999998
2003.761,1229,2018-01-21,60.0,214.398000000001
2003.761,1229,2018-01-22,60.0,216.300999999666
2003.761,1229,2018-01-23,60.0,233.601999999999
2003.761,1229,2018-01-24,60.0,241.597000000002
2003.761,1229,2018-01-25,60.0,310.601999999277
2003.761,1229,2018-01-26,60.0,241.199000000001
2003.761,1229,2018-01-27,60.0,192.800999999999
2003.761,1229,2018-01-28,60.0,285.597000000002
2003.761,1229,2018-01-29,60.0,333.902999999998
2003.761,1229,2018-01-30,60.0,284.09699999964
2003.761,1229,2018-01-31,60.0,303.703999999998
2003.761,1229,2018-02-01,60.0,241.398000000001
2003.761,1229,2018-02-02,60.0,201.601999999999
2003.761,1229,2018-02-03,60.0,201.898000000001
2003.761,1229,2018-02-04,60.0,174.601999999755
2003.761,1229,2018-02-05,60.0,177.097000000002
2003.761,1229,2018-02-06,60.0,183.199000000001
2003.761,1229,2018-02-07,60.0,201.101999999999
2003.761,1229,2018-02-08,60.0,202.0
2003.761,1229,2018-02-09,60.0,213.398000000001
2003.761,1229,2018-02-10,60.0,234.800999999999
2003.761,1229,2018-02-11,60.0,222.0
2003.761,1229,2018-02-12,60.0,214.601999999943
2003.761,1229,2018-02-13,60.0,200.699000000001
2003.761,1229,2018-02-14,60.0,201.300999999999
2003.761,1229,2018-02-15,60.0,187.398000000001
2003.761,1229,2018-02-16,60.0,199.101999999999
2003.761,1229,2018-02-17,60.0,193.800999999999
2003.761,1229,2018-02-18,60.0,208.296000000002
2003.761,1229,2018-02-19,60.0,208.800999999999
2003.761,1229,2018-02-20,60.0,198.499999999406
2003.761,1229,2018-02-21,60.0,155.902999999643
2003.761,1229,2018-02-22,60.0,155.796000000002
2003.761,1229,2018-02-23,60.0,158.203999999998
2003.761,1229,2018-02-24,60.0,156.795999999674
2003.761,1229,2018-02-25,60.0,156.601999999721
2003.761,1229,2018-02-26,60.0,156.316301885902
2003.761,1229,2018-02-27,60.0,159.382698110833
2003.761,1229,2018-02-28,60.0,159.0
2003.761,1229,2018-03-01,60.0,167.699000000001
2003.761,1229,2018-03-02,60.0,185.203999999681
2003.761,1229,2018-03-03,60.0,148.199000000001
2003.761,1229,2018-03-04,60.0,152.800999999999
2003.761,1229,2018-03-05,60.0,153.199000000001
2003.761,1229,2018-03-06,60.0,158.596999999824
2003.761,1229,2018-03-07,60.0,149.902999999998
2003.761,1229,2018-03-08,60.0,149.199000000001
2003.761,1229,2018-03-09,60.0,153.300999999999
2003.761,1229,2018-03-10,60.0,153.898000000001
2003.761,1229,2018-03-11,60.0,220.800999999883
2003.761,1229,2018-03-12,60.0,198.699000000001
2003.761,1229,2018-03-13,60.0,185.199000000001
2003.761,1229,2018-03-14,60.0,188.601999999593
2003.761,1229,2018-03-15,60.0,240.400499999238
2003.761,1229,2018-03-16,60.0,207.497500000001
2003.761,1229,2018-03-17,60.0,193.203999999998
2003.761,1229,2018-03-18,60.0,162.597000000002
2003.761,1229,2018-03-19,60.0,210.101999999999
2003.761,1229,2018-03-20,60.0,188.199000000001
2003.761,1229,2018-03-21,60.0,259.398000000001
2003.761,1229,2018-03-22,60.0,146.300999999999
2003.761,1229,2018-03-23,60.0,143.0
2003.761,1229,2018-03-24,60.0,123.300999999999
2003.761,1229,2018-03-25,60.0,129.5
2003.761,1229,2018-03-26,60.0,132.199000000001
2003.761,1229,2018-03-27,60.0,122.5
2003.761,1229,2018-03-29,60.0,133.698999999939
2003.761,1229,2018-03-30,60.0,172.101999999999
2003.761,1229,2018-03-31,60.0,144.699000000001
2003.761,1229,2018-04-01,60.0,139.597000000002
2003.761,1229,2018-04-02,60.0,154.0
2003.761,1229,2018-04-03,60.0,181.402999999998
2003.761,1229,2018-04-04,60.0,170.097000000002
2003.761,1229,2018-04-05,60.0,157.40299999991
2003.761,1229,2018-04-06,60.0,153.5
2003.761,1229,2018-04-08,60.0,132.199000000001
2003.761,1229,2018-04-09,60.0,131.398000000001
2003.761,1229,2018-04-15,60.0,122.0
2003.761,1229,2018-04-26,60.0,125.598000000005
2003.761,1229,2018-04-28,60.0,124.202999999994
2003.761,1229,2018-10-06,60.0,122.186818568495
2003.761,1229,2018-10-07,60.0,151.195664757203
2003.761,1229,2018-10-08,60.0,149.814054440324
2003.761,1229,2018-10-10,60.0,149.56383240426
2003.761,1229,2018-10-11,60.0,141.131818664265
2003.761,1229,2018-10-12,60.0,122.036699996569
2003.761,1229,2018-10-14,60.0,145.09272221822
2003.761,1229,2018-10-15,60.0,141.285053329374
2003.761,1229,2018-10-16,60.0,124.735827553611
2003.761,1229,2018-10-18,60.0,179.15246443964
2003.761,1229,2018-10-19,60.0,204.377370743621
2003.761,1229,2018-10-20,60.0,186.602206432237
2003.761,1229,2018-10-22,60.0,168.788845550852
2003.761,1229,2018-10-23,60.0,201.593022136474
2003.761,1229,2018-10-24,60.0,140.907998807519
2003.761,1229,2018-11-17,60.0,139.405722218355
2003.761,1229,2018-11-18,60.0,123.352341107659
2003.761,1229,2018-11-19,60.0,177.727368884087
2003.761,1229,2018-11-27,60.0,120.092377873155
2003.761,1229,2018-11-28,60.0,131.090288294644
2003.761,1229,2018-11-29,60.0,156.690320586353
2003.761,1229,2018-11-30,60.0,120.270178504383
2003.761,1229,2018-12-03,60.0,141.676842372479
2003.761,1229,2018-12-04,60.0,157.295056466271
2003.761,1229,2018-12-05,60.0,127.399119996413
2003.761,1229,2018-12-09,60.0,139.099759996162
2003.761,1229,2018-12-10,60.0,146.463327676192
2003.761,1229,2018-12-11,60.0,192.127892336675
2003.761,1229,2018-12-16,60.0,141.790566662686
2003.761,1229,2018-12-18,60.0,175.990398400392
2003.761,1229,2018-12-22,60.0,120.325532220076
2003.761,1229,2018-12-24,60.0,130.991434807087
2003.761,1229,2018-12-25,60.0,121.813134074985
2003.761,1229,2018-12-30,60.0,275.139675907721
2003.761,1229,2018-12-31,60.0,189.819541462768
2003.761,1229,2019-01-01,60.0,209.516684606214
2003.761,1229,2019-01-02,60.0,257.831084664205
2003.761,1229,2019-01-03,60.0,239.142679993274
2003.761,1229,2019-01-04,60.0,260.833759682799
2003.761,1229,2019-01-05,60.0,283.972860302248
2003.761,1229,2019-01-06,60.0,255.140379992978
2003.761,1229,2019-01-07,60.0,201.516557772267
2003.761,1229,2019-01-08,60.0,123.701753354463
2003.761,1229,2019-01-10,60.0,146.678095551467
2003.761,1229,2019-01-12,60.0,139.28524444061
2003.761,1229,2019-01-13,60.0,201.483798883426
2003.761,1229,2019-01-14,60.0,212.300195475717
2003.761,1229,2019-01-15,60.0,216.891290068056
2003.761,1229,2019-01-16,60.0,204.484556661025
2003.761,1229,2019-01-17,60.0,225.809887992205
2003.761,1229,2019-01-18,60.0,157.729838663679
2003.761,1229,2019-01-19,60.0,152.741675201122
2003.761,1229,2019-01-20,60.0,162.742096875263
2003.761,1229,2019-01-22,60.0,138.798330863084
2003.761,1229,2019-01-23,60.0,149.185269572916
2003.761,1229,2019-01-24,60.0,192.203629306591
2003.761,1229,2019-01-25,60.0,136.985613329532
2003.761,1229,2019-01-26,60.0,140.79818618677
2003.761,1229,2019-01-28,60.0,224.657929021472
2003.761,1229,2019-01-29,60.0,122.705319006515
2003.761,1229,2019-01-30,60.0,128.889113329991
2003.761,1229,2019-01-31,60.0,140.612493329442
2003.761,1229,2019-02-01,60.0,189.774805958437
2003.761,1229,2019-02-02,60.0,229.698956708328
2003.761,1229,2019-02-03,60.0,210.788935093457
2003.761,1229,2019-02-04,60.0,181.829031106189
2003.761,1229,2019-02-06,60.0,135.255160431993
2003.761,1229,2019-02-07,60.0,178.396685550668
2003.761,1229,2019-02-08,60.0,148.385619468138
2003.761,1229,2019-02-09,60.0,286.391408297666
2003.761,1229,2019-02-10,60.0,250.603248882015
2003.761,1229,2019-02-11,60.0,177.399600829517
2003.761,1229,2019-02-12,60.0,231.102070100437
2003.761,1229,2019-02-13,60.0,142.0837381855
2003.761,1229,2019-02-14,60.0,195.674808975164
2003.761,1229,2019-02-15,60.0,247.130459465943
2003.761,1229,2019-02-16,60.0,234.361369599869
2003.761,1229,2019-02-17,60.0,228.659692804391
2003.761,1229,2019-02-18,60.0,232.17336443809
2003.761,1229,2019-02-19,60.0,176.448081475844
2003.761,1229,2019-02-20,60.0,172.932947489246
2003.761,1229,2019-02-21,60.0,151.657166579502
2003.761,1229,2019-02-22,60.0,188.291757173128
2003.761,1229,2019-02-23,60.0,231.154527185653
2003.761,1229,2019-02-24,60.0,141.795358793219
2003.761,1229,2019-02-25,60.0,134.367257181486
2003.761,1229,2019-02-26,60.0,122.93215093992
2003.761,1229,2019-03-01,60.0,126.444029654911
2003.761,1229,2019-03-03,60.0,182.556302217103
2003.761,1229,2019-03-04,60.0,201.924157772357
2003.761,1229,2019-03-05,60.0,187.9454779304
2003.761,1229,2019-03-06,60.0,241.432439835489
2003.761,1229,2019-03-07,60.0,146.89339958667
2003.761,1229,2019-03-09,60.0,121.859994830911
2003.761,1229,2019-03-11,60.0,120.290549831676
2003.761,1229,2019-03-15,60.0,120.846529191029
2003.761,1229,2019-03-17,60.0,126.175809996533
2003.761,1229,2019-03-24,60.0,134.020490007374
2003.761,1229,2019-09-05,60.0,144.427784441367
2003.761,1229,2019-09-06,60.0,153.904409996079
2003.761,1229,2019-09-09,60.0,138.386810846075
2003.761,1229,2019-09-16,60.0,162.954466827316
2003.761,1229,2019-09-17,60.0,195.496273327928
2003.761,1229,2019-09-18,60.0,178.218991106216
2003.761,1229,2019-09-19,60.0,133.221833329653
2003.761,1229,2019-09-20,60.0,128.373062219528
2003.761,1229,2019-09-23,60.0,164.782410650203
2003.761,1229,2019-09-25,60.0,145.998593329513
2003.761,1229,2019-09-26,60.0,187.688132948711
2003.761,1229,2019-09-27,60.0,131.687995931299
2003.761,1229,2019-09-28,60.0,179.694553639125
2003.761,1229,2019-09-29,60.0,227.896279682817
2003.761,1229,2019-09-30,60.0,189.370473995082
2003.761,1229,2019-10-01,60.0,176.117159328335
2003.761,1229,2019-10-02,60.0,171.583467660807
2003.761,1229,2019-10-04,60.0,175.792676661814
2003.761,1229,2019-10-05,60.0,180.995676661601
2003.761,1229,2019-10-06,60.0,123.407212218776
2003.761,1229,2019-10-16,60.0,129.27583666309
2003.761,1229,2019-10-27,60.0,131.058935551803
2003.761,1229,2019-10-28,60.0,120.734845553137
2003.761,1229,2019-10-29,60.0,121.197749777897
2003.761,1229,2019-10-31,60.0,136.425709854021
2003.761,1229,2019-11-03,60.0,123.195183778351
2003.761,1229,2019-11-04,60.0,168.594961741992
2003.761,1229,2019-11-05,60.0,209.971770817891
2003.761,1229,2019-11-06,60.0,204.103085746198
2003.761,1229,2019-11-07,60.0,222.384364556413
2003.761,1229,2019-11-08,60.0,293.516281102961
2003.761,1229,2019-11-09,60.0,211.072754438536
2003.761,1229,2019-11-10,60.0,192.894191105696
2003.761,1229,2019-11-11,60.0,206.692580504865
2003.761,1229,2019-11-12,60.0,169.743618373719
2003.761,1229,2019-11-16,60.0,124.000180388768
2003.761,1229,2019-11-17,60.0,120.207466663563
2003.761,1229,2019-11-18,60.0,154.791444441427
2003.761,1229,2019-11-19,60.0,171.994255550824
2003.761,1229,2019-11-21,60.0,125.527041107634
2003.761,1229,2019-11-22,60.0,135.597433632605
2003.761,1229,2019-11-23,60.0,162.495827470293
2003.761,1229,2019-11-24,60.0,189.291494027765
2003.761,1229,2019-11-25,60.0,174.862354806496
2003.761,1229,2019-11-26,60.0,180.195842392315
2003.761,1229,2019-11-27,60.0,164.915057642503
2003.761,1229,2019-11-28,60.0,206.074702216502
2003.761,1229,2019-11-29,60.0,297.391584436321
2003.761,1229,2019-11-30,60.0,266.060184178779
2003.761,1229,2019-12-01,60.0,267.428522473193
2003.761,1229,2019-12-02,60.0,224.475622216013
2003.761,1229,2019-12-03,60.0,246.583368965872
2003.761,1229,2019-12-04,60.0,213.209628184963
2003.761,1229,2019-12-05,60.0,181.080375053522
2003.761,1229,2019-12-06,60.0,190.599492216967
2003.761,1229,2019-12-07,60.0,129.390955827966
2003.761,1229,2019-12-08,60.0,146.801383053317
2003.761,1229,2019-12-09,60.0,139.891861107249
2003.761,1229,2019-12-10,60.0,146.182518730714
2003.761,1229,2019-12-11,60.0,161.601162812875
2003.761,1229,2019-12-12,60.0,213.644698441936
2003.761,1229,2019-12-13,60.0,177.486891347709
2003.761,1229,2019-12-14,60.0,172.918108642968
2003.761,1229,2019-12-15,60.0,157.194678488631
2003.761,1229,2019-12-16,60.0,181.599648169423
2003.761,1229,2019-12-17,60.0,140.581406662635
2003.761,1229,2019-12-18,60.0,129.59832444085
2003.761,1229,2019-12-19,60.0,132.573199710245
2003.761,1229,2019-12-21,60.0,129.376784428505
2003.761,1229,2019-12-23,60.0,127.164744440849
2003.761,1229,2019-12-24,60.0,133.428773329711
2003.761,1229,2019-12-25,60.0,175.469759479129
2003.761,1229,2019-12-26,60.0,186.051922562024
2003.761,1229,2019-12-27,60.0,240.16667185297
2003.761,1229,2019-12-28,60.0,229.587356084356
2003.761,1229,2019-12-29,60.0,225.617594438386
2003.761,1229,2019-12-30,60.0,212.459449994138
2003.761,1229,2019-12-31,60.0,182.328077575382
2003.761,1229,2020-01-01,60.0,262.456922928652
2003.761,1229,2020-01-02,60.0,272.706525031561
2003.761,1229,2020-01-03,60.0,141.415496108234
2003.761,1229,2020-01-04,60.0,120.520750550903
2003.761,1229,2020-02-15,60.0,233.901389658537
2003.761,1229,2020-02-16,60.0,234.794971747797
2003.761,1229,2020-02-17,60.0,189.810903796136
2003.761,1229,2020-02-18,60.0,234.693718882374
2003.761,1229,2020-02-19,60.0,198.663555550069
2003.761,1229,2020-02-20,60.0,216.26774999399
2003.761,1229,2020-02-21,60.0,203.720437686927
2003.761,1229,2020-02-22,60.0,155.077345167753
2003.761,1229,2020-02-23,60.0,154.91285682145
2003.761,1229,2020-02-24,60.0,156.77588141629
2003.761,1229,2020-02-25,60.0,157.49201777342
2003.761,1229,2020-02-26,60.0,188.948358802287
2003.761,1229,2020-02-27,60.0,240.309880722017
2003.761,1229,2020-02-28,60.0,215.796276013271
2003.761,1229,2020-02-29,60.0,144.000453329378
2003.761,1229,2020-03-01,60.0,142.195593905858
2003.761,1229,2020-03-02,60.0,171.899554974325
2003.761,1229,2020-03-03,60.0,186.375055491342
2003.761,1229,2020-03-04,60.0,161.81595526997
2003.761,1229,2020-03-05,60.0,146.933388114065
2003.761,1229,2020-03-06,60.0,150.965886662388
2003.761,1229,2020-03-07,60.0,187.693178617418
2003.761,1229,2020-03-08,60.0,160.719293489351
2003.761,1229,2020-03-09,60.0,160.719293489351
2003.761,1229,2020-03-10,60.0,142.495487904012
2003.761,1229,2020-03-11,60.0,150.089403145511
2003.761,1229,2020-03-12,60.0,152.761548011593
2003.761,1229,2020-04-30,60.0,911.94
2003.761,1229,2020-05-01,60.0,697.0
2003.761,1229,2020-05-02,60.0,694.0
2003.761,1229,2020-05-03,60.0,995.0
2003.761,1229,2020-05-04,60.0,603.55
2003.761,1229,2020-05-05,60.0,595.57
2003.761,1229,2020-05-06,60.0,883.0
2003.761,1229,2020-05-07,60.0,826.0
2003.761,1229,2020-05-08,60.0,564.0
2003.761,1229,2020-05-09,60.0,704.0
2003.761,1229,2020-05-10,60.0,895.0
2003.761,1229,2020-05-11,60.0,962.0
