,0
max_allo,3699894.0
current_use_2015,178898.34637709998
current_use_2016,105881.0
current_use_2017,578251.319995
current_use_2018,120820.97899999993
current_use_2019,262968.067
current_use_2020,574504.3499998001
current_use_2015_max,8245.2
current_use_2016_max,2010.0
current_use_2017_max,10059.199
current_use_2018_max,8345.078000000001
current_use_2019_max,8259.125
current_use_2020_max,8307.0
max_allo_pc,1369585.9684018218
max_allo_pc_10,1506544.565242004
