,0
max_allo,85278.0
current_use_2015,0.0
current_use_2016,4788.14
current_use_2017,13219.110000000008
current_use_2018,13219.110000000008
current_use_2019,13219.110000000008
current_use_2020,13275.010000000006
current_use_2015_max,0.0
current_use_2016_max,54.75
current_use_2017_max,56.74
current_use_2018_max,56.74
current_use_2019_max,56.74
current_use_2020_max,56.74
max_allo_pc,31567.26982269507
max_allo_pc_10,34723.99680496458
